@relation 'pouchdb-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R2,5,6,10,8,11,7,12,15,17,18,16,19,1,20,53'

@attribute created_at_day_turn {noite,manha,tarde,madrugada}
@attribute intra_branch {false,true}
@attribute description_length numeric
@attribute files_modified numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute num_commits numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute test_churn numeric
@attribute commits_on_files_touched numeric
@attribute created_at_week_day {sabado,sexta-feira,quarta-feira,terca-feira,segunda-feira,quinta-Feira,domingo}
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
noite,true,18,1,0,1,3,1,0,4.429837,0.457059,32,25,terca-feira,25,1
tarde,true,26,1,0,1,1,0,0,3.989526,0.411584,0,56,terca-feira,56,1
tarde,true,10,1,0,1,1,0,0,4.651278,0.479854,0,56,terca-feira,56,1
madrugada,true,7,2,0,2,1,1,8,0,0,0,0,terca-feira,0,0
madrugada,true,11,1,0,1,1,1,2,4.722031,0.487153,0,33,terca-feira,33,1
madrugada,true,14,7,0,7,9,5,417,0,0,602,0,segunda-feira,0,0
madrugada,true,8,1,0,1,3,1,202,0,0,0,0,segunda-feira,0,1
manha,true,13,2,0,2,1,2,4,9.089084,0.93767,0,68,domingo,56,1
madrugada,true,6,1,0,1,2,0,0,4.50156,0.464401,0,56,sabado,56,1
madrugada,true,9,15,13,34,3,30,253,146.94761,15.159756,58,145,sabado,56,0
madrugada,true,8,1,0,1,1,1,45,5.200234,0.536479,0,32,sabado,32,1
madrugada,true,13,14,15,35,2,30,251,148.508081,15.320741,719,150,sabado,56,0
noite,true,20,1,0,1,1,1,2,4.743077,0.489316,0,32,quinta-Feira,32,1
noite,true,8,1,0,1,1,1,2,0,0,0,0,quinta-Feira,0,1
noite,true,9,15,13,34,3,30,253,142.366058,14.687103,58,147,quarta-feira,58,0
tarde,false,8,3,0,3,2,3,57,27.506287,2.838462,30,68,segunda-feira,36,0
tarde,true,51,3,11,14,1,2,332,0,0,0,0,domingo,0,0
manha,true,202,14,13,33,2,29,567,0,0,106,0,domingo,0,1
noite,true,10,1,0,1,5,0,0,0,0,0,0,sabado,0,0
manha,true,7,1,0,1,1,1,0,0,0,8,0,sexta-feira,0,1
manha,true,7,1,0,1,1,0,0,4.618733,0.476616,0,62,sexta-feira,62,1
noite,true,12,3,1,4,9,1,16,9.602539,0.990905,0,62,quinta-Feira,62,1
tarde,true,8,2,0,2,2,1,2,5.134579,0.529847,0,20,quinta-Feira,20,0
manha,false,33,1,0,1,1,1,7,4.651568,0.48001,0,41,quinta-Feira,41,1
madrugada,true,8,1,0,1,1,1,0,4.013714,0.414181,3,9,quinta-Feira,9,1
noite,false,30,4,0,4,1,3,0,18.922473,1.953151,18,32,quarta-feira,19,1
noite,true,23,1,0,1,1,1,0,4.999726,0.516061,5,5,quarta-feira,5,1
madrugada,true,22,1,0,1,1,1,11,4.444831,0.46106,0,39,quarta-feira,39,1
madrugada,true,8,2,0,2,1,1,0,9.563602,0.992145,10,24,quarta-feira,19,1
madrugada,true,29,1,0,1,1,1,2,4.293565,0.445369,0,44,quarta-feira,44,1
madrugada,true,7,1,0,1,1,1,0,4.641517,0.48143,89,4,quarta-feira,4,1
noite,false,52,1,0,1,1,1,24,4.943736,0.512773,0,41,terca-feira,41,0
noite,false,52,1,0,1,1,1,16,4.888174,0.507006,0,41,terca-feira,41,0
noite,false,44,1,0,1,1,1,5,4.422602,0.458716,0,41,terca-feira,41,1
tarde,false,7,2,0,2,1,2,4,8.869955,0.92,15,61,terca-feira,39,1
noite,true,27,4,0,4,6,4,103,27.254152,2.826825,234,82,segunda-feira,47,0
noite,true,12,1,0,1,1,1,13,3.985956,0.41351,0,48,segunda-feira,48,1
manha,true,13,4,0,4,5,3,44,18.700514,1.93921,4,25,segunda-feira,18,1
manha,true,33,2,1,3,2,2,0,17.445405,1.809057,116,20,segunda-feira,17,1
madrugada,true,28,1,0,1,1,1,7,4.727441,0.490227,0,2,sabado,2,1
madrugada,true,12,3,0,3,1,3,6,0,0,2,0,sabado,0,0
noite,true,33,1,0,1,1,1,2,5.0874,0.527551,0,44,sexta-feira,44,0
noite,true,10,1,0,1,1,1,1254,4.797259,0.497464,0,44,sexta-feira,44,0
noite,false,5,1,0,1,1,1,6,4.919101,0.510099,0,3,sexta-feira,3,1
noite,true,7,1,0,1,1,1,2,4.760459,0.493648,0,1,sexta-feira,1,1
tarde,true,4,3,1,5,2,3,6,31.305292,3.246284,0,65,sexta-feira,61,1
manha,true,4,1,0,1,1,0,0,5.135065,0.532494,0,18,sexta-feira,18,0
manha,true,94,2,0,2,2,2,470,0,0,0,0,sexta-feira,0,1
tarde,false,13,2,0,2,1,0,0,8.460708,0.898925,0,62,quinta-Feira,59,1
tarde,true,5,1,0,1,1,0,0,4.480812,0.478751,0,57,quinta-Feira,57,1
tarde,true,5,4,1,5,1,4,53,24.378069,2.604666,0,25,quinta-Feira,16,1
manha,true,11,1,0,1,1,0,0,4.122106,0.442745,0,56,quinta-Feira,56,1
manha,true,41,3,1,4,2,2,51,19.94482,2.142222,0,8,quinta-Feira,6,0
madrugada,true,5,2,1,3,1,2,36,14.694661,1.578316,0,8,quinta-Feira,6,0
noite,true,9,3,1,4,3,3,17,8.982448,0.964782,37,11,quarta-feira,11,1
noite,false,20,2,0,2,1,0,0,8.429989,0.905444,0,56,quarta-feira,55,1
noite,true,8,1,0,1,1,1,6,0,0,0,0,quarta-feira,0,0
noite,true,28,1,0,1,1,1,16,0,0,0,0,quarta-feira,0,1
manha,true,34,1,0,1,1,1,3,5.013495,0.538487,0,43,quarta-feira,43,1
noite,true,10,1,0,1,1,1,10,4.386857,0.471182,0,41,terca-feira,41,1
tarde,true,6,3,0,3,2,3,50,21.20767,2.277867,66,55,terca-feira,46,1
manha,false,36,4,0,4,5,1,46,47.301278,5.080521,0,95,terca-feira,54,1
manha,true,32,6,1,7,3,4,12,63.362604,6.805631,12,69,terca-feira,54,1
madrugada,true,42,1,0,1,2,1,172,5.129921,0.550993,0,34,terca-feira,34,1
noite,true,11,1,0,1,1,1,2,4.212885,0.452553,0,39,segunda-feira,39,1
noite,false,24,1,0,1,3,1,15,4.499936,0.483389,0,39,segunda-feira,39,1
tarde,false,5,1,0,1,1,0,0,4.60037,0.494177,0,53,segunda-feira,53,1
tarde,false,26,1,0,1,2,1,9,4.166916,0.447618,0,37,segunda-feira,37,1
madrugada,false,11,2,0,2,1,2,4,9.46315,1.016549,16,37,segunda-feira,30,0
madrugada,false,12,5,0,5,12,5,44,46.629143,5.008987,29,88,segunda-feira,43,0
madrugada,false,5,5,0,5,13,5,50,51.15626,5.495298,45,88,segunda-feira,43,0
noite,false,6,1,0,1,1,1,25,4.700493,0.504935,0,37,domingo,37,1
noite,false,16,3,0,3,1,3,12,14.060125,1.510364,41,28,domingo,22,0
noite,false,14,3,0,3,1,3,16,12.810544,1.376132,29,80,domingo,41,1
noite,false,12,3,0,3,1,3,27,13.916031,1.494885,71,69,domingo,41,1
madrugada,true,8,1,0,1,2,1,143,4.344391,0.466685,0,45,sabado,45,1
madrugada,false,17,4,0,4,2,3,22,37.777926,4.058339,0,58,sabado,52,1
noite,true,8,11,5,16,28,11,4245,193.294245,20.764865,956,91,sexta-feira,45,1
noite,false,42,1,0,1,1,1,5,4.500603,0.483483,0,39,sexta-feira,39,0
tarde,true,14,4,0,4,2,4,402,36.52183,3.923403,490,58,sexta-feira,33,1
manha,false,6,1,0,1,2,1,12,9.382239,1.007899,0,15,sexta-feira,15,1
manha,false,20,2,0,2,1,0,0,8.782867,0.94351,0,55,sexta-feira,52,0
madrugada,true,6,1,0,1,1,1,2,4.550101,0.488806,0,32,sexta-feira,32,1
noite,true,77,3,0,3,1,3,135,13.826515,1.485347,80,57,quinta-Feira,38,1
tarde,true,9,1,0,1,1,0,0,5.123774,0.550434,0,17,quinta-Feira,17,0
tarde,true,11,4,0,4,3,4,26,34.686462,3.726277,246,107,quinta-Feira,43,1
tarde,true,39,1,0,1,1,1,20,4.504895,0.48395,0,37,quinta-Feira,37,1
madrugada,true,1,1,0,1,1,0,0,4.194169,0.450564,0,16,quinta-Feira,16,1
madrugada,true,10,5,0,5,3,4,3,14.348083,1.541362,31,61,quinta-Feira,34,1
madrugada,true,9,6,0,6,1,5,24,27.402085,2.943688,11,119,quinta-Feira,51,1
madrugada,true,84,0,1,1,3,1,1332,0,0,0,0,quinta-Feira,0,1
noite,true,7,1,0,1,1,1,7,0,0,0,0,quarta-feira,0,1
manha,false,31,3,0,3,3,3,8,12.652257,1.359192,69,85,quarta-feira,42,1
manha,true,6,5,0,5,1,5,24,22.282545,2.393744,41,95,quarta-feira,42,1
madrugada,true,4,1,4,5,1,3,165,24.778806,2.661916,0,11,quarta-feira,11,0
madrugada,true,10,2,0,2,1,1,2,10.126406,1.087851,0,57,quarta-feira,41,0
manha,true,4,1,0,1,1,0,0,5.411525,0.581345,0,16,terca-feira,16,0
madrugada,true,25,2,1,3,1,2,17,14.401112,1.538908,0,75,terca-feira,48,1
madrugada,true,56,4,0,4,1,4,195,17.459707,1.865751,0,92,terca-feira,42,1
noite,true,7,3,0,4,1,2,3,14.556298,1.555491,0,40,segunda-feira,22,1
noite,true,55,0,0,0,0,0,0,0,0,0,0,segunda-feira,0,1
noite,true,11,3,0,3,5,3,196,31.593304,3.376072,0,61,segunda-feira,40,1
noite,false,10,1,0,1,1,0,0,4.346555,0.464475,0,48,segunda-feira,48,1
manha,true,104,2,0,2,5,2,6,3.619187,0.386748,93,34,segunda-feira,34,1
madrugada,true,62,2,0,2,1,1,0,9.650464,1.031258,11,52,segunda-feira,48,1
noite,true,8,2,0,2,1,2,29,9.583766,1.024145,1,24,domingo,21,1
noite,false,11,5,0,5,6,5,8,25.950441,2.773129,16,95,domingo,40,1
tarde,true,8,2,0,2,2,2,15,13.409489,1.43297,51,28,domingo,26,1
noite,true,65,2,0,2,1,2,16,9.081171,0.970654,0,39,sabado,39,1
noite,true,24,1,0,1,1,1,8,4.047027,0.432572,0,30,sabado,30,1
noite,false,55,1,0,1,1,1,0,4.431445,0.473661,45,26,sabado,26,1
noite,true,5,1,0,1,1,1,0,4.061176,0.434083,4,8,sabado,8,1
madrugada,true,77,3,0,3,1,3,4,0,0,27,0,sabado,0,1
madrugada,true,12,3,0,3,1,3,52,13.094588,1.39932,97,82,sabado,40,1
noite,true,7,1,0,1,1,1,15,4.306604,0.460316,0,29,sexta-feira,29,1
noite,true,18,1,0,1,3,1,290,13.560206,1.449396,0,33,quinta-Feira,33,0
noite,false,5,1,0,1,1,1,2,4.85057,0.518458,0,32,quinta-Feira,32,0
tarde,true,7,2,0,2,1,1,0,9.474937,1.012738,104,48,quinta-Feira,34,0
tarde,true,21,1,0,1,2,1,101,9.373493,1.001895,0,38,quinta-Feira,38,1
manha,false,38,1,0,1,1,1,2,4.805741,0.513666,0,33,quinta-Feira,33,1
noite,true,8,1,0,1,1,1,3,4.611363,0.492891,0,38,quarta-feira,38,1
noite,true,7,1,0,1,1,1,10,4.473109,0.478113,0,38,quarta-feira,38,1
tarde,true,17,1,0,1,1,1,14,4.087991,0.436949,0,37,quarta-feira,37,1
manha,false,44,1,0,1,1,1,0,4.37553,0.467683,40,26,quarta-feira,26,0
madrugada,false,10,2,0,2,1,1,2,9.334197,1.002619,0,3,quarta-feira,3,1
tarde,true,10,2,0,2,1,2,19,9.510362,1.021541,0,7,terca-feira,6,1
tarde,true,8,1,0,1,1,1,26,4.9171,0.528179,0,6,terca-feira,6,1
tarde,true,13,1,0,1,1,1,6,4.609911,0.495309,0,3,terca-feira,3,1
tarde,true,6,4,0,4,1,4,38,16.946664,1.820787,30,95,terca-feira,42,1
noite,true,5,4,0,4,1,4,79,19.863732,2.135701,36,37,segunda-feira,31,1
noite,false,12,1,0,1,1,0,0,5.000173,0.537607,0,14,segunda-feira,14,1
tarde,true,5,1,0,1,1,0,0,4.669295,0.502031,0,50,segunda-feira,50,1
manha,true,62,8,19,40,10,11,678,232.045561,24.948985,203,70,segunda-feira,50,1
madrugada,true,45,4,3,7,4,3,5,29.150984,3.134244,0,84,segunda-feira,50,0
madrugada,true,36,0,0,0,1,1,7,0,0,0,0,segunda-feira,0,1
noite,false,17,5,0,5,1,1,30,22.663573,2.436733,0,17,domingo,12,1
tarde,false,24,8,3,12,2,1,42,96.950213,10.52599,0,20,domingo,11,1
tarde,false,26,5,1,6,1,1,36,27.360117,2.985312,0,43,domingo,31,1
manha,true,35,4,0,4,4,4,653,13.730401,1.498149,37,65,domingo,41,1
madrugada,true,10,1,0,1,1,1,2,3.910694,0.426679,0,20,domingo,20,1
madrugada,true,6,3,0,3,2,2,94,29.049995,3.169512,0,35,domingo,20,1
madrugada,true,41,1,0,1,1,1,0,4.2661,0.465455,32,25,domingo,25,0
madrugada,true,3,5,1,6,6,6,748,50.793932,5.541893,8,90,domingo,42,1
tarde,true,10,4,0,4,1,4,5,18.493251,2.035687,12,54,sabado,39,1
madrugada,true,22,3,0,3,4,3,12,9.092964,1.000929,2,1,sabado,1,1
madrugada,true,29,6,0,6,7,5,754,66.175101,7.284398,29,133,sabado,49,1
madrugada,true,7,1,0,1,1,1,13,4.658102,0.512753,0,30,sabado,30,1
madrugada,true,6,1,0,1,1,1,0,4.573953,0.511038,7,12,sabado,12,0
noite,true,6,1,1,2,1,2,2,9.397133,1.055052,0,2,sexta-feira,2,1
tarde,true,33,3,0,3,4,2,445,30.367634,3.409492,0,96,sexta-feira,49,1
manha,true,46,1,0,1,1,1,62,4.622843,0.52194,0,28,sexta-feira,28,1
madrugada,true,15,1,0,1,1,1,0,4.469983,0.504771,247,2,sexta-feira,2,1
madrugada,true,8,1,0,1,1,1,6,5.059249,0.571313,0,19,sexta-feira,19,1
madrugada,false,6,1,0,1,2,1,4,10.204093,1.152292,0,19,sexta-feira,19,0
madrugada,true,2,1,0,1,1,1,9,4.959704,0.560075,0,19,sexta-feira,19,0
noite,true,6,1,0,1,1,1,0,4.479842,0.505887,6,12,quinta-Feira,12,0
noite,false,17,5,1,6,2,4,62,53.853768,6.081443,0,28,quinta-Feira,12,1
tarde,false,19,2,0,2,2,2,24,8.628816,0.979233,28,46,quinta-Feira,31,1
manha,true,36,1,0,1,6,1,834,4.881654,0.55399,0,38,quinta-Feira,38,1
manha,true,7,3,0,3,2,2,94,28.561321,3.241254,8,51,quinta-Feira,31,1
manha,true,23,1,0,1,1,1,10,5.090949,0.577735,0,28,quinta-Feira,28,1
madrugada,true,10,1,0,1,2,0,0,9.977276,1.155196,0,10,quinta-Feira,10,1
madrugada,true,20,4,2,6,4,4,1224,74.927466,8.675304,28,65,quinta-Feira,47,1
noite,true,10,1,0,2,1,2,53,4.696268,0.540796,0,5,quarta-feira,4,1
tarde,true,10,5,0,6,4,5,884,92.023975,10.540108,0,116,quarta-feira,45,1
tarde,true,26,14,0,15,4,13,764,166.229035,19.038419,0,163,quarta-feira,45,1
tarde,true,4,2,0,2,1,1,12,9.068171,1.038589,0,66,quarta-feira,45,1
manha,true,32,1,0,1,3,1,137,4.760162,0.545187,0,26,quarta-feira,26,1
manha,true,74,3,0,3,4,3,236,18.595866,2.129808,22,61,quarta-feira,36,1
madrugada,true,7,2,0,2,4,1,233,34.445337,3.945067,0,40,quarta-feira,38,0
madrugada,true,16,3,0,3,1,3,34,13.530642,1.549681,0,43,quarta-feira,26,1
madrugada,true,28,3,0,3,1,3,117,14.096975,1.614544,22,61,quarta-feira,36,1
noite,true,17,2,0,2,4,1,71,34.710517,3.975439,0,69,terca-feira,45,0
noite,true,65,4,0,4,2,4,323,18.823355,2.155744,42,73,terca-feira,36,0
tarde,false,19,1,0,1,1,1,0,4.456612,0.510372,12,30,terca-feira,30,0
manha,true,19,4,0,4,8,4,1693,18.704608,2.140798,133,72,terca-feira,36,1
madrugada,true,76,3,2,5,4,5,0,17.635107,2.018391,835,2,terca-feira,2,1
noite,true,6,1,1,2,1,2,9,9.689811,1.109028,0,4,segunda-feira,4,0
noite,false,35,19,0,19,3,18,86,161.4363,18.476867,642,126,segunda-feira,37,1
noite,true,28,0,0,0,3,1,0,0,0,266,0,segunda-feira,0,1
manha,true,6,4,0,4,1,4,21,18.752638,2.145953,20,74,segunda-feira,38,0
manha,false,6,7,0,7,1,7,355,33.695808,3.855971,0,84,segunda-feira,38,1
manha,true,42,1,0,1,2,1,324,4.95599,0.567137,0,28,segunda-feira,28,1
madrugada,true,5,21,0,21,2,20,7,92.549945,10.590929,42,87,segunda-feira,29,1
madrugada,false,16,1,0,1,1,1,18,4.254316,0.486842,0,32,domingo,32,0
madrugada,false,9,4,0,4,1,0,0,18.155384,2.077734,0,13,domingo,10,1
tarde,false,33,5,0,5,1,1,2,23.57364,2.6978,0,12,sabado,8,0
tarde,true,11,1,1,3,3,2,235,29.724501,3.403943,0,46,sabado,44,1
manha,true,13,2,0,2,1,2,13,10.047086,1.150557,0,16,sabado,11,1
madrugada,true,15,3,0,3,1,3,8,0,0,167,0,sabado,0,0
noite,true,7,6,11,21,11,14,582,80.30155,9.392839,498,45,sexta-feira,43,1
tarde,true,6,2,0,3,1,1,23,9.467106,1.107363,0,48,sexta-feira,43,0
madrugada,true,32,1,0,1,1,1,2,4.830157,0.564982,0,5,sexta-feira,5,1
madrugada,true,7,6,4,10,2,5,144,95.075253,11.120913,154,59,sexta-feira,43,1
madrugada,false,19,1,0,1,1,1,2,4.840415,0.566181,0,5,sexta-feira,5,0
madrugada,true,24,2,0,2,3,1,529,9.646134,1.12798,0,28,sexta-feira,28,1
madrugada,false,12,1,0,1,1,1,2,4.514167,0.530669,0,2,sexta-feira,2,1
noite,false,8,3,1,5,1,0,0,18.720187,2.200677,0,9,quinta-Feira,8,1
noite,true,7,1,0,1,1,0,0,4.26891,0.501839,0,9,quinta-Feira,9,0
tarde,true,10,1,0,1,1,1,8,5.202552,0.611594,0,1,quinta-Feira,1,1
madrugada,false,19,1,0,1,1,1,4,4.489096,0.689684,0,7,quarta-feira,7,1
madrugada,false,52,2,1,3,1,2,13,13.692787,2.103697,0,44,terca-feira,42,0
noite,true,7,2,3,5,1,1,26,0,0,0,0,segunda-feira,0,1
noite,true,15,7,3,10,12,9,5547,362.465924,55.688697,4172,105,segunda-feira,37,1
madrugada,true,105,3,0,3,10,3,439,35.344392,5.430152,106,43,quarta-feira,33,1
noite,true,33,3,0,3,2,3,156,14.085416,2.278822,0,53,terca-feira,34,0
noite,true,23,5,1,6,1,5,112,0,0,10,0,terca-feira,0,1
noite,false,31,10,0,10,10,9,992,83.104932,13.154168,452,148,domingo,42,0
madrugada,false,73,1,0,1,1,1,20,5.016474,0.992387,0,8,terca-feira,8,0
