@relation 'Nancy-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,6,2,1,15,8,11,12,10,36,17,18,5,21,14,53'

@attribute num_commits numeric
@attribute description_length numeric
@attribute created_at_day_turn {tarde,noite,madrugada,manha}
@attribute created_at_week_day {terca-feira,segunda-feira,quarta-feira,sexta-feira,domingo,quinta-Feira,sabado}
@attribute src_churn numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute files_modified numeric
@attribute requester {jchannon,khellang,thecodejunkie,akoeplinger,hwqdt,phillip-haydon,jasonmead,feeeper,stuart-bennett,SonnevilleJ,xt0rted,Yantrio,grumpydev,uliian,Liversage,EasyAsABC123,06b,damianh,dwonisch,aryelfnd,jeffthiele-iq,jonathanfoster,onliner10,phoenixx,asbjornu,richardprice,DavidLievrouw,horsdal,mikle111,jongleur1983,jlennox,joebuschmann,duszekmestre,ayoung,danielmue,bsommardahl,felipeleusin,samal84,lijunle,gitter-badger,rudygt,AIexandr,anton-gogolev,wtilton,dbent,taharrison,AdamFinley,sroylance,Crisfole,VictorTomaili,tparnell8,jvandertil,awec,oskar,hmemcpy,kobi,cchrisman,danbarua,jbattermann,shiftbot,hlesesne,etishor,scottcarr,ranjitCatchinUp,loftum,DarthWalsh,Tsingbo-Kooboo,adamhathcock,johnduhart,onatm,bendetat,ClemPi,ptomasroos,khalidsalomao,Kibele,albertjan,mtharrington,PureKrome,sloncho,devcrafting,Corstiaan84,sschlesier,jayharris,omeaart,kthompson,IngvarKofoed,yannisgu,nathanmarlor,canton7,wilhen01,solyutor,AnthonySteele,jeff-pang,jjchiw,Jevonius,mat-mcloughlin,Novakov,amityagov,rasmus-beck,Hihaj,pdoh00,StephenFriend,ExUltima,jugglingnutcase,aharin,paulsuart,logiclrd,DavidHoerster,icelorrio,kzhen,nerdfury,mloenow,DarrellMozingo,jtroe,jeffdoolittle,washcroft,tpluscode,acorkery,robertbeal,provegard,csainty,wallymathieu,liddellj,stanislavromanov,philjones88,rcknight,dot-i,stabbylambda,detroitpro,despertargz,Adalyat,frankradocaj,DavidKarlas,scottt732,jbonhag,zippy1981,williambogaiv,CumpsD,tempaccount0,lukesmith,fliiiix,FredrikL,jfis,MCord,raurfang,steenhulthin,marcusoftnet,rogeralsing,anilanar,omockler,TheFastCat,SimonCropp,adamralph,davidalpert,Deadarius,btompkins,DavidChristiansen,brianwigfield,emilianionascu,wasabii,justinvp,sirbadger,ferretallica,mattilaj,haf,DevAtWork,czb,Willmo36,prabirshrestha,MattsGitCode,johnsimons,dragan,thefringeninja,danielporfirio,salaerts,kekekeks,thecopy,whatknott,Invizory,rlipscombe,yojimbo87,JoelHT-Landmark,grahamrhay,kppullin,smithjacobj,erdomke,mike-ward,half-ogre,davepermen,pwain,andreichuk,majimenezp,bwatts,kevfromireland,mjamin,dariusdamalakas,jar349,adamclerk,franhoey,EKibort,timplourde,dchrno,tischlda,jhovgaard,MichaelAz,chrisdavies,danhaller,Dashue,garethrhughes,ChrisBrandhorst,shytikov,RoyJacobs,synhershko,codeprogression,ehanneken,luuksommers,inTagger,kayone,rhwy,emilcardell,palsson,laazyj,maxwe789,alexanderbeletsky,emertechie,webdkmfs,alanta,somedave,tylerburd,GregBrant,blackjable,PaulECoyote,runesoerensen,logicbomb,kleinron,RobertTheGrey,larsw,skinny,yadazula,serbajlo,jfabre,dlineberger,squidge,thinkbeforecoding,nicolasgarfinkiel,frankgeerlings,Fax,loudej,occ,Jeej,vbedegi,paultyng,denkhaus,craiggwilson,hfjallemark,BenHall,nolanw,mbettex,fschwiet,huyderman,rodrigoi,bvanderveen,CedricYao,ant512,kouphax,ChrisMH,t3hc13h,superlogical,factormystic,rspacjer,juanfranblanco,rguerreiro,nathanpalmer,stanhua,markrendle,jschmid,chrisnicola,carlokok,lhaussknecht,jscoles,gbanister,leoduran,andypike,duncansmart,gatapia,pcibraro,jfromaniello,hgarcia,patrik-hagne,GraemeF,tombell,Mpdreamz,ToJans,cryophobia,thedersen,hongymagic,avlasova,mmozuras,khalidabuhakmeh}
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute intra_branch {false,true}
@attribute hotness numeric
@attribute other_files numeric
@attribute status {0,1}

@data
1,62,tarde,quarta-feira,48,0,9,9,9,DevAtWork,38.842308,0.65389,false,0,0,1
5,14,manha,segunda-feira,43,0,2,2,2,damianh,18.762217,0.317869,false,0.101266,0,1
1,6,manha,quinta-Feira,9,0,1,1,1,thecodejunkie,4.428332,0.075026,false,0,0,1
1,6,manha,segunda-feira,36,0,2,2,2,jchannon,8.87353,0.150343,false,0,0,1
1,43,noite,sabado,666,8,12,4,4,mat-mcloughlin,52.052614,0.881918,false,0,7,1
1,12,manha,sexta-feira,2,0,1,1,1,czb,4.825599,0.081759,false,0,0,1
7,6,tarde,quinta-Feira,378,3,14,11,11,albertjan,64.77499,1.097469,false,0.011364,3,1
4,78,manha,quinta-Feira,380,2,9,7,7,liddellj,36.201478,0.613354,false,0,2,1
3,145,noite,terca-feira,1466,2,15,14,13,khellang,125.494569,2.126228,false,0.090909,1,0
1,2,tarde,quinta-Feira,4,0,1,1,1,Willmo36,4.732983,0.08019,false,0,0,1
1,40,tarde,quarta-feira,2,0,37,1,37,prabirshrestha,184.04061,3.118161,false,0,36,1
1,6,tarde,terca-feira,0,5,14,0,4,SimonCropp,0,0,false,0,14,0
8,48,tarde,segunda-feira,156,0,2,2,2,khellang,18.132879,0.307222,false,0.089888,0,1
25,27,madrugada,domingo,840,4,23,17,19,damianh,260.565609,4.414708,false,0.022472,4,1
1,45,noite,sabado,82,1,5,4,4,thecodejunkie,22.696349,0.384539,false,0,1,1
2,67,tarde,sexta-feira,31,0,1,1,1,liddellj,4.439359,0.075215,false,0.098901,0,1
1,58,manha,sexta-feira,15,0,1,1,1,liddellj,4.45425,0.075467,false,0.098901,0,1
1,31,tarde,quinta-Feira,3,0,1,1,1,marcusoftnet,4.586103,0.077701,false,0,0,1
4,50,manha,quarta-feira,118,3,12,7,6,thecodejunkie,39.856991,0.675287,false,0,2,1
1,21,madrugada,terca-feira,26,0,2,2,2,MattsGitCode,7.834348,0.132735,false,0,0,1
1,11,noite,sabado,857,0,9,4,1,damianh,0,0,false,0,5,1
0,14,noite,quinta-Feira,0,0,0,0,0,thecodejunkie,0,0,false,0,0,1
1,13,tarde,quinta-Feira,0,0,1,0,1,damianh,0,0,false,0,1,1
20,28,manha,sexta-feira,570,4,79,18,45,damianh,18.4438,0.30052,false,0.054795,67,1
1,22,tarde,quinta-Feira,61,0,3,3,3,thecodejunkie,13.268392,0.216193,false,125,0,1
2,8,tarde,quinta-Feira,34,0,4,4,4,thecodejunkie,23.001155,0.374777,false,0.041667,0,1
4,23,manha,quinta-Feira,222,0,4,4,4,thecodejunkie,40.269256,0.65614,false,0.041096,0,1
1,5,madrugada,quinta-Feira,4,0,1,1,1,johnsimons,4.217084,0.068712,false,0.097222,0,1
1,31,noite,segunda-feira,2,0,1,1,1,dragan,5.13942,0.083741,false,0.039474,0,0
8,59,noite,segunda-feira,152,3,12,8,9,thefringeninja,37.04459,0.603598,false,0.065789,3,1
2,14,madrugada,sexta-feira,46,0,3,2,3,danielporfirio,13.648813,0.222391,false,0,1,1
5,199,madrugada,sexta-feira,44,1,6,3,4,salaerts,41.15962,0.670647,false,0,2,0
1,96,tarde,segunda-feira,37,0,3,3,3,rasmus-beck,13.066936,0.212914,false,0.068493,0,1
28,256,noite,domingo,2802,11,27,19,12,lukesmith,374.431086,6.101023,false,0,3,1
2,51,manha,sexta-feira,78,0,2,2,2,kekekeks,8.661921,0.141138,false,0.066667,0,1
2,6,noite,quarta-feira,16,0,2,1,2,jchannon,19.00435,0.309659,false,0.027027,1,1
2,16,manha,quarta-feira,37,0,2,2,2,thecopy,9.452482,0.154017,false,0.09589,0,0
3,26,noite,terca-feira,16,0,2,2,2,whatknott,4.643137,0.075654,false,0,0,1
1,38,tarde,terca-feira,35,0,2,2,2,thecopy,8.906281,0.145117,false,0.014286,0,1
2,74,tarde,terca-feira,36,0,2,2,2,thecopy,8.795571,0.143313,false,0.014286,0,1
14,27,tarde,segunda-feira,606,1,7,5,5,albertjan,54.61679,0.889914,false,0.070423,1,1
60,111,noite,quinta-Feira,3794,12,69,51,53,grumpydev,615.908774,10.367111,false,0,12,1
3,28,tarde,segunda-feira,8,0,3,3,3,Invizory,8.573088,0.144407,false,0.0625,0,1
5,18,tarde,segunda-feira,225,0,2,2,2,albertjan,19.075086,0.321306,false,0.140625,0,1
2,172,noite,sexta-feira,89,0,1,1,1,marcusoftnet,4.817928,0.081154,false,0.134328,0,1
1,30,manha,sexta-feira,16,0,2,2,2,rlipscombe,9.126676,0.153732,false,0,0,1
2,20,manha,sexta-feira,32,0,2,2,2,rlipscombe,9.336801,0.157272,false,0,0,1
1,11,noite,quinta-Feira,4,0,2,2,2,jugglingnutcase,8.784368,0.147966,false,0.044776,0,1
6,179,noite,quinta-Feira,99,1,5,3,4,jugglingnutcase,14.211278,0.239379,false,0.029851,1,1
1,7,tarde,quinta-Feira,7,0,1,1,1,yojimbo87,4.567877,0.076943,false,0.227273,0,1
1,8,madrugada,domingo,36,0,2,2,2,thecodejunkie,8.486925,0.142956,false,0.072464,0,1
12,37,tarde,quarta-feira,719,2,11,7,9,jchannon,42.967133,0.730591,false,0.044776,2,1
8,35,manha,quarta-feira,464,6,22,16,16,grumpydev,77.398957,1.316051,false,0,3,1
1,7,manha,terca-feira,0,7,34,0,25,adamralph,130.414307,2.217497,false,0,34,1
1,17,madrugada,sabado,873,0,7,7,7,thecodejunkie,31.971753,0.543654,false,0,0,1
1,26,manha,quarta-feira,58,0,2,2,2,grumpydev,9.479807,0.161202,false,0.055556,0,1
1,16,tarde,domingo,10,0,1,1,1,grumpydev,0,0,false,0,0,1
11,46,noite,sexta-feira,457,5,26,23,16,damianh,167.698956,2.856135,false,0,19,1
2,112,tarde,sexta-feira,148,1,4,2,3,JoelHT-Landmark,13.966666,0.237867,false,0.057143,1,1
2,7,tarde,segunda-feira,27,0,2,2,2,adamralph,7.994462,0.136261,false,0.217949,0,1
1,10,tarde,segunda-feira,37,1,4,3,3,grumpydev,18.665845,0.318389,false,0,1,1
1,44,tarde,segunda-feira,53,0,1,1,1,grumpydev,4.413564,0.075283,false,0.026667,0,1
1,61,tarde,sexta-feira,5,0,1,1,1,albertjan,4.413722,0.075858,false,0.104478,0,1
1,11,noite,quinta-Feira,7,0,1,1,1,adamralph,4.655972,0.080022,false,0,0,1
2,88,madrugada,domingo,49,0,2,2,2,thefringeninja,9.072724,0.155933,false,0.028986,0,1
1,54,tarde,sexta-feira,8,0,1,1,1,grumpydev,4.086512,0.070235,false,0.132353,0,1
2,71,noite,quarta-feira,67,1,4,2,3,omeaart,13.987575,0.240405,false,0.092308,1,1
3,2,tarde,quarta-feira,12,0,5,5,5,jugglingnutcase,21.690463,0.372795,false,0.061538,0,1
4,39,noite,segunda-feira,1162,0,3,3,3,dot-i,27.962467,0.480592,false,0.060606,0,1
6,44,noite,quinta-Feira,219,1,5,4,4,jugglingnutcase,4.56119,0.078393,false,0,1,1
1,29,tarde,quinta-Feira,12,0,5,5,5,jugglingnutcase,21.370029,0.367287,false,0.030769,0,1
10,28,noite,terca-feira,250,5,13,6,8,tpluscode,64.565835,1.109695,false,0,5,1
58,39,tarde,domingo,1136,6,42,36,36,dot-i,289.938974,4.983189,false,0,2,1
1,9,tarde,sexta-feira,8,7,11,2,4,grahamrhay,28.6325,0.492108,false,0,9,0
0,18,manha,sexta-feira,0,0,0,0,0,phillip-haydon,0,0,false,0,0,1
0,51,manha,sexta-feira,0,0,0,0,0,kppullin,0,0,false,0,0,1
18,100,tarde,quinta-Feira,427,2,14,13,12,phillip-haydon,59.796584,1.027731,false,0,1,1
2,99,manha,quinta-Feira,34,0,1,1,1,albertjan,9.441742,0.162276,false,0.031746,0,1
2,43,manha,quinta-Feira,32,0,2,2,2,albertjan,8.752209,0.150425,false,0,0,1
1,81,tarde,terca-feira,6,0,1,1,1,phillip-haydon,4.48283,0.077047,false,0.074627,0,1
1,121,tarde,terca-feira,21,0,1,1,1,phillip-haydon,4.225309,0.072621,false,0,0,1
2,47,tarde,segunda-feira,17,0,1,1,1,smithjacobj,4.351707,0.074793,false,0.042857,0,1
6,7,manha,segunda-feira,162,0,5,5,5,albertjan,9.032728,0.155246,false,0,0,1
2,23,madrugada,domingo,38,0,2,2,2,erdomke,4.06549,0.069874,false,0.036697,0,1
3,98,tarde,sabado,411,0,2,2,2,adamralph,17.312832,0.297557,false,0.088496,0,0
1,43,tarde,terca-feira,9235,0,657,657,657,damianh,1342.707841,23.077528,false,0,0,0
7,19,tarde,quinta-Feira,31,0,4,4,4,damianh,13.733499,0.23604,false,0,0,1
1,82,manha,quinta-Feira,19,0,1,1,1,thecodejunkie,3.922129,0.06741,false,0,0,1
6,38,tarde,terca-feira,770,0,4,4,4,albertjan,58.817599,1.010907,false,0.009852,0,1
3,22,tarde,segunda-feira,54,0,2,2,2,jugglingnutcase,13.522829,0.232419,false,0.014851,0,1
1,26,noite,domingo,70,0,2,2,2,mike-ward,8.628305,0.148296,false,0.024752,0,1
12,252,noite,sexta-feira,579,19,33,25,13,half-ogre,246.336029,4.233816,false,0,6,0
8,61,noite,quinta-Feira,175,0,3,3,3,jchannon,50.666147,0.870807,false,0,0,1
1,7,tarde,segunda-feira,9,0,1,1,1,thecodejunkie,4.162781,0.071545,false,0,0,1
1,4,noite,sexta-feira,10,0,1,1,1,thecodejunkie,4.416547,0.075906,false,0.064935,0,1
1,26,tarde,terca-feira,273,2,8,7,6,thecodejunkie,37.325584,0.644327,false,0.008696,1,1
2,10,tarde,segunda-feira,8,0,2,2,2,phillip-haydon,9.338933,0.161212,false,0.026201,0,1
8,35,madrugada,segunda-feira,112,3,7,3,4,davepermen,17.899637,0.30899,false,0,1,1
1,45,madrugada,segunda-feira,82,3,3,3,0,davepermen,13.28787,0.22938,false,0,0,0
1,48,manha,domingo,13,1,4,2,3,pwain,17.551237,0.302974,false,0.008811,1,1
1,18,tarde,sabado,6,0,1,1,1,thecodejunkie,4.563646,0.078779,false,0.017621,0,1
1,9,tarde,quinta-Feira,6,0,1,1,1,andreichuk,4.324375,0.074649,false,0.066079,0,1
1,6,manha,quinta-Feira,4,0,1,1,1,thecodejunkie,4.402164,0.075991,false,0.0837,0,1
1,33,tarde,quarta-feira,20,0,9,9,9,phillip-haydon,38.737233,0.668692,false,0.017621,0,1
1,10,madrugada,domingo,43,0,2,2,2,jchannon,9.065243,0.156632,false,0.013333,0,1
1,127,tarde,sabado,2,0,1,1,1,phillip-haydon,4.323787,0.074708,false,0.017937,0,1
6,71,tarde,sabado,3015,35,52,13,15,damianh,150.922065,2.60769,false,0,39,1
2,257,tarde,sexta-feira,0,1,2,0,1,damianh,0,0,false,0,1,1
4,65,tarde,quinta-Feira,173,2,7,5,5,grumpydev,40.904001,0.70788,false,0.013274,2,1
1,9,tarde,quarta-feira,191,1,5,4,4,albertjan,0,0,false,0,1,1
7,65,tarde,quarta-feira,146,1,7,7,6,phillip-haydon,27.18633,0.471537,false,0.022124,1,1
1,23,tarde,terca-feira,3,0,1,1,1,jugglingnutcase,4.747738,0.082348,false,0.061674,0,1
5,12,tarde,terca-feira,420,1,6,3,5,thecodejunkie,26.207994,0.454568,false,0,2,1
1,4,noite,segunda-feira,4,0,1,1,1,jugglingnutcase,4.667548,0.080957,false,0.017857,0,1
0,10,noite,segunda-feira,0,0,0,0,0,jugglingnutcase,0,0,false,0,0,0
1,13,tarde,sexta-feira,0,0,42,0,32,thecodejunkie,161.773194,2.778468,false,0,42,1
1,78,madrugada,sexta-feira,23,0,1,1,1,majimenezp,4.015335,0.068963,false,0.057778,0,1
1,6,tarde,quinta-Feira,2,0,1,1,1,thecodejunkie,5.053745,0.086798,false,0.084444,0,1
1,18,tarde,quinta-Feira,0,0,1,0,1,jchannon,0,0,false,0,1,1
4,81,madrugada,quinta-Feira,79,0,2,2,2,bwatts,13.727945,0.246382,false,0.022124,0,1
1,47,tarde,quarta-feira,0,1,7,0,5,damianh,24.997488,0.448638,false,0.008368,9,1
2,9,tarde,quarta-feira,33,0,1,1,1,jchannon,4.428967,0.079488,false,0,0,1
40,16,noite,terca-feira,2739,63,101,31,24,jchannon,476.384716,8.549826,false,0,25,1
7,31,tarde,segunda-feira,122,0,7,6,7,albertjan,0,0,false,0,1,1
2,48,tarde,segunda-feira,21,0,1,1,1,thecodejunkie,8.626881,0.154836,false,0.05042,0,1
5,54,tarde,sabado,276,0,4,4,4,provegard,45.323104,0.813462,false,0,0,1
2,24,madrugada,sexta-feira,7,0,2,2,2,jchannon,9.309643,0.16709,false,0.077869,0,0
1,7,noite,terca-feira,4,0,1,1,1,jchannon,0,0,false,0,0,1
1,15,noite,terca-feira,0,0,1,0,1,jchannon,4.246373,0.076214,false,0,0,1
86,39,tarde,terca-feira,5397,54,98,31,31,jchannon,269.734537,4.841215,false,0,21,1
6,55,noite,segunda-feira,226,0,2,2,2,kevfromireland,8.284914,0.148704,false,0.080972,0,1
1,23,tarde,segunda-feira,50,0,3,3,3,mjamin,13.663596,0.245245,false,8,0,1
1,10,tarde,segunda-feira,11,0,1,1,1,dariusdamalakas,5.221078,0.093712,false,0.068273,0,1
1,9,tarde,sabado,2,0,1,1,1,mjamin,4.707749,0.084498,false,0.032609,0,1
2,44,manha,sabado,4,0,1,1,1,jar349,4.546093,0.081597,false,0.028986,0,1
0,16,noite,terca-feira,0,0,0,0,0,damianh,0,0,false,0,0,1
1,27,noite,quinta-Feira,6,0,1,1,1,adamclerk,4.714117,0.084612,false,0.066202,0,1
1,36,tarde,domingo,46,1,4,3,3,lukesmith,18.781908,0.33741,false,0.059441,1,1
1,55,madrugada,sexta-feira,6,0,1,1,1,jjchiw,3.754515,0.067821,false,0,0,0
1,23,noite,quinta-Feira,44,2,5,4,3,franhoey,22.734364,0.411346,false,0.014085,1,1
3,7,tarde,quinta-Feira,67,0,2,2,2,grumpydev,13.589215,0.245881,false,0.042705,0,1
2,67,tarde,quinta-Feira,15,0,1,1,1,EKibort,4.405257,0.079708,false,0.010676,0,1
1,118,manha,quinta-Feira,44,0,2,2,2,timplourde,9.111694,0.164864,false,0.028571,0,1
1,8,noite,quarta-feira,2,0,1,1,1,thecodejunkie,4.808944,0.087157,false,0.017986,0,1
7,52,tarde,quarta-feira,74,0,4,3,4,thecodejunkie,26.039895,0.471945,false,0.072202,1,1
2,39,madrugada,quarta-feira,85,0,3,3,3,adamclerk,13.62808,0.245981,false,0.01444,0,1
1,39,madrugada,quarta-feira,67,0,3,3,3,adamclerk,13.62808,0.245981,false,0.01444,0,0
12,81,noite,terca-feira,773,0,47,44,42,grumpydev,186.802044,3.3717,false,0.014493,3,1
1,20,madrugada,terca-feira,2,0,1,1,1,dchrno,4.193584,0.075694,false,0.070111,0,1
1,51,noite,segunda-feira,42,0,2,2,2,grumpydev,9.04681,0.163296,false,0.025926,0,1
1,10,noite,segunda-feira,20,0,2,2,2,grumpydev,8.646365,0.156067,false,0.022305,0,1
1,14,manha,segunda-feira,4,0,1,1,1,tischlda,4.218737,0.076148,false,0.007463,0,1
1,8,madrugada,domingo,46,0,4,4,4,thecodejunkie,18.544042,0.336068,false,0,0,1
1,74,tarde,sabado,8,0,3,3,3,grumpydev,13.855749,0.251104,false,0.030189,1,1
15,241,noite,sexta-feira,2883,17,46,29,29,grumpydev,275.845507,5.066254,false,0,1,1
1,5,noite,quinta-Feira,4,0,1,1,1,grumpydev,4.59587,0.084761,false,0.007782,0,1
1,53,tarde,quinta-Feira,60,0,3,3,3,grumpydev,13.794799,0.254414,false,0.007782,0,1
8,70,tarde,quinta-Feira,545,5,19,18,14,grumpydev,110.369161,2.035512,false,0.007782,3,1
4,34,tarde,quarta-feira,91,0,3,3,3,grumpydev,28.118491,0.518582,false,0,0,1
1,24,noite,terca-feira,2,0,1,1,1,grumpydev,4.585128,0.085124,false,0.055336,0,1
1,10,noite,terca-feira,13,0,1,1,1,grumpydev,4.526839,0.084042,false,0.007905,0,1
4,26,noite,terca-feira,193,8,12,3,4,grumpydev,49.023871,0.910144,false,0,8,1
5,12,noite,terca-feira,326,5,9,7,4,grahamrhay,12.9962,0.241279,false,0.007905,1,1
1,7,noite,terca-feira,46,2,7,5,5,damianh,32.278534,0.599261,false,0,2,1
1,32,tarde,terca-feira,45,0,1,1,1,phillip-haydon,3.645811,0.067685,false,56,0,1
2,73,madrugada,terca-feira,30,0,2,2,2,thecodejunkie,8.982372,0.16676,false,0.056225,0,1
1,6,tarde,segunda-feira,12,0,1,1,1,thecodejunkie,4.055184,0.075285,false,0.00813,0,1
2,10,tarde,segunda-feira,153,2,5,3,3,thecodejunkie,13.669501,0.255094,false,0.008333,2,1
1,6,tarde,segunda-feira,5,0,1,1,1,marcusoftnet,4.580453,0.085478,false,0,0,1
1,12,madrugada,domingo,2,0,1,1,1,jhovgaard,4.050838,0.075595,false,0.041494,0,1
22,402,noite,sexta-feira,1091,9,40,33,31,half-ogre,127.379243,2.364829,false,0.049587,5,0
2,6,tarde,sexta-feira,46,0,3,3,3,thecodejunkie,12.886323,0.24048,false,0.033195,0,1
1,27,madrugada,sexta-feira,16,1,2,1,1,MichaelAz,9.641309,0.179923,false,0.020747,1,0
6,15,tarde,quinta-Feira,413,4,13,10,9,thecodejunkie,23.061344,0.430362,false,0.024691,2,1
2,3,noite,quarta-feira,28,0,1,1,1,grumpydev,8.644924,0.161329,false,0.03719,0,1
2,21,noite,quarta-feira,100,3,9,6,6,grumpydev,42.973118,0.804042,false,0.008299,2,1
2,18,tarde,quarta-feira,73,0,3,3,3,marcusoftnet,13.342519,0.249643,false,0.016598,0,1
15,190,noite,terca-feira,590,0,11,11,11,grumpydev,122.410485,2.290343,false,0.045643,0,1
1,5,noite,terca-feira,2,0,1,1,1,thecodejunkie,4.770892,0.089631,false,0.079498,0,1
1,32,madrugada,terca-feira,17,0,1,1,1,chrisdavies,4.172408,0.078387,false,0.057522,0,0
6,48,noite,segunda-feira,90,4,9,6,5,grumpydev,23.636242,0.444056,false,0,1,0
25,10,noite,segunda-feira,1947,17,61,31,32,grumpydev,349.203437,6.560508,false,0,24,1
1,15,madrugada,segunda-feira,21,0,1,1,1,thecodejunkie,4.101281,0.077182,false,0.028846,0,1
1,3,madrugada,segunda-feira,41,0,1,1,1,thecodejunkie,4.58309,0.08625,false,0.057692,0,1
2,2,tarde,domingo,183,1,4,3,3,grumpydev,19.641483,0.369963,false,0.02451,1,1
6,146,tarde,domingo,1840,7,14,8,7,tischlda,72.093924,1.357947,false,0,2,1
2,45,manha,domingo,21,0,2,2,2,phillip-haydon,8.201457,0.154203,false,0.055276,0,1
19,194,tarde,sexta-feira,1618,3,44,35,36,grumpydev,283.360358,5.327701,false,0,4,1
1,34,tarde,terca-feira,3,0,1,1,1,marcusoftnet,4.430446,0.083301,false,0.010811,0,0
1,94,tarde,terca-feira,38,0,7,7,7,marcusoftnet,32.687842,0.614592,false,0.032432,0,0
1,44,tarde,terca-feira,17,0,1,1,1,marcusoftnet,4.303654,0.080917,false,0.102703,0,1
1,13,noite,segunda-feira,372,0,4,4,4,danhaller,18.088932,0.340105,false,0.04918,0,1
4,86,manha,segunda-feira,59,0,8,8,8,marcusoftnet,36.693736,0.68991,false,0.038462,0,1
1,39,madrugada,segunda-feira,50,0,3,3,3,Dashue,13.886464,0.261091,false,0.044199,0,1
2,37,noite,domingo,18,0,1,1,1,marcusoftnet,4.147076,0.077973,false,0.094972,0,0
3,44,noite,sabado,230,1,4,2,3,marcusoftnet,13.590031,0.255724,false,0.005747,1,1
1,18,tarde,sexta-feira,56,0,3,3,3,garethrhughes,12.972779,0.244109,false,0.024242,0,1
2,8,noite,quinta-Feira,10,0,2,2,2,grumpydev,13.527139,0.256826,false,0.064103,0,1
2,14,noite,quinta-Feira,8,0,2,2,2,AnthonySteele,13.412227,0.254645,false,0.019481,0,1
2,5,tarde,quinta-Feira,6,0,3,3,3,marcusoftnet,11.175872,0.212185,false,0.045752,0,1
2,8,manha,quinta-Feira,92,0,3,3,3,thecodejunkie,13.366513,0.253777,false,0,0,1
2,76,manha,domingo,14,0,1,1,1,phillip-haydon,4.241976,0.082077,false,0,0,1
1,25,tarde,sabado,0,0,1,0,1,ChrisBrandhorst,5.008428,0.096906,false,0.012658,1,1
7,64,noite,sexta-feira,281,21,31,6,8,grumpydev,92.519166,1.790121,false,0,18,1
4,48,madrugada,quarta-feira,220,0,4,4,4,tischlda,21.786702,0.421911,false,0,0,1
1,3,noite,terca-feira,53,0,2,2,2,grumpydev,9.259436,0.179314,false,0.039474,0,1
1,66,noite,terca-feira,14,0,2,2,2,grumpydev,8.967201,0.173655,false,0.046667,0,1
2,7,tarde,terca-feira,10,0,1,1,1,btompkins,4.556551,0.08824,false,0,0,1
17,43,noite,segunda-feira,2536,11,73,60,61,grumpydev,905.541825,17.551368,false,0,6,1
3,9,tarde,domingo,54,0,2,2,2,shytikov,13.501642,0.261691,false,0.050725,0,0
1,25,manha,sabado,137,1,3,2,2,grumpydev,13.756681,0.266634,false,0,1,1
1,13,noite,sexta-feira,4,0,1,1,1,jugglingnutcase,4.978224,0.096489,false,0.036232,0,1
1,28,noite,quarta-feira,29,0,3,3,3,thecodejunkie,13.293058,0.257649,false,0.047619,0,1
2,7,noite,terca-feira,0,0,2,0,2,damianh,9.455492,0.183268,false,0.012658,2,1
2,20,tarde,terca-feira,33,0,1,1,1,jchannon,4.379103,0.084877,false,0.018987,0,1
1,49,tarde,terca-feira,147,0,4,4,4,grumpydev,18.09256,0.350677,false,0,0,1
2,5,tarde,sexta-feira,0,0,2,0,2,thecodejunkie,10.663274,0.206679,false,0.054217,2,1
3,48,tarde,sexta-feira,151,1,9,9,7,thecodejunkie,46.377723,0.898891,false,0.03012,1,1
4,40,tarde,sexta-feira,104,0,5,5,5,grumpydev,34.849006,0.67544,false,0.005848,0,1
10,3,madrugada,sexta-feira,466,2,17,14,14,thecodejunkie,119.459798,2.323345,false,0.011173,4,1
1,20,noite,quinta-Feira,25,0,1,1,1,grumpydev,4.029214,0.078363,false,0,0,1
2,16,tarde,quinta-Feira,6,0,2,2,2,grumpydev,14.873195,0.290014,false,0.016129,0,1
3,17,noite,quarta-feira,506,7,10,2,3,RoyJacobs,76.033039,1.482576,false,0,4,1
2,9,noite,sabado,21,0,1,1,1,synhershko,4.593512,0.089569,false,0,0,1
