@relation 'okhttp-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,22,6,2,7,10,12,11,15,17,16,18,23,8,14,53'

@attribute requester {swankjesse,dave-r12,morder,mattlogan,nfuller,alexrwegener,NightlyNexus,reisub,JakeWharton,SpikeKing,mreichelt,nxtstep,franmontiel,chadbrubaker,lh62863,iNoles,gkimbwala,pforhan,tasomaniac,artem-zinnatullin,jgilfelt,ChristianBecker,topwu,moltak,austynmahoney,lburgazzoli,twbarber,cswzxly,yschimke,jonan,adstro,rburgst,TOdorus,SuriyaaKudoIsc,0xced,chaitanyajun12,rnauber,AhmedDaraz,alexeimoisseev,javedkansi,sunyal,timcooijmans,rfc2822,thest1,markhobson,ErikHellman,drorweiss,marenzo,iagreen,RasKasa,ansman,cketti,KENJU,felipecsl,JasperG,snodnipper,mgp,dmoneyUK,jwriteclub,vicmosin,pguilbot,MichaelEvans,minakov,halizton,gfx,duanhongyi,the4thfloor,GUIpsp,Wopple,pwerry,yegorius,peknudsen,Ponyets,deronbrown,alokmenghrajani,unguiculus,StephenBarlow,wjam,HugoGresse,nfukuzaki,circlespainter,ajwhite,kryali,quinnjn,kenmasumitsu,lalbuquerque,aried3r,hiddenmin,cy6erGn0m,adriancole,nashira,dmide,longbai,ipsi,busylee999,klyubin,mikevoyt,kboyarshinov,raggi,brennantaylor,jbornemann,joschi,alfishe,josketres,mruddy,marshallpierce,dcheckoway,yelinaung,tomxor,LaLiLuLeLo,davidschreiber,bendog24,mescortes,mpost,seato,DanGe42,baldur,dlubarov,tomrozb,lcolitti,hostinmars,westarle,BugsBunnyBR,fbiville,andrewgaul,mlc,MiguelLavigne,kkocel,lexer,anderius,indutny,robUx4,nmittler,ross,fizbin,goaway,rtyley,takke,adamsp,normanmaurer,marco-cova,intrications,lingmingyb,hwrdprkns,nacx,carck,pablolb,xiaobi625,JonWatson,rupertbates,everett-toews,desseim,aahlenst,romkavt,narayank,vmarko,menny,kriswuollett,kruton,candrews,edenman,orrc}
@attribute at_mentions_description numeric
@attribute description_length numeric
@attribute created_at_day_turn {manha,noite,tarde,madrugada}
@attribute num_commits numeric
@attribute files_modified numeric
@attribute src_files numeric
@attribute files_changed numeric
@attribute src_churn numeric
@attribute new_entropy numeric
@attribute test_churn numeric
@attribute entropy_diff numeric
@attribute at_mentions_comments numeric
@attribute files_added numeric
@attribute other_files numeric
@attribute status {0,1}

@data
adriancole,0,63,noite,2,3,3,3,116,29.850661,0,3.429442,3,0,0,1
adriancole,0,7,noite,1,3,3,3,2,14.179514,100,1.629055,0,0,0,1
adriancole,0,11,noite,1,8,8,8,31,38.500937,232,4.423534,0,0,0,1
adriancole,1,43,madrugada,1,3,3,3,22,13.483855,3,1.549214,0,0,0,1
adriancole,1,28,madrugada,1,2,2,2,5,9.255522,7,1.063405,0,0,0,1
adriancole,0,35,noite,2,11,14,13,1130,102.179078,1661,11.61023,1,0,0,1
JakeWharton,0,7,noite,2,16,15,16,72,150.595984,160,17.111663,0,0,1,1
robUx4,0,20,tarde,2,1,1,1,11,9.63525,0,1.113426,1,0,0,0
swankjesse,0,5,madrugada,2,7,7,7,82,47.20023,168,5.454344,0,0,0,1
nmittler,0,25,madrugada,1,4,4,4,8,19.092449,0,2.206275,2,0,0,1
JakeWharton,0,10,noite,2,2,2,2,18,14.108249,2,1.630298,0,0,0,1
JakeWharton,0,8,manha,1,2,2,2,22,8.759742,0,1.012244,1,0,0,1
adriancole,0,27,manha,1,1,2,3,93,14.087913,95,1.627948,0,2,1,1
swankjesse,0,27,manha,1,7,7,7,21,32.981986,110,3.811268,0,0,0,1
swankjesse,0,12,madrugada,1,3,3,3,39,14.473257,49,1.67245,0,0,0,1
swankjesse,0,28,madrugada,1,1,1,1,0,5.018009,12,0.579853,0,0,0,1
swankjesse,0,32,tarde,1,11,15,15,580,67.525283,51,7.89228,0,3,0,1
adriancole,0,26,noite,1,1,0,1,0,4.798183,0,0.560816,0,0,1,1
swankjesse,0,6,noite,1,4,4,4,39,18.88336,31,2.207139,0,0,0,1
swankjesse,0,6,tarde,1,3,4,4,145,14.596061,0,1.696348,0,0,0,1
swankjesse,0,6,tarde,1,4,4,4,20,19.280487,0,2.253556,0,0,0,1
JakeWharton,0,11,manha,1,1,1,1,8,4.565983,0,0.530658,0,0,0,1
JakeWharton,0,5,manha,1,6,6,6,18,27.836036,0,3.235103,0,0,0,1
JakeWharton,0,8,manha,1,1,1,1,3,4.591746,0,0.533653,0,0,0,1
JakeWharton,0,14,manha,1,8,16,8,57,37.105053,26,4.312348,0,0,1,1
JakeWharton,0,3,manha,1,1,1,1,4,4.78899,0,0.556576,0,0,0,1
swankjesse,0,4,madrugada,1,3,3,3,45,14.218797,0,1.652494,0,0,0,1
swankjesse,0,21,madrugada,1,6,6,6,148,28.874739,71,3.355792,0,0,0,1
swankjesse,0,40,noite,1,13,13,13,210,61.358586,89,7.174792,0,0,0,1
swankjesse,0,6,noite,1,11,11,11,100,51.608369,9,6.034739,0,0,0,1
swankjesse,0,6,noite,1,8,8,8,36,37.997488,16,4.443318,0,0,0,1
swankjesse,0,7,noite,1,1,1,1,35,4.986281,0,0.58305,0,0,0,1
swankjesse,0,15,noite,1,13,13,13,28,62.577615,20,7.317366,0,0,0,1
adriancole,0,171,manha,1,2,3,3,161,15.591311,140,1.823147,1,1,0,1
swankjesse,0,5,madrugada,1,6,6,6,24,28.507236,10,3.333025,0,0,0,1
swankjesse,0,6,madrugada,1,7,6,7,79,32.776205,33,3.832191,0,0,1,1
swankjesse,0,5,noite,1,1,1,1,5,4.833727,0,0.565153,1,0,0,1
swankjesse,0,21,noite,1,8,8,8,99,37.006959,3,4.326844,0,0,0,1
swankjesse,0,20,noite,1,3,3,3,36,13.832288,0,1.617224,0,0,0,1
swankjesse,0,20,noite,1,3,3,3,35,14.51963,2,1.697424,0,0,0,1
swankjesse,0,36,tarde,1,5,5,5,177,23.937812,0,2.798461,0,0,0,1
swankjesse,0,16,manha,1,12,12,12,127,55.715752,38,6.513766,0,0,0,1
swankjesse,0,41,madrugada,1,1,1,1,0,4.904398,24,0.573376,0,0,0,1
swankjesse,0,35,madrugada,1,1,1,1,0,5.008797,2,0.585581,0,0,0,1
swankjesse,0,7,madrugada,1,10,9,10,87,49.214968,152,5.753548,0,0,1,1
JakeWharton,0,8,noite,1,2,3,3,172,14.774371,167,1.737214,0,1,0,1
swankjesse,0,7,noite,1,11,10,11,131,52.868147,74,6.180629,0,0,1,1
JakeWharton,0,22,manha,1,4,4,4,136,19.798717,0,2.327923,0,0,0,1
adriancole,0,55,noite,1,2,2,2,3,9.6778,128,1.137917,1,0,0,1
swankjesse,0,8,tarde,1,1,1,1,0,4.732821,71,0.556486,0,0,0,1
adriancole,0,108,noite,1,14,20,16,527,73.320897,1640,8.623958,2,1,0,1
adriancole,0,47,manha,4,23,16,23,648,99.040584,260,9.933805,0,0,6,1
swankjesse,0,14,madrugada,1,2,2,2,2,9.634814,19,0.966362,0,0,0,1
swankjesse,0,14,madrugada,1,2,2,2,6,9.411737,18,0.943988,0,0,0,0
swankjesse,0,27,noite,2,24,50,54,5856,225.333105,4490,22.600682,0,0,4,1
ross,0,45,noite,1,2,2,2,6,9.239907,24,0.926753,0,0,0,0
fizbin,0,67,noite,2,2,2,2,17,14.744126,34,1.478821,0,0,0,0
goaway,0,11,noite,1,1,1,1,4,4.76621,0,0.480437,1,0,0,0
swankjesse,0,22,manha,3,7,8,8,114,108.166247,310,10.903227,0,1,0,1
nfuller,0,34,noite,1,2,2,2,34,9.765222,24,0.984254,0,0,0,1
swankjesse,0,4,madrugada,1,1,1,1,38,4.728112,0,0.476563,0,0,0,1
swankjesse,0,28,madrugada,1,4,4,4,78,18.231745,91,1.837643,1,0,0,1
swankjesse,0,22,madrugada,1,2,2,2,18,9.76549,20,0.984296,0,0,0,1
swankjesse,0,8,noite,1,1,2,2,6,9.80834,97,0.993575,0,1,0,1
swankjesse,0,43,noite,1,4,4,4,81,19.003039,52,1.924891,0,0,0,1
JakeWharton,1,26,madrugada,1,1,0,1,0,4.889808,0,0.495306,0,0,0,1
nfuller,0,203,noite,1,5,5,5,26,23.990797,79,2.430128,0,0,0,1
nfuller,0,40,noite,1,4,6,6,1185,29.318156,1193,2.999999,0,2,0,1
adriancole,1,100,noite,5,2,2,2,108,28.20142,102,2.885652,2,0,0,1
swankjesse,0,67,tarde,2,1,1,1,15,9.224025,0,0.94383,1,0,0,1
unguiculus,0,25,tarde,1,1,0,1,0,4.494797,0,0.459937,0,0,1,1
swankjesse,0,4,manha,2,3,3,3,249,28.548394,0,2.921229,0,0,0,1
adriancole,0,6,manha,1,1,1,1,0,4.793785,2,0.490526,0,0,0,1
swankjesse,0,6,manha,2,0,1,1,0,5.04905,72,0.554849,0,1,0,0
swankjesse,0,2,manha,1,1,1,3,141,14.122657,0,1.460003,0,2,2,1
swankjesse,0,29,madrugada,2,2,2,2,4,18.940525,32,1.958073,0,0,0,1
swankjesse,0,38,madrugada,2,4,4,4,10,37.697202,110,3.897141,0,0,0,1
swankjesse,0,2,madrugada,1,1,1,1,11,4.843581,0,0.500727,0,0,0,1
rtyley,0,45,tarde,3,1,1,1,24,4.747442,0,0.490785,2,0,0,1
swankjesse,0,47,manha,1,3,3,3,16,14.200023,36,1.467981,0,0,0,1
swankjesse,0,11,manha,1,5,5,5,49,25.522104,59,2.804804,0,0,0,1
swankjesse,0,29,manha,1,4,5,5,44,24.196189,147,2.673672,0,1,0,1
swankjesse,0,29,madrugada,1,4,5,5,44,24.191165,147,2.513921,0,1,0,1
adriancole,0,9,madrugada,3,5,5,5,56,44.255666,118,4.599004,1,0,0,1
swankjesse,0,8,noite,1,2,2,2,4,9.487888,1,0.985969,0,0,0,1
takke,0,7,manha,1,4,4,4,59,18.804281,0,2.077798,0,0,0,0
takke,0,8,manha,6,4,4,4,164,37.711371,0,4.166956,2,0,0,0
swankjesse,0,4,noite,1,17,17,17,517,80.631608,154,8.379577,0,0,0,1
swankjesse,0,6,tarde,1,2,2,2,12,9.561366,0,0.993656,0,0,0,1
JakeWharton,1,11,madrugada,1,1,0,1,0,4.350315,0,0.4521,0,0,1,1
swankjesse,0,4,madrugada,1,2,0,2,0,9.020336,0,0.996812,0,0,2,1
swankjesse,0,8,noite,1,11,1,11,5,53.170833,0,5.87595,0,0,10,1
swankjesse,0,7,noite,1,56,95,68,1243,261.51132,1036,27.177179,0,0,5,1
swankjesse,0,7,noite,1,56,95,68,1243,261.51132,1036,27.177179,0,0,5,0
adriancole,0,9,noite,1,3,3,3,7,14.410674,23,1.49757,0,0,0,1
nfuller,0,78,tarde,1,8,8,8,79,37.261043,108,3.89203,0,0,0,1
nfuller,0,52,noite,2,2,3,3,28,28.902015,702,3.018904,0,1,0,1
adriancole,0,38,noite,1,1,1,1,0,4.922361,17,0.514155,0,0,0,1
adriancole,0,29,noite,3,3,3,3,29,14.152035,94,1.478222,0,0,0,1
swankjesse,0,4,noite,2,4,4,4,58,37.935424,136,3.962468,1,0,0,1
adriancole,0,5,manha,1,2,2,2,5,9.168215,0,0.962662,0,0,0,1
adriancole,0,10,manha,3,2,2,2,25,29.51517,66,3.099092,0,0,0,1
swankjesse,0,9,madrugada,2,2,2,2,103,18.628147,0,1.955955,0,0,0,1
JakeWharton,1,26,noite,1,1,0,1,0,4.261211,0,0.447521,0,0,1,1
swankjesse,0,5,noite,3,2,3,3,2763,43.578639,0,4.576719,1,1,0,1
nfuller,0,27,noite,1,3,3,3,0,13.578406,6,1.448076,0,0,0,1
nfuller,0,110,noite,1,3,3,3,18,13.774003,65,1.468936,0,0,0,0
swankjesse,0,13,manha,3,2,2,2,249,29.343145,0,3.12925,0,0,0,1
swankjesse,0,4,manha,1,3,3,3,81,14.475642,0,1.54373,0,0,0,1
swankjesse,0,5,manha,2,4,4,4,149,37.314259,0,3.979316,0,0,0,1
swankjesse,0,13,manha,1,4,4,4,79,18.713433,0,1.995662,0,0,0,1
swankjesse,0,9,manha,1,4,4,4,17,18.366543,27,1.958669,0,0,0,1
swankjesse,0,43,noite,1,3,3,3,32,14.307834,92,1.542028,0,0,0,1
swankjesse,0,4,noite,2,4,5,5,115,48.454882,2,5.222382,0,1,0,1
swankjesse,0,21,noite,1,13,13,13,40,61.66679,33,6.646339,0,0,0,1
swankjesse,0,8,noite,1,1,1,1,0,4.994508,12,0.538282,0,0,0,1
swankjesse,0,13,tarde,1,3,3,3,28,14.274517,34,1.538433,0,0,0,1
swankjesse,0,9,tarde,1,1,1,1,0,5.025834,1,0.541658,0,0,0,1
swankjesse,0,23,tarde,1,1,1,1,5,4.833672,0,0.520948,0,0,0,1
swankjesse,0,6,noite,1,42,67,43,240,195.223679,70,21.152725,0,0,4,0
nfuller,0,41,tarde,3,7,12,12,2727,110.537643,7069,11.976889,0,5,0,1
swankjesse,0,33,manha,1,3,54,3,0,12.994895,8,1.407911,0,0,4,1
swankjesse,0,24,manha,1,29,29,29,208,137.149805,216,14.859087,0,0,0,1
swankjesse,0,6,manha,2,3,3,3,31,28.08997,62,3.043294,0,0,0,1
adriancole,0,12,manha,8,15,18,18,1631,124.653249,2958,13.505053,1,3,0,1
swankjesse,0,5,manha,1,1,1,1,0,5.131361,24,0.555937,0,0,0,1
swankjesse,0,2,madrugada,1,2,3,3,268,9.449905,0,1.024021,1,0,0,1
adriancole,0,119,madrugada,2,6,7,7,241,61.964713,108,6.823739,0,1,0,1
swankjesse,0,5,madrugada,1,4,7,7,108,33.801044,131,3.722272,0,3,0,1
swankjesse,0,7,madrugada,1,0,3,3,208,0,224,0,0,0,0,1
swankjesse,0,13,madrugada,1,2,4,4,135,9.44298,76,1.013021,0,0,0,1
swankjesse,0,4,madrugada,1,1,1,1,0,5.073373,42,0.544272,0,0,0,1
swankjesse,0,4,madrugada,1,1,1,1,0,5.057827,286,0.542604,0,0,0,1
swankjesse,0,4,madrugada,2,24,25,24,1102,230.192407,387,24.695893,0,0,0,1
swankjesse,0,4,noite,1,3,3,3,109,14.50662,0,1.556338,0,0,0,1
swankjesse,0,6,noite,1,14,14,14,307,66.862355,404,7.173547,0,0,0,1
swankjesse,0,5,noite,1,4,5,4,144,19.538749,81,2.096403,0,0,0,1
swankjesse,0,4,madrugada,1,23,25,24,139,116.311591,350,12.615581,0,1,0,1
adriancole,2,15,madrugada,2,5,6,6,235,27.535948,536,2.98665,0,1,0,1
swankjesse,0,2,noite,1,36,56,38,252,178.461948,78,19.562565,0,2,4,1
swankjesse,0,37,noite,3,24,29,29,2485,401.112683,1770,44.692007,0,4,0,1
adriancole,0,14,noite,2,4,4,4,2,9.188334,34,1.02376,1,0,0,1
swankjesse,0,6,noite,1,3,3,3,12,14.522866,69,1.617669,0,0,0,1
swankjesse,0,7,noite,1,2,2,2,1,9.730116,11,1.083816,0,0,0,1
swankjesse,0,2,tarde,1,3,3,3,27,14.462785,6,1.610977,0,0,0,1
swankjesse,0,5,manha,1,25,25,25,381,118.52808,118,13.202576,0,0,0,1
swankjesse,0,4,manha,1,4,5,5,66,24.419528,120,2.735382,0,1,0,1
swankjesse,0,6,tarde,1,1,3,3,135,4.807554,75,0.538508,0,0,0,0
adriancole,1,75,manha,2,3,2,3,17,28.916418,16,3.274822,1,0,1,1
swankjesse,0,1,manha,2,6,5,8,108,24.523201,109,2.777099,2,2,2,1
adriancole,0,8,manha,1,4,4,4,9,19.852832,30,2.248209,0,0,0,1
swankjesse,0,4,madrugada,1,31,32,32,718,147.078938,172,16.569283,0,0,0,1
swankjesse,0,54,noite,1,6,7,6,166,29.464115,54,3.337878,0,0,0,1
swankjesse,0,1,noite,1,3,4,4,182,19.198648,41,2.174942,0,1,0,1
swankjesse,0,56,madrugada,1,11,11,11,324,50.914601,56,5.767922,1,0,0,1
swankjesse,0,43,noite,1,6,8,8,482,28.199635,0,3.160017,0,0,0,1
swankjesse,0,80,madrugada,1,2,3,3,828,14.56154,0,1.640624,0,1,0,1
JakeWharton,0,8,manha,1,1,1,1,8,4.718048,0,0.537551,0,0,0,1
JakeWharton,2,9,manha,1,1,3,3,81,14.901213,96,1.697812,0,2,0,1
swankjesse,0,4,noite,1,13,13,13,372,61.810253,23,7.042607,0,0,0,1
swankjesse,0,56,madrugada,1,7,8,8,439,38.852601,60,4.451104,1,1,0,1
adriancole,2,96,noite,1,1,1,1,5,4.75456,0,0.541676,0,0,0,1
adriancole,0,9,madrugada,1,1,1,1,37,4.914717,0,0.559921,0,0,0,1
swankjesse,0,53,tarde,1,5,5,5,63,24.232638,35,2.803599,0,0,0,1
swankjesse,0,56,tarde,1,3,3,3,4,14.284629,14,1.652662,0,0,0,1
JakeWharton,0,49,noite,2,4,3,7,440,64.773495,52,7.583586,3,3,4,1
adamsp,0,31,madrugada,1,1,1,1,4,4.541147,0,0.53167,2,0,0,1
adriancole,0,20,tarde,1,15,15,15,105,70.454516,26,8.248427,0,0,0,1
swankjesse,0,48,manha,7,7,8,10,1413,120.320575,1228,14.167663,1,3,0,1
swankjesse,0,7,madrugada,2,4,5,5,332,47.084482,0,5.604786,0,1,0,1
swankjesse,0,3,madrugada,2,2,4,4,208,0,220,0,0,2,0,1
adriancole,0,65,madrugada,1,2,2,2,6,9.439607,0,1.123673,0,0,0,1
swankjesse,0,4,madrugada,2,7,7,8,284,74.876086,0,8.964957,0,1,1,1
normanmaurer,0,8,noite,1,1,1,1,3,4.715233,0,0.567707,9,0,0,1
adriancole,0,35,noite,2,4,4,5,34,23.531448,5,2.83315,0,1,1,1
swankjesse,0,40,noite,1,2,10,11,810,0,0,0,4,6,1,1
swankjesse,0,38,manha,1,2,4,4,198,19.138236,0,2.37427,0,2,1,1
swankjesse,0,55,manha,1,2,3,5,311,0,0,0,1,3,2,1
marco-cova,0,28,noite,4,5,5,5,176,66.38306,22,10.072169,0,0,0,0
swankjesse,0,23,manha,1,4,4,4,123,0,80,0,0,0,0,1
adriancole,0,29,noite,2,3,3,3,71,29.908796,222,3.779953,0,0,0,1
adriancole,0,44,noite,1,15,15,15,66,72.434671,32,9.210091,1,0,0,1
jgilfelt,0,5,tarde,1,1,1,1,2,4.956624,0,0.630333,0,0,0,1
swankjesse,0,12,manha,2,3,3,3,463,0,192,0,0,0,0,1
adriancole,0,28,madrugada,3,4,4,4,289,57.214127,222,7.605415,0,0,0,1
swankjesse,0,102,madrugada,2,13,21,20,882,187.145612,173,24.877073,0,7,0,1
adriancole,0,6,madrugada,2,4,4,4,372,38.726922,271,5.147899,0,0,0,1
adriancole,0,12,noite,3,13,13,13,391,185.000067,184,24.591529,0,0,0,1
swankjesse,0,17,noite,1,1,1,1,40,4.825195,0,0.641402,0,0,0,1
adriancole,0,25,madrugada,7,5,5,5,1999,78.706596,1294,10.525268,0,0,0,0
adriancole,0,9,tarde,2,3,3,3,0,25.042793,301,3.348935,0,0,0,1
adriancole,0,191,noite,2,7,7,7,179,67.188303,148,8.98723,0,0,0,1
adriancole,0,20,tarde,6,5,6,6,2061,40.375145,1346,5.400653,0,1,0,1
adriancole,0,13,noite,2,10,10,10,301,47.633967,66,6.371651,0,0,0,1
adriancole,0,32,tarde,4,11,11,11,383,202.329038,642,27.062016,1,0,0,1
adriancole,0,19,manha,2,11,11,11,115,100.005901,289,13.37604,0,0,0,1
swankjesse,0,9,manha,1,2,2,2,31,0,34,0,0,0,0,1
adriancole,0,8,madrugada,3,7,8,8,50,68.559171,273,9.232207,0,1,0,1
adriancole,0,4,noite,2,8,8,8,86,75.982479,280,10.230991,0,0,0,1
adriancole,1,58,tarde,7,15,15,15,855,302.028141,672,40.928869,0,0,0,1
adriancole,0,58,tarde,4,14,15,15,571,168.228106,400,22.797167,0,1,0,1
adriancole,0,9,madrugada,1,6,6,6,22,28.227426,72,3.825095,0,0,0,1
adriancole,1,14,noite,1,2,2,2,6,9.033087,1,1.22405,0,0,0,1
adriancole,0,27,noite,3,2,2,2,122,19.325767,54,2.618783,0,0,0,1
swankjesse,0,8,manha,1,2,2,2,2,0,0,0,0,0,0,1
swankjesse,0,8,manha,1,1,1,1,2,0,0,0,1,0,0,1
adriancole,0,44,madrugada,3,10,10,10,624,48.308429,105,6.545151,0,0,0,1
swankjesse,0,16,madrugada,2,13,13,13,866,0,4,0,0,0,0,1
adriancole,0,30,noite,2,21,23,23,906,107.101704,480,14.60918,0,2,0,1
swankjesse,0,7,noite,1,3,3,3,45,0,87,0,0,0,0,1
adriancole,2,69,manha,3,3,3,3,631,43.056116,285,5.873059,0,0,0,1
adriancole,0,47,manha,2,4,4,4,18,37.826589,69,5.159659,0,0,0,1
adriancole,0,46,madrugada,5,14,14,14,1288,327.230052,815,44.622561,1,0,0,1
adriancole,1,22,noite,3,3,3,3,58,23.846606,18,3.252417,0,0,0,1
swankjesse,0,11,noite,1,6,6,6,108,0,22,0,0,0,0,1
JakeWharton,2,11,tarde,5,0,2,2,683,49.130188,819,6.840228,1,2,0,1
adriancole,0,53,manha,7,4,4,5,725,43.338972,283,6.033937,3,1,0,1
swankjesse,0,8,noite,1,1,1,1,3,5.116534,0,0.712358,0,0,0,0
swankjesse,0,9,manha,2,6,6,6,52,0,22,0,0,0,0,1
JakeWharton,0,30,madrugada,1,1,0,1,0,4.336397,0,0.603776,0,0,1,1
JakeWharton,0,6,madrugada,1,1,0,1,0,4.062603,0,0.56554,0,0,1,1
swankjesse,0,34,manha,1,6,6,6,179,0,18,0,0,0,0,1
swankjesse,0,40,manha,1,1,1,1,55,0,0,0,0,0,0,1
swankjesse,0,20,manha,1,1,1,1,72,0,0,0,0,0,0,1
adriancole,0,22,madrugada,4,27,29,29,1753,127.590415,445,17.760926,0,2,0,1
swankjesse,0,6,noite,1,1,1,1,9,0,0,0,0,0,0,1
intrications,0,6,noite,1,1,1,1,2,4.719204,0,0.656923,0,0,0,1
swankjesse,0,60,noite,1,8,8,8,75,38.798357,5,5.40081,0,0,0,1
swankjesse,0,19,madrugada,2,4,5,5,868,0,0,0,0,1,0,1
swankjesse,0,28,noite,3,6,6,6,288,0,94,0,0,0,0,1
JakeWharton,0,42,tarde,7,9,9,9,150,51.481251,27,7.807108,1,0,0,1
adriancole,1,24,noite,2,4,6,6,581,58.571055,396,8.320811,1,2,0,1
swankjesse,0,7,noite,1,6,6,6,28,0,0,0,0,0,0,1
swankjesse,0,8,manha,1,1,1,1,0,0,32,0,0,0,0,1
lingmingyb,0,40,manha,1,1,1,1,2,4.604822,0,0.65872,0,0,0,1
adriancole,0,190,manha,2,4,5,5,364,14.25076,324,2.038573,2,1,0,1
adriancole,0,13,noite,1,1,1,1,39,4.733939,0,0.677192,2,0,0,1
lingmingyb,0,11,manha,1,3,3,3,20,14.071253,15,2.012894,0,0,0,1
swankjesse,0,14,manha,1,1,1,1,9,0,0,0,0,0,0,1
adriancole,0,22,madrugada,1,1,1,1,162,4.644271,0,0.664355,0,0,0,1
JakeWharton,0,8,noite,1,1,1,1,19,4.971065,0,0.711119,0,0,0,1
lingmingyb,0,12,manha,1,1,1,1,4,4.447145,0,0.636172,0,0,0,1
adriancole,0,39,manha,1,3,3,3,101,14.75261,81,2.110336,0,0,0,0
adriancole,0,3,manha,1,12,12,12,106,57.95248,247,8.290291,2,0,0,1
swankjesse,0,8,manha,1,1,1,1,80,0,0,0,0,0,0,1
adriancole,0,8,manha,1,20,20,20,266,97.172499,400,13.906133,0,0,0,1
adriancole,0,13,noite,1,0,2,2,141,10.059126,78,1.460457,0,2,0,1
adriancole,0,12,noite,1,8,8,8,46,0,0,0,2,0,0,1
adriancole,1,17,madrugada,1,6,6,6,112,29.480259,53,4.280477,0,0,0,1
swankjesse,0,9,madrugada,1,4,4,4,21,19.135206,86,2.778395,0,0,0,1
adriancole,0,5,noite,1,7,7,7,77,34.275785,161,4.977251,0,0,0,1
swankjesse,0,5,noite,1,2,2,2,0,0,67,0,0,0,0,1
swankjesse,0,34,noite,1,1,1,1,10,0,0,0,1,0,0,1
lingmingyb,0,11,noite,1,1,1,1,0,4.993826,43,0.725117,0,0,0,1
takke,0,38,noite,1,4,4,4,56,19.248091,18,2.897284,0,0,0,0
JakeWharton,0,13,tarde,1,1,0,1,0,4.007701,0,0.603252,0,0,1,1
adriancole,0,30,manha,1,8,16,14,474,60.134964,1066,9.051706,0,4,0,1
swankjesse,0,21,madrugada,1,3,4,4,204,19.244067,167,2.896678,1,1,0,1
lingmingyb,0,5,manha,1,1,1,1,16,4.407675,0,0.663428,0,0,0,1
lingmingyb,0,9,manha,1,3,3,3,11,14.44978,12,2.174931,0,0,0,1
hwrdprkns,0,52,noite,1,2,4,4,142,19.297956,75,2.904424,3,2,0,1
swankjesse,0,7,manha,1,3,3,3,16,13.674834,59,2.05787,0,0,0,1
swankjesse,0,61,manha,1,15,18,17,624,0,30,0,0,1,0,1
swankjesse,0,10,madrugada,1,1,1,1,12,0,0,0,0,0,0,1
lingmingyb,0,49,tarde,6,4,4,4,33,14.337354,35,2.15757,0,0,0,0
swankjesse,0,28,noite,2,12,12,12,783,108.332912,36,16.301358,0,0,0,1
swankjesse,0,50,noite,1,6,6,6,61,0,35,0,0,0,0,1
swankjesse,0,31,tarde,2,8,9,9,492,76.571725,32,11.43573,0,0,0,1
swankjesse,0,58,madrugada,1,10,10,10,336,0,2,0,0,0,0,1
swankjesse,0,51,madrugada,2,11,13,12,590,0,112,0,0,1,0,1
swankjesse,0,8,noite,1,1,1,1,6,0,0,0,0,0,0,1
swankjesse,0,25,manha,1,11,13,11,286,51.618124,40,7.768075,0,0,0,1
swankjesse,0,45,manha,1,8,8,8,161,0,3,0,0,0,0,1
swankjesse,0,113,manha,2,16,20,20,1457,178.68427,238,27.294952,0,3,0,1
swankjesse,0,65,manha,3,19,21,21,5550,270.062082,48,40.667776,3,0,0,1
swankjesse,0,48,madrugada,2,20,21,21,2482,198.260479,228,30.069925,0,1,0,1
swankjesse,0,30,noite,2,19,20,20,1500,182.563836,446,27.483802,0,0,0,1
swankjesse,0,84,manha,3,17,18,18,1094,257.899523,303,39.11059,0,1,0,1
swankjesse,0,52,noite,2,10,10,10,834,94.613574,70,14.348661,0,0,0,1
lingmingyb,0,2,manha,1,1,1,1,8,4.848826,0,0.735346,0,0,0,1
lingmingyb,0,11,tarde,3,35,50,50,5129,212.155471,755,32.174301,0,8,0,0
lingmingyb,0,46,manha,3,1,1,1,53,4.790794,0,0.726544,0,0,0,1
lingmingyb,0,106,manha,4,2,2,2,180,9.711213,0,1.472747,3,0,0,0
lingmingyb,0,33,manha,1,1,1,1,136,4.963772,0,0.752777,0,0,0,0
