@relation 'vagrant-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,7,6,11,8,10,12,14,2,9,15,1,17,18,20,53'

@attribute requester {pearkes,kenorb,larsch,jtopper,altexdim,mwrock,amontalban,tpenguin,kamigerami,geo4orce,donaldguy,radarhere,interdev,evisboy,jzohrab,Eric-Guo,budhrg,oddtazz,snagy22000,sethvargo,rightsaidjames,krutcha,taurus-forever,erSitzt,mbrodala,pra85,evaryont,prateepb,kkremitzki,gavioto,williamonymous,tompscanlan,wjsager,mmickan,theengineear,daniel-sc,jlduran,cweagans,anatol,adamenger,velocity303,kamazee,sneal,gimler,gildegoma,kylegibson,michaldo,aqnouch,kriuz,petems,OmarIthawi,sschuberth,char16t,mitchellh,ianvanness,KaffeJunky123,metropolislights,geerlingguy,josephfrazier,kikitux,tomkins,captainill,tonyarkles,michaa76,rickard-von-essen,mkuzmin,chenz,reedloden,jharshman,rubenv,romulodl,timuralp,legal90,handlers,Panya,iamseth,ReadmeCritic,yoshiyaka,thachmai,signed8bit,oliviermeurice,fedorovdima,dmacvicar,amirbilu,Ingramz,invernizzi,dvorak,nikelmwann,aneeshusa,rogerhu,karthequian,dexterc,matthewcodes,gawbul,glamouracademy,gpkfr,jsyeo,htesligte,joseph-onsip,markus-perl,timotei,grafjo,javimuu,PatOShea,jcockhren,caleblloyd,electrofelix,knixeur,ctammes,iankronquist,janek-warchol,Fudoshiki,trivoallan,blueyed,bitprocessor,senglin,tbriggs-curse,justinlynn,tomfanning,jperville,loren-osborn,samphippen,philipwigg,krig,dharmab,myrjola,mirthy,phinze,jgoldschrafe,jrob,modernlegend,yanosz,konomae,dustymabe,ArloL,gajdaw,marc-ta,hubub,tknerr,glensc,cbednarski,issyl0,lonniev,JustinCampbell,pwnall,philoserf,tjanez,StefanScherer,cazzerson,mtwentyman,evverx,vbaskoff,driskell,Johntron,caseylang,benh57,bdwyertech,darkn3rd,pogliamarci,ievgenp,Mattias-,denisbr,jkburges,bheuvel,cristovaov,progamesigner,aidanhs,wkral,kaorimatz,densuke,adrianguenter,msabramo,dcbw,strzibny,oxygen0211,cisco87,jjasghar,ivuk,miguel250,peckpeck,alh84001,jeremyplichta,iNecas,Ryanbarnes420,chrisbaldauf,berendt,linyows,jim-minter,leocassarani,bergman,deviantintegral,c33s,mrahtz,mahnkong,agdula,taliesins,Stanzilla,dmangot,paul-krohn,brooksbrown,otagi,jfbibeau,frapposelli,purpleidea,bluehaoran,michaeldhopkins,notpeter,quirkey,stoned,thenewwazoo,randonn,jackywu,vvchik,ssugar,marsam,obnoxxx,MiLk,johnsonj,eidge,francisoud,follower,duro,aogail,Turbo87,Jamezz,valchonedelchev,timoguin,ibizaman,marxarelli,laetificat,trensen,edward010,davidsantoso,erwinvaneyk,hashar,choffee,agreenbhm,YpNo,mafrosis,tioteath,kev009,timsutton,frankbb,mixpix3ls,SchnWalter,channui,Scythril,terceiro,Keeguon,rgardler,aknrdureegaesr,blairham,radeksimko,alfonsodev,dragon788,simonjbeaumont,simonvetter,voxik,BlakeMesdag,clayallsopp,tomassrnka,thierrymarianne,clintoncwolfe,clinstid,hdeheer,windowsrefund,bvalerius,peterood,dcarley,fgrehm,johnclaus,AntonioMeireles,wkolean,simon3z,MobileWiseguyTX,mdirik,ermaker,tai-ga,lpabon,HerrBertling,databus23,willdurand,zmingee,maxlinc,tjouan,c0dxtr3m1st,frodenas,heydonovan,imjacobclark,joelhandwell,kalifg,tboettch,riquito,jquast,athak,oeuftete,svenXY,obfusk,michaeljb,malonecm,whitel,jcollins1991,aidanmorgan,maoueh,derdanne,julienvey,stephenwithav,jch,llamallama,ccutrer,philwrenn,KFishner,robkinyon,aspiers,Tarrant,cllns,konstantint,uchagani,awithersdd,jramnani,orenmazor,dimbleby,tmatilai,jschwarze,dlundgren,crypt1d,styro,danielsiwiec,davidjb,dannykansas,dup2,rogeriopradoj,ilucker,ebelew,mrwhelan,plu,matgnt,Xylakant,kbohnenberger,lunetics,chriskuehl,sprin,donckers,tboerger,mpoeter,jugglinmike,rtkrruvinskiy,abele,Gurpartap,jure,andytson,npvisual,igas,keithchambers,juliandunn,cdenneen,omehegan,simoleone,dmcrystax,gpoulin2,rclanan,sax,lsimons,jdmulloy,BackSlasher,s7726,sumkincpp,andrewmains12,ewigkeit1204,nmische,parisholley,justanshulsharma,acidum,gildub,fpletz,danielparks,synth3tk,b-dean,stvleung,emyl,stevemcc,vStone,EvanPurkhiser,ffrank,bbaugher,schauer,vassilevsky,aaadschutz,techtonik,amracks,keiths-osc,skeggse,sfx-public,Maks3w,BlackIkeEagle,dhoppe,cielavenir,akzhan,salimane,zr40,simono,bewiwi,KLVTZ,brettporter,calvinhp,ifnull,dougm,pdericson,PerilousApricot,az7arul,xstevecs,catsby,marnovdm,rockymadden,zigg,stonith,kalmanh,Freyskeyd,gpurkins,snowch,hippich,shtouff,cstrahan,targetx007,RabidGuppy,ramakrishnan,YungSang,agilebarbecue,goshakkk,szuliq,assens,takekazuomi,tupy,p0deje,cammoraton,felixrabe,also,sciurus,chr4,lamont-granquist,eykd,shadowfax-chc,JuanitoFatas,wtanaka,bclarkindy,benesch,javornikolov,bmcorser,ronnix,rasschaert,jingchan,jjshoe,mjfroehlich,brenttheisen,Mulkave,zeroem,bmorg,b-long,cuberri,zzamboni,timcooper,Arxisos,joanbarros,ndemonner,briandailey,odigity,davidkuridza,oscarrenalias,valioDOTch,philippfranke,pmenglund,miurahr,Coffee-fan,toooooooby,jaikdean,skoblenick,mattoxbeckman,ecoleman,novalagung,barrkel,skinofstars,mivok,justincwatt,pbitty,alimony,andyclarke,uwej711,cournape,rissem,jyggen,khiro,ex-nerd,freshteapot,mkremer,xraj,mway,schlamar,Fuhrmann,patrickheeney,bbinet,Krazylee,stormbrew,adamlazz,mafigit,johnbellone,ramondelafuente,mattes,johan-open-future,endemics,gldnspud,lheinlen-os,ajw0100,retr0h,kvilhaugsvik,eugeneware,shanegibbs,ryanuber,dstevenson,earnubs,elyast,gnawhleinad,mhahn,rmccue,danielbachhuber,maspwr,wouteroostervld,nickborromeo,frosario,chrischillibean,mpalmer,myoung34,seginoviax,morrizon,timgus,thanosa75,gustavobgama,masteinhauser,miketheman,glebm,smoyer,charlax,ryansb,joestump,graingert,lunohodov,sferik,jameydeorio,darthmuffins,MarcMeszaros,marcellodesales,picsolvebryan,tobiasbaehr,Ninir,Ninjamoose,oalders,Grunny,ampedandwired,martinezdelariva,acharlieh,adrianlzt,drpebcak,tnaoto,arthurnn,bbonamin,lndbrg,makern,scalp42,ShonM,mwarkentin,jpfuentes2,teaforthecat,mattalexx,till,bennlich,instilled,alangarf,ticosax,nikhilv,Sgoettschkes,athoune,elliotsegler,markpeek,millerdev,isaoshimizu,rconradharris,AJCStriker,phs,jaugustin,ziuchkovski,hatsuseno,andyfowler,canausa,tduffield,jeremyfelt,clintjhill,jackdesert,onejli,rimckenn,tmacedo,Schpidi,SpringMT,txchen,hikch,borgstrom,tehmaspc,catharsis,Tomdarkness,viq,sgronblo,3flex,virtuald,gwaldo,tuminoid,mpioli,copperlight,jeffasinger,jabclab,eggsby,ianheggie,jeremyquinton,daveloyall,grenade,czi,fcharlier,mrkafk,Caustic,PeteMichaud,bt5e,aleno,gregwork,mark-rushakoff,mikerowehl,tpltnt,Raman148,deltaroe,atomic-penguin,cmthornton,grepory,BreiteSeite,ndemoor,herdani,psi,beporter,gildas,erichelgeson,miguno,tsahara-iij,mlex,janth,shutej,Boohbah,ches,rajivr,ppp0,sevos,tejaycar,mcourtois,flozano,talexb,gwenci,michaelglass,StephenKing,erran,bmabey,tsugliani,tehranian,zvirusz,mpapis,znz,korya,Sauraus,nickanderson,saturnflyer,marcparadise,b2jrock,mightybs,commandtab,bdon,patcon,sthulb,koolhead17,benjixx,voronoipotato,mfournier,trlinkin,ngiger,scottmuc,jprosevear,tgarvey,kburwieck,davegudge,hecko,Aigeruth,dsesh,hwartig,ekalinin,wbates,tunix,econchick,jheise,drogerschariot,frankshearar,Loa,tawan,toretore,pronix,aszeszo,akalyaev,igorbonadio,cliles,Govinda-Fichtner,gilesbowkett,pmorton,johntdyer,gumayunov,hectcastro,nickrw,NeilW,raadad,cassianoleal,davidbirdsong,geetarista,onefrankguy,tobli,chorankates-sfdc,smdahlen,benprew,schisamo,jimmycuadra,jefflab,wormzer,wenlock,neil477,davedevelopment,jedvardsson,kentaro,janschumann,hmalphettes,rubbish,yujiorama,uggedal,nickchappell,martoe,lucaspiller,curzonj,masm,whiteley,aaa572,jblaine,grosser,frsantos,johnbarney,erikh,phunehehe,erictip,ereslibre,hh,ithinkihaveacat,samet,lolindrath,pastafari,dmajkic,magec,kainz,llonchj,yarikoptic,nicobrevin,eladroz,kbrock,rizzatti,ozanturksever,nwjsmith,jwhitley,hdorio,priestjim,jbraeuer,paulmars,chilicat,mattandersen,jasim,ryfow,morpheu,xiwenc,pbrisbin,gmsharky,jeremyd,lorello,obscurerichard,carlossg,paulv,petere,sbfaulkner,michaelthies,sl4m,YannRobert,gabetax,piavlo,smerrill,rrehbeindoi,julianhille,hugowetterberg,gaffo,Samuel29,danmidwood,bcwaldon,jtimberman,jmazzi,spk,benburkert,chipchilders,scoates,vaimo-wilko,mandarbarve,loe,conormcd,dansimau,5long,bobmaerten,marklap,jamtur01,jssjr,zsiddique,nathankleyn,muffs,videlalvaro,RLasinski,mattrobenolt,monvillalon,mxtthias,leth,oker1,kindjal,npeters,webcoyote,hollow,jmahowald,ryanlecompte,squarelover,jhf,LarsFronius,dbroeglin,nesQuick,rafmagana,bitprophet,calavera,theju,stevehodgkiss,andyl,skarab,dcolish,lorin,hvolkmer,Oakie3CR,rvermeulen,rtyler,andrewchalfant,withnale,mbbx6spp,wayneeseguin,jbochi,Achimh3011,dgholz,ndwns,ergonlogic,jjhuff,jsoriano,bobveznat,semarj,mephaust,straphka,jkutner,withnail,sroegner,mamciek,rtgibbons,jarmo,sigi,henare,sirl1on,zev,bgreenlee,richardiux,halcyonCorsair,LeftyBC,dgtized,hedgehog,paulsmith,cwarden,avit,russss,jbrown,lmars,alexey-chebotar,xuru,eriksencosta,mdellanoce,dizzyd,brycethornton,ticean,wjlroe,kevin1024,dctrwatson,ody,sjl,darrin-wortlehock,samerbuna,ambethia,mirell,josephholsten,tnm,brianloveswords,pelletier,xdissent,dax,simonsd,halcyon,gabemc,jeffrafter,pauln415,theaboutbox,RichardBronosky,svenfuchs,mlinderm,reset,nstielau,philips,ryansch,alanshields,mhorbul,stopdropandrew,bodepd,jwinter,wfarr,th34ut0m4t0r,rcreasey,patcoll,wsc,tonyla,TimDumol,morepanda,gammons,ramonvanalteren,jeffmccune,tail,aglarond,thbar,vishvananda,mdub,underlog,kvs,michaelbearne,mtrudel,evtuhovich,bpo,masterzen,tolbrino,lstoll,bnmrrs,scompt,dreamcat4,ctrabold,drnic,adamv,ankopainting,bixu}
@attribute num_commits numeric
@attribute description_length numeric
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute src_files numeric
@attribute other_files numeric
@attribute created_at_day_turn {noite,madrugada,tarde,manha}
@attribute files_deleted numeric
@attribute src_churn numeric
@attribute created_at_week_day {terca-feira,domingo,sabado,quarta-feira,sexta-feira,quinta-Feira,segunda-feira}
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
sax,1,56,2,0,2,2,0,madrugada,0,2,sabado,9.272762,0.178552,2,1
sneal,2,117,36,0,36,36,0,noite,0,328,sexta-feira,163.922671,3.15647,8,0
lsimons,1,56,11,0,11,11,0,manha,0,30,sexta-feira,48.253491,0.929109,2,1
lsimons,2,184,1,0,1,1,0,noite,0,50,quinta-Feira,4.379147,0.084319,4,1
mwrock,8,122,14,7,7,8,1,noite,0,929,quarta-feira,112.535195,2.166837,0,1
jdmulloy,1,120,1,0,1,1,0,noite,0,86,terca-feira,4.187669,0.080633,2,0
BackSlasher,1,21,1,0,1,1,0,tarde,0,2,segunda-feira,4.57417,0.088075,0,1
mwrock,1,104,1,0,1,1,0,noite,0,2,domingo,4.695911,0.090419,0,1
s7726,1,28,1,0,1,1,0,madrugada,0,2,domingo,4.873754,0.093843,3,1
sumkincpp,1,17,1,0,1,1,0,noite,0,28,sexta-feira,4.285212,0.082511,0,1
andrewmains12,2,42,2,0,2,2,0,madrugada,0,60,quinta-Feira,16.668425,0.320946,2,1
StefanScherer,1,408,1,0,1,1,0,noite,0,1,domingo,4.009926,0.07721,2,1
ewigkeit1204,1,60,2,0,2,2,0,manha,0,9,quinta-Feira,8.436123,0.162435,6,0
databus23,1,74,1,0,1,1,0,noite,0,2,terca-feira,4.153295,0.079971,4,1
nmische,1,7,1,0,1,1,0,madrugada,0,2,terca-feira,4.478476,0.086232,0,1
mwrock,12,193,14,8,5,9,1,noite,1,1063,domingo,109.270464,2.103967,0,0
parisholley,1,66,3,0,3,3,0,noite,0,10,sabado,12.324311,0.237301,3,1
parisholley,2,72,8,0,8,8,0,noite,0,78,sabado,4.133866,0.079596,0,0
parisholley,2,33,2,0,2,2,0,noite,0,18,sabado,13.114853,0.252522,0,0
mwrock,1,89,1,0,1,1,0,noite,0,2,sabado,5.019218,0.096643,2,1
mwrock,2,31,3,1,2,2,0,noite,0,2,sexta-feira,14.280295,0.275228,2,1
justanshulsharma,3,5,1,0,1,0,0,tarde,0,0,quinta-Feira,4.821319,0.092923,4,1
acidum,2,55,3,0,3,1,0,madrugada,0,2,quinta-Feira,13.704809,0.264133,2,1
trivoallan,1,25,3,0,3,3,0,noite,0,65,quarta-feira,13.173323,0.253895,5,0
gildub,1,72,1,0,1,1,0,manha,0,41,terca-feira,4.345073,0.083811,2,1
fpletz,1,35,5,0,5,5,0,tarde,0,7,sexta-feira,21.959829,0.423575,13,1
sax,1,6,2,0,2,2,0,madrugada,0,6,sexta-feira,9.184567,0.177158,2,1
databus23,1,6,1,0,1,1,0,tarde,0,2,quinta-Feira,4.473842,0.086294,2,1
Scythril,3,181,4,1,3,4,0,noite,0,57,quarta-feira,12.086292,0.233128,0,1
danielparks,1,47,1,0,1,0,0,manha,0,0,terca-feira,4.640495,0.089509,0,1
glensc,1,4,1,0,1,1,0,manha,0,2,domingo,4.798379,0.092554,0,1
synth3tk,1,41,1,0,1,1,0,noite,0,2,quinta-Feira,4.50623,0.086919,5,1
justanshulsharma,3,4,316,0,316,315,1,noite,0,5847,quarta-feira,176.752847,3.409324,14,0
maxlinc,17,176,11,0,11,10,1,madrugada,0,275,quarta-feira,54.061414,1.042772,16,1
b-dean,2,51,2,0,2,2,0,noite,0,4,terca-feira,8.680872,0.167442,2,1
stvleung,1,19,1,0,1,1,0,noite,0,10,segunda-feira,4.332531,0.083569,0,1
kamazee,2,45,1,0,1,1,0,tarde,0,8,domingo,8.166059,0.157512,0,1
emyl,1,8,1,0,1,1,0,noite,0,4,quinta-Feira,4.553216,0.087825,1,1
mwrock,5,54,6,1,5,5,0,tarde,0,175,quinta-Feira,65.93811,1.271854,5,1
mwrock,1,62,2,0,2,2,0,tarde,0,22,quinta-Feira,8.687405,0.167568,0,1
stevemcc,1,7,1,0,1,1,0,tarde,0,2,quinta-Feira,4.312248,0.083177,4,1
emyl,2,8,1,0,1,1,0,manha,0,6,quinta-Feira,4.534628,0.087467,1,0
mwrock,1,23,6,1,5,5,0,tarde,0,58,terca-feira,26.970465,0.520223,5,0
vStone,1,31,2,2,0,2,0,manha,0,33,terca-feira,9.312989,0.179635,0,0
EvanPurkhiser,1,22,1,0,1,1,0,manha,0,6,segunda-feira,4.030099,0.077735,0,0
ffrank,1,73,1,0,1,1,0,madrugada,0,3,segunda-feira,3.860128,0.074456,2,0
bbaugher,1,21,1,0,1,1,0,noite,0,2,quinta-Feira,4.282238,0.082596,6,0
schauer,1,18,1,0,1,1,0,noite,0,2,quarta-feira,3.891045,0.075051,2,1
sneal,1,20,1,0,1,1,0,noite,0,2,terca-feira,4.392219,0.084718,6,1
vassilevsky,2,41,2,0,2,2,0,noite,0,4,terca-feira,8.331879,0.160706,23,1
aaadschutz,2,109,2,0,2,2,0,madrugada,0,33,terca-feira,17.9076,0.345404,21,1
techtonik,2,6,1,0,1,1,0,tarde,0,8,sabado,4.585325,0.088443,0,1
amracks,1,54,1,0,1,0,0,noite,0,0,quinta-Feira,4.982208,0.096098,0,1
keiths-osc,4,20,2,0,2,2,0,tarde,0,66,terca-feira,25.950682,0.500542,6,1
skeggse,2,38,7,0,7,7,0,madrugada,0,59,terca-feira,48.686687,0.939078,21,0
sneal,1,29,3,0,3,3,0,madrugada,0,36,segunda-feira,13.690497,0.264066,0,1
sfx-public,1,14,2,0,2,2,0,noite,0,4,domingo,8.658274,0.167003,7,0
Maks3w,1,1,1,0,1,1,0,manha,0,2,sabado,4.319444,0.083315,0,0
jdmulloy,1,21,1,0,1,1,0,madrugada,0,2,sabado,4.124674,0.079558,10,1
BlackIkeEagle,1,25,1,0,1,1,0,tarde,0,4,sexta-feira,4.092959,0.078946,0,0
dhoppe,1,21,1,0,1,0,0,tarde,0,0,sexta-feira,4.762383,0.091858,5,1
deviantintegral,2,88,1,0,1,1,0,madrugada,0,7,sexta-feira,9.14031,0.176301,1,1
sneal,1,83,2,0,2,2,0,noite,0,23,quarta-feira,9.417976,0.181656,5,1
cielavenir,1,21,1,0,1,1,0,manha,0,4,quarta-feira,4.629192,0.089289,0,0
sneal,1,92,1,0,1,1,0,madrugada,0,20,quarta-feira,4.152997,0.080104,10,1
sneal,1,111,4,0,4,3,1,noite,0,23,terca-feira,17.535388,0.338227,23,1
akzhan,1,65,2,0,2,2,0,tarde,0,24,terca-feira,8.727348,0.168335,9,1
sneal,1,85,1,0,1,1,0,madrugada,0,5,terca-feira,4.772361,0.092051,0,1
salimane,2,10,1,0,1,1,0,tarde,0,5,segunda-feira,4.168945,0.080412,0,1
zr40,1,12,2,0,2,1,1,tarde,0,6,segunda-feira,8.007287,0.154447,67,1
simono,1,14,1,0,1,1,0,noite,0,2,sabado,4.623485,0.089179,3,1
aaadschutz,1,6,2,0,2,2,0,noite,0,21,sexta-feira,9.041723,0.174399,21,0
bewiwi,1,55,1,0,1,1,0,tarde,0,2,quinta-Feira,4.066849,0.078442,0,0
KLVTZ,1,16,1,0,1,1,0,madrugada,0,20,quinta-Feira,4.456551,0.085959,0,1
brettporter,1,58,1,0,1,1,0,manha,0,2,quarta-feira,4.182162,0.080667,14,1
calvinhp,1,13,1,0,1,1,0,noite,0,11,terca-feira,4.099885,0.079084,5,1
sneal,1,83,4,0,4,3,1,manha,0,25,terca-feira,18.155013,0.350196,3,1
ifnull,1,7,1,0,1,1,0,noite,0,6,segunda-feira,4.612294,0.088968,1,0
dougm,1,5,2,1,1,2,0,madrugada,0,16,sexta-feira,8.761541,0.169143,2,1
cielavenir,1,6,1,0,1,1,0,manha,0,6,quinta-Feira,4.65004,0.08977,2,0
StefanScherer,1,90,1,0,1,1,0,manha,0,4,terca-feira,4.162294,0.080354,7,1
pdericson,5,52,6,0,6,6,0,manha,0,33,terca-feira,34.929358,0.674316,27,0
benh57,1,123,1,0,1,1,0,madrugada,0,2,terca-feira,4.063074,0.078438,12,1
PerilousApricot,1,19,1,0,1,1,0,madrugada,0,9,terca-feira,4.762822,0.091947,2,1
az7arul,1,12,1,0,1,1,0,tarde,0,2,domingo,4.550303,0.087844,11,0
thierrymarianne,1,5,1,0,1,1,0,tarde,0,2,sabado,4.401233,0.084966,9,1
xstevecs,1,31,1,0,1,1,0,noite,0,11,quinta-Feira,4.282918,0.082682,0,1
catsby,1,47,2,0,2,2,0,noite,0,4,quinta-Feira,10.322541,0.199278,1,1
marnovdm,2,18,1,0,1,1,0,noite,0,10,quinta-Feira,9.97684,0.192604,9,1
catsby,1,34,2,0,2,2,0,tarde,0,28,quinta-Feira,9.392923,0.181332,7,1
rockymadden,1,3,1,0,1,0,1,tarde,0,0,quinta-Feira,4.399538,0.084934,69,1
rockymadden,1,3,1,0,1,0,1,manha,0,0,quinta-Feira,4.115646,0.079453,69,1
sneal,1,92,1,0,1,0,0,noite,0,0,quarta-feira,4.836781,0.093375,5,1
emyl,1,45,1,0,1,1,0,tarde,0,2,segunda-feira,4.347007,0.08392,10,1
zigg,1,86,1,0,1,1,0,madrugada,0,2,segunda-feira,4.454409,0.085993,5,1
aspiers,2,22,2,0,2,2,0,noite,0,8,sabado,7.898966,0.152491,4,1
stonith,1,6,1,0,1,1,0,manha,0,18,sexta-feira,4.840061,0.093438,0,0
kalmanh,1,8,173,0,173,171,1,noite,0,1166,quinta-Feira,738.705191,14.25667,37,1
Freyskeyd,2,16,3,2,1,2,0,tarde,0,63,quinta-Feira,13.292208,0.256533,0,0
cielavenir,2,17,1,0,1,0,1,manha,0,0,quinta-Feira,8.670973,0.167346,71,1
cielavenir,1,41,1,0,1,0,1,madrugada,0,0,quinta-Feira,4.335487,0.083673,71,0
gpurkins,1,169,1,0,1,1,0,madrugada,0,4,quinta-Feira,4.453454,0.08595,0,1
snowch,1,7,1,0,1,1,0,noite,0,9,quarta-feira,4.916632,0.094889,4,0
hippich,1,79,1,0,1,1,0,madrugada,0,2,terca-feira,4.203067,0.081272,0,1
tmatilai,3,46,8,3,5,7,0,madrugada,0,293,terca-feira,43.983812,0.850482,11,1
shtouff,1,93,7,0,7,6,1,noite,0,26,segunda-feira,30.192765,0.583815,68,1
sneal,1,68,2,0,2,2,0,noite,0,35,segunda-feira,9.157809,0.177078,17,1
cstrahan,1,12,6,6,0,4,0,manha,0,206,domingo,26.873598,0.522311,0,1
targetx007,10,55,4,1,3,3,0,madrugada,0,304,sabado,18.566128,0.360833,13,1
RabidGuppy,1,51,1,0,1,1,0,noite,0,2,sexta-feira,4.34983,0.084539,5,1
fgrehm,1,213,1,0,1,1,0,madrugada,0,5,sexta-feira,3.689768,0.071711,17,1
mkuzmin,1,91,1,0,1,1,0,noite,0,6,quinta-Feira,4.539458,0.088225,15,0
ramakrishnan,5,50,13,6,7,12,1,manha,0,910,quinta-Feira,152.256405,2.959131,28,1
ramakrishnan,2,50,13,6,7,12,1,manha,0,455,quarta-feira,76.102172,1.479061,28,0
YungSang,2,32,2,0,2,2,0,madrugada,0,1,quarta-feira,4.423254,0.085967,21,1
agilebarbecue,1,70,1,0,1,1,0,noite,0,2,terca-feira,4.030513,0.078343,8,1
goshakkk,2,75,2,0,2,2,0,noite,0,4,quinta-Feira,9.152472,0.17818,23,1
berendt,1,9,1,0,1,1,0,noite,0,4,quinta-Feira,4.209776,0.081956,1,1
szuliq,1,16,1,0,1,1,0,tarde,0,2,quinta-Feira,4.377882,0.085229,3,1
assens,1,53,1,1,0,0,0,tarde,0,0,quinta-Feira,4.796534,0.093379,0,0
takekazuomi,1,36,2,0,2,2,0,tarde,0,3,quinta-Feira,9.14956,0.178124,2,1
berendt,1,6,1,0,1,1,0,manha,0,2,quinta-Feira,4.208992,0.081941,1,0
tupy,1,11,1,0,1,1,0,noite,0,2,quarta-feira,4.348565,0.084661,3,0
fgrehm,4,19,2,0,2,4,0,tarde,0,4,quarta-feira,0,0,0,1
p0deje,1,64,1,0,1,1,0,tarde,0,4,quarta-feira,4.012636,0.078122,1,1
cammoraton,3,48,5,1,4,3,0,noite,0,84,terca-feira,27.798555,0.543697,1,1
felixrabe,1,2,1,0,1,0,1,tarde,0,0,terca-feira,4.078222,0.079764,103,1
jtopper,5,160,4,2,2,2,2,madrugada,0,12,terca-feira,8.790842,0.172078,5,1
gildegoma,1,84,1,0,1,1,0,manha,0,0,segunda-feira,4.796788,0.093896,14,1
also,1,5,1,0,1,1,0,madrugada,0,2,segunda-feira,4.550696,0.089171,2,1
gildegoma,2,48,2,0,2,2,0,noite,0,52,domingo,18.990535,0.372119,18,1
glensc,1,9,1,0,1,0,1,manha,0,0,domingo,4.254645,0.08337,12,1
sciurus,2,54,4,0,4,3,1,madrugada,0,23,domingo,21.417907,0.419685,106,1
aspiers,5,84,1,0,1,1,0,madrugada,0,130,sabado,23.014972,0.451409,6,1
aspiers,1,38,3,1,2,2,0,noite,0,64,sexta-feira,14.732492,0.288959,20,1
aspiers,1,9,1,0,1,1,0,tarde,0,1,sexta-feira,3.403463,0.066753,2,0
aspiers,1,3,1,0,1,0,1,madrugada,0,0,sexta-feira,4.171444,0.081815,104,1
chr4,1,16,1,0,1,1,0,madrugada,0,2,sexta-feira,4.574368,0.089718,11,0
lamont-granquist,2,97,1,0,1,0,0,madrugada,0,0,sexta-feira,4.902591,0.096154,5,1
eykd,1,43,3,0,3,3,0,noite,0,34,quinta-Feira,13.406933,0.262951,11,1
mitchellh,9,37,9,0,9,9,0,noite,0,64,quinta-Feira,55.140125,1.081479,36,1
sneal,1,21,3,0,3,3,0,noite,0,39,quinta-Feira,13.40588,0.262953,2,1
sneal,1,17,2,0,2,2,0,noite,0,10,quinta-Feira,9.15231,0.179518,3,1
sneal,1,21,1,0,1,1,0,tarde,0,2,quinta-Feira,4.503375,0.088331,10,1
sneal,1,47,4,0,4,4,0,tarde,0,16,quinta-Feira,17.838138,0.349886,170,0
berendt,1,14,12,0,12,9,0,tarde,0,28,quinta-Feira,54.601962,1.070989,170,1
aspiers,1,3,1,0,1,1,0,tarde,0,2,quinta-Feira,4.332975,0.084989,0,1
sneal,2,54,1,0,1,1,0,manha,0,14,quinta-Feira,8.219531,0.161369,14,1
sneal,2,18,5,0,5,5,0,madrugada,0,28,quinta-Feira,20.797219,0.41057,11,1
aspiers,1,83,2,0,2,2,0,noite,0,11,quarta-feira,8.916862,0.176029,9,1
aspiers,1,45,3,0,3,3,0,noite,0,12,quarta-feira,11.997625,0.236847,6,1
aspiers,1,32,1,0,1,1,0,madrugada,0,1,quarta-feira,4.542042,0.089665,7,1
mitchellh,3,17,6,0,6,6,0,madrugada,0,66,quarta-feira,38.061593,0.728309,19,1
shadowfax-chc,1,26,1,0,1,1,0,noite,0,22,terca-feira,4.329099,0.082911,9,0
shadowfax-chc,1,29,1,0,1,1,0,noite,0,2,terca-feira,4.517199,0.086513,9,1
JuanitoFatas,1,8,1,0,1,0,1,tarde,0,0,terca-feira,4.533493,0.086825,11,1
mitchellh,8,36,12,1,11,11,1,madrugada,0,232,segunda-feira,81.008376,1.552705,34,1
wtanaka,1,41,1,0,1,1,0,noite,0,4,domingo,4.630013,0.088517,159,0
shadowfax-chc,2,36,1,0,1,1,0,noite,0,32,domingo,7.862899,0.150324,6,1
sneal,9,103,18,3,9,11,0,manha,6,256,domingo,72.823312,1.392249,12,1
