@relation 'node-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R10,30,36,38,40,42,48,50,52,53'

@attribute files_modified numeric
@attribute asserts_per_kloc numeric
@attribute requester {eversojk,bengl,TheAlphaNerd,Fishrock123,jasnell,evanlucas,trevnorris,thlorenz,mhdawson,JacksonTian,lpinca,gareth-ellis,santigimeno,kapouer,drywolf,benjamingr,claudiorodriguez,ofrobots,tomreece,lance,bsegault,cjihrig,WebReflection,Trott,orangemocha,jbergstroem,matthewloring,thefourtheye,joaocgreis,fast0490f,FB55,rvagg,dirceu,kevinoid,mithun-daa,pittyplatsch,alexpenev-s,shigeki,svozza,watilde,phillipj,fanatid,luoziyong,fansworld-claudio,thekemkid,AndreasMadsen,whitlockjc,geek,gnash48,erg0dic,stevemao,mscdex,therewillbecode,axvm,gibm,bnoordhuis,RWOverdijk,entertainyou,othiym23,targos,princejwesley,pmuellr,omsmith,mike182uk,stefanmb,silverwind,arnav-gudibande,robertchiras,eljefedelrodeodeljefe,strawbrary,indutny,zdebyman,firedfox,billautomata,DungarMT,mcollina,zbinlin,kthelgason,vkurchatkin,ronkorving,sam-github,dnalborczyk,chrisdew,SeekTheError,kahwee,Shambhavi,estliberitas,nettofarah,pinggod,glenholmes,zkat,jray319,silentroach,kaero,Ralt,hgwood,jrit,andrewmash,mpotra,mjcuva,MrOutput,chinedufn,tristanls,dimhotepus,IgorKlopov,vaibhav93,NoahRoseLedesma,Avinash-Raj,mikeal,TriAnMan,arlolra,BridgeAR,juliepagano,braydonf,agl,ChALkeR,ncopa,imyller,iarna,a0viedo,ojss,dcposch,tflanagan,JungMinu,raineroviir,osmanager,aayn,Necromos,pra85,piepmatz,romankl,focusaurus,fdaciuk,TimothyGu,techjeffharris,lumberj,dturing,Cangit,chicoxyzzy,Qard,Jimbly,drewfish,obastemur,Chris911,felixfbecker,seokju-na,garrows,wKich,Nibbler999,kunalspathak,drjokepu,richardlau,cusspvz,pgeiss,luckduvip,MichaelTheriot,thejefflarson,exinfinitum,bryce-gibson,littledan,kohei-takata,danielsan,iWuzHere,misterdjules,zeusdeux,greenjava,zoubin,sung-su,saru95,feross,rmg,Sequoia,tomgco,daguej,barisvelioglu,richardsun29,davidvgalbraith,mafintosh,ChuckLangford,ryansobol,designfrontier,jfromaniello,bripkens,iamchenxin,jsheely,dschenkelman,nikolas,juancho1,mbarinov,setun-90,saadq,addaleax,woollybogger,Sup,ashleygwilliams,dnakamura,nicholaswyoung,chrisJohn404,Xotic750,AdriVanHoudt,skilledDeveloper,saghul,lmarkus,martinbark,gagern,yorkie,hidekiy,calvinmetcalf,joerg-krause,baloo,wurde,brycebaril,scottsb,vdemedes,Y--,jkrems,jonathanp,tangxinfa,jscissr,bsnote,gireeshpunathil,pabigot,gromnitsky,martfors,aredridel,TejasManohar,rifler,Zirak,lordjabez,srl295,yosuke-furukawa,minesworld,pmq20,jmm,DaftMonk,neilstuartcraig,thinkingdust,john-yan,hellopao,saquibkhan,hmalphettes,SPGB,mccraveiro,aks-,jas-,fredericosilva,zertosh,emilyaviva,rodmachen,suitupalex,usta,narqo,baslr,fernandezpablo85,birnam,zhangrenyang,mLuby,sitegui,ifdattic,darobin,domenic,Gum-Joe,PabloSuarez,micnic,Skomski,hemanth,calebboyd,reggi,hustxiaoc,dhodder,idoby,Martii,smith-kyle,fabiosantoscode,thorn0,dougshamoo,TooTallNate,MJefferson,pdilyard,jwueller,zyxar,brendanashworth,mareksrom,kulkarniankita,zcbenz,johannhof,sbourdelin,xiangshouding,PaulVI,brodybits,justinmchase,lfortin,mobinni,tjconcept,dgerber,mzgol,vaseker,joepie91,psharma1209,IonicaBizau,sevoma,abbr,DannyNemer,tunniclm,AhoyM,mtharrison,foliveira,daveboivin,agcolom,julianduque,viirya,akroeger1984,walkerlee,mnkhouri,charlierudolph,yoshokatana,saljam,joozek78,sambthompson,yjhjstz,jhamhader,sxa555,jasonkarns,mansona,bmeck,toddself,hertzg,socketpair,MattMS,alexrepin,skeggse,bahamas10,diversario,apechimp,jmdyck,itkoren,OleksandrChekhovskyi,wraithan,manvalls,nathan7,subzey,rlidwka,yury-s,yanxyz,martinheidegger,tellnes,3y3,monsanto,phersh,piscisaureus,Olegas,pierreinglebert,petschekr,mogadanez,sxyizhiren,dominictarr,webPapaya,m0ppers,davidtpate,skenqbx,MauriceButler,michalzagrodzki,joshgummersall,saarons,fsbatista,fhemberger,smikes,chrisdickinson,robertkowalski,mikemaccana,petkaantonov,maqnouch,ivan,enaqx,coderaiser,fastest963,ChrisYip,jomo,hoho,jekrb,standup75,danvarga,alexyursha,ajcrites,not-implemented,modeswitch,Gioyik,super-turbo,adrianblynch,tako-black,Frijol,kaspars,AlexKVal,phlco,coderhaoxin,jagoda,MayhemYDG,fengmk2,xoddong,connor4312,anio,mdarse,runeli,abbshr,Schmoopiie,fundon,laino,pesho,okuryu,blakmatrix,nkt,olov,bnb,MBullington,JCMais,SgtPooki,timoxley,nvcexploder,pmed,kenperkins,Havvy,reqshark,goto-bus-stop,shinnn,kevinmehall,emilyrose,uxp,e-jigsaw,jimmyhsu,charmander,thewazir,ceejbot,skaapgif,ryanseys,cfsghost,remixz,popomore,lllama,zerhacken,lxe,snostorm,sonewman,Demurgos,DsXack,ontouchstart,jonathanong,curtiszimmerman,mathiask88,3674823674252,seishun,a8m,pascalduez,wizicer,toastynerd,jray,sairion,qzaidi,bcbcb,drcapulet,mhart,jongyeol,pwnate,isaacs,MicTech,btd,qbit,ysmood,iamphill,RubenVerborgh,Zuckonit,mathiasbynens,haroldfredshort,chrisalley,jessecogollo,ruimarinho,fixe,crandmck,loyd,ziyunfei,caitp,Cydox,amir-s,rudi-cilibrasi,timruffles,markstos,gdi2290,teppeis,iankronquist,bajtos,rootslab,Jinkwon,algesten,srijs,alvynmcq,wizardzloy,bk2204,smcmurray,ghostbar,ahmdrefat,imjacobclark,leobalter,tkellen,kevinohara80,maraca,xjamundx,maxogden}
@attribute requester_succ_rate numeric
@attribute following numeric
@attribute main_team_member {false,true}
@attribute prior_interaction_pr_events numeric
@attribute prior_interaction_commits numeric
@attribute first_response numeric
@attribute status {0,1}

@data
2,266.400997,Trott,0.374046,41,true,152,276,3,1
3,266.400997,indutny,0.148936,17,true,47,105,0,0
1,266.39673,bnoordhuis,0.810526,29,true,85,124,1,1
1,266.39673,Trott,0.369231,41,true,150,272,0,1
2,266.39673,ofrobots,0.346154,11,true,19,59,7,1
1,266.39673,brycebaril,0,41,false,1,4,8,0
1,266.39673,rvagg,0.375758,17,true,72,513,56,1
1,263.460801,rvagg,0.378049,17,true,71,505,105,0
1,389.922925,rvagg,0.385093,17,true,68,505,74,0
1,266.39673,bengl,0.666667,108,true,6,31,187,0
1,263.699871,Trott,0.372093,41,true,149,267,1,0
1,263.698747,cjihrig,0.183673,19,true,44,76,14,0
1,263.698747,iarna,375,19,true,6,20,1,0
1,263.698747,JungMinu,0.192308,56,true,29,33,1,1
1,263.698747,zkat,0.071429,56,false,11,32,1,1
1,263.698747,mscdex,0.081081,1,true,15,29,11,0
1,263.698747,yorkie,0.384615,141,true,10,14,1,0
2,263.711111,scottsb,0,5,false,0,5,3,0
200,263.711111,shigeki,0.076923,7,true,4,18,22,1
138,445.561346,bnoordhuis,0.814815,29,true,84,121,26,0
138,390.006087,bnoordhuis,0.819149,29,true,83,121,26,0
2,263.711111,vdemedes,0,9,false,0,0,13,0
5,263.711111,Trott,375,41,true,149,266,11,0
1,263.711111,joaocgreis,625,3,true,13,20,313,1
2,263.711111,TheAlphaNerd,0.25,145,true,19,372,2,1
1,263.711111,fansworld-claudio,0.333333,0,true,9,23,1591,1
1,263.704834,cjihrig,0.1875,19,true,43,75,46,0
1,263.70371,joaocgreis,0.6,3,true,14,20,36,1
2,263.657249,cjihrig,0.170213,19,true,40,71,487,1
2,263.604319,Trott,0.377953,41,true,146,264,2,0
3,263.657249,zeusdeux,0,90,true,0,9,8,0
1,263.583007,santigimeno,0.230769,8,true,8,34,87,0
50,263.583007,ofrobots,0.32,11,true,22,62,11,1
7,263.583007,Y--,0,27,false,0,0,2,0
2,263.583007,cjihrig,0.173913,19,true,39,65,2,0
2,263.583007,bnoordhuis,0.818182,29,true,80,118,195,1
3,263.57022,evanlucas,0.603448,60,true,46,94,6,1
1,263.57022,lpinca,0,15,false,0,5,364,1
1,263.57022,mscdex,0.083333,1,true,16,27,22,0
3,263.57022,mscdex,0.085714,1,true,14,22,23,0
1,263.553171,a0viedo,0.428571,72,true,9,12,9,0
2,263.553171,bnoordhuis,0.822581,29,true,79,114,17,0
2,263.553171,Fishrock123,0.550725,17,true,46,199,10,1
1,263.552278,jkrems,0,28,true,0,6,36,1
2,263.552278,davidvgalbraith,0,0,true,0,5,286,0
1,263.552278,jonathanp,0,37,false,1,8,1334,1
1,263.552278,Trott,0.380952,41,true,145,256,1,0
1,263.552278,Trott,384,41,true,144,265,3,0
41,263.552278,tangxinfa,0,1,true,0,2,10,0
1,263.552278,Trott,0.379032,41,true,143,264,109,1
30,263.552278,jonathanp,0,37,false,0,4,280,0
2,263.552278,Trott,0.382114,41,true,142,259,16,0
4,263.545538,tomgco,0.333333,64,true,5,14,4292,1
1,263.554063,santigimeno,0.25,8,true,7,34,7284,0
1,263.552278,Trott,0.377049,41,true,141,258,3,1
0,263.554063,santigimeno,0.333333,8,true,6,29,7309,0
0,263.554063,silverwind,375,34,true,52,59,140,0
3,263.552278,jscissr,0.666667,0,true,3,18,43,0
0,263.554063,bsnote,0,11,false,1,4,24,1
0,263.554063,gireeshpunathil,1,23,false,1,5,252,0
0,254.8037,zkat,0.166667,56,false,8,20,34,0
0,263.554063,othiym23,0,32,false,5,6,68,1
2,263.554063,indutny,0.333333,17,true,48,97,0,0
1,263.554063,santigimeno,0.4,8,true,5,25,284,0
9,263.552278,bnoordhuis,0.648649,29,true,84,116,1,1
1,263.554063,jscissr,0.5,0,true,2,18,27470,1
0,263.554063,stefanmb,0.25,17,true,12,62,188,1
9,263.553171,matthewloring,0.166667,4,true,6,29,1,0
0,263.530074,evanlucas,0.724138,60,true,47,82,1732,0
3,263.552278,matthewloring,0,4,true,5,25,7,1
0,263.521549,Trott,0.576923,41,true,142,249,5,1
1,263.521549,rvagg,0.436364,17,true,85,551,101,1
1,263.468613,santigimeno,0.5,8,true,4,19,64,0
2,263.468613,Fishrock123,0.608696,17,true,56,224,2,0
248,254.8037,zkat,0.2,56,false,7,20,8,0
1,263.468613,Trott,0.586667,41,true,139,238,136,1
1,263.468613,rvagg,0.425926,17,true,84,551,2,1
1,263.468613,bengl,0.8,108,true,5,22,643,0
2,263.468613,pabigot,0,0,false,0,4,8,1
0,263.468613,cjihrig,0.25,19,true,32,38,122,1
1,263.468613,evanlucas,0.75,60,true,49,84,4,0
1,263.468613,gireeshpunathil,0,23,false,0,0,354,1
1,263.468613,Trott,0.589041,41,true,138,231,2,1
1,263.468613,santigimeno,0.666667,8,true,3,19,13376,0
10,389.922925,rvagg,0.433962,17,true,90,563,804,0
2,263.468613,JacksonTian,0,134,true,0,6,44,0
1,263.455825,Trott,0.583333,41,true,139,222,3,1
1,263.455825,santigimeno,1,8,false,1,5,1,1
1,263.455825,santigimeno,0,8,false,0,0,40,1
2,263.455825,bnoordhuis,0.638889,29,true,79,106,397,1
1,263.455825,JungMinu,0.16,56,true,42,32,566,1
1,263.455825,silverwind,0.333333,34,true,56,57,2,1
2,263.421725,jscissr,0,0,false,1,5,151,1
132,416.65573,trevnorris,0.166667,24,true,42,94,1,0
4,263.421725,gromnitsky,0,0,false,0,1,14,1
1,263.421725,jscissr,0,0,false,0,1,5,0
1,263.419479,martfors,0,0,false,0,4,1,1
1,263.406691,bengl,0.75,108,true,4,20,981,1
1,263.424657,cjihrig,0.285714,19,true,25,37,3,0
1,263.424657,cjihrig,0.333333,19,true,24,37,2,0
1,263.424657,jasnell,0.185185,39,true,118,557,2,0
2,263.424657,yorkie,0.714286,141,true,5,17,147,0
3,263.424657,yorkie,0.666667,141,true,4,15,69,1
0,263.424657,bengl,0.666667,108,true,3,15,6,1
1,263.410705,fansworld-claudio,0.4,0,true,7,19,186,0
2,263.410705,stefanmb,0.272727,17,true,11,54,4,0
1,263.404426,evanlucas,0.740741,60,true,51,82,0,1
1,263.404426,evanlucas,0.730769,60,true,49,76,123,1
1,263.404426,aredridel,0,107,false,0,0,11,1
1,263.404426,Trott,0.6,41,true,143,222,1,0
3,389.922925,misterdjules,0.466667,20,true,25,40,1,0
3,445.534847,misterdjules,0.5,20,true,23,40,0,0
2,263.417004,JungMinu,0.166667,56,true,41,29,449,0
1,263.417004,JungMinu,0.173913,56,true,39,25,31,0
3,263.41925,JungMinu,0.181818,56,true,38,25,11,0
2,263.41925,Trott,0.608696,41,true,142,214,2,0
1,263.41925,Trott,0.617647,41,true,141,213,0,0
1,263.41925,evanlucas,0.76,60,true,48,73,1,0
2,263.420373,stefanmb,0.3,17,true,10,52,5,0
2,263.420373,cjihrig,0.4,19,true,21,37,6,0
2,263.420373,yorkie,0.8,141,true,3,15,15,0
1,263.424864,tflanagan,0.285714,6,true,10,170,2,0
1,263.424864,fansworld-claudio,0.5,0,true,5,15,33,0
1,263.424864,fansworld-claudio,0.333333,0,true,4,15,83,1
1,263.424864,fansworld-claudio,0,0,true,2,14,3,1
1,263.424864,TejasManohar,0,502,false,2,0,84,0
6,263.424864,TejasManohar,0,502,false,1,0,110,0
28,263.424864,bengl,1,108,true,2,14,44,0
5,263.424864,TejasManohar,0,502,false,0,0,38,0
1,263.424864,Trott,0.626866,41,true,140,210,4,0
4,263.424864,rifler,0,9,false,0,0,18,0
2,263.424864,Zirak,1,0,false,1,2,55,1
6,263.424864,JungMinu,0.190476,56,true,37,25,23,0
7,263.424864,JungMinu,0.2,56,true,35,25,-1,0
1,263.424864,JungMinu,0.210526,56,true,33,25,1311,0
1,263.424864,Trott,0.621212,41,true,140,208,5,1
1,263.424864,jasnell,0.192308,39,true,102,538,13,0
1,416.65573,bnoordhuis,0.676471,29,true,83,115,10,0
2,263.389241,Zirak,0,0,false,0,0,17,1
4,263.397768,lordjabez,0,0,false,0,0,10,0
1,263.374433,tflanagan,0.4,6,true,8,162,181,0
1,263.374433,a0viedo,0.6,72,true,7,12,1,0
0,263.374433,Trott,0.630769,41,true,139,203,0,0
1,263.378696,bengl,1,108,true,1,8,178,1
2,263.378696,srl295,0.25,15,true,10,19,1,0
1,263.38768,yosuke-furukawa,0,19,true,1,7,16,0
1,263.38768,cjihrig,0.5,19,true,18,35,5,0
2,263.38768,bnoordhuis,0.69697,29,true,84,128,10,0
1,263.38768,evanlucas,0.75,60,true,46,71,147,1
1,263.38768,JungMinu,0.222222,56,true,30,24,1,0
1,263.38768,evanlucas,0.73913,60,true,45,64,131,1
5,263.38768,trevnorris,0.117647,24,true,40,93,10,1
1,263.38768,indutny,0.346154,17,true,54,113,7,0
2,263.369275,ashleygwilliams,0,28,false,0,3,19,0
2,263.369275,minesworld,0,0,false,0,0,443,0
2,263.369275,pmq20,0.272727,485,true,11,17,3,1
1,263.255283,bengl,0,108,true,0,3,18,1
2,263.282223,matthewloring,0,4,true,6,24,25,0
15,263.282223,stefanmb,0.333333,17,true,9,42,1380,0
8,263.282223,stefanmb,375,17,true,8,42,1383,0
10,263.282223,stefanmb,0.285714,17,true,7,42,1375,1
3,263.282223,stefanmb,0.333333,17,true,6,42,1377,0
2,263.282223,stefanmb,0.4,17,true,5,42,8,0
7,263.282223,stefanmb,0.5,17,true,4,42,2439,0
1,263.282223,stefanmb,0.333333,17,true,3,42,1128,1
1,263.282223,stefanmb,0,17,true,2,42,1395,1
1,263.282223,mcollina,0,281,false,0,0,24,0
1,263.282223,jmm,1,27,true,1,6,2739,0
1,263.290977,jmm,0,27,true,0,6,2,1
1,263.282223,DaftMonk,0,10,true,0,5,13,0
1,263.282223,zbinlin,0,0,false,0,2,6,1
2,263.282223,cjihrig,0.333333,19,true,13,32,113,1
2,263.290977,Fishrock123,0.636364,17,true,61,229,2,0
477,263.282223,Fishrock123,0.666667,17,true,59,229,-1,0
1,263.286487,thefourtheye,0.465116,75,true,86,102,44,0
27,263.286487,cjihrig,0.5,19,true,11,32,2,0
0,263.286487,Fishrock123,0.65,17,true,58,217,4,1
1,263.286487,romankl,0.6,6,true,8,20,0,1
1,263.286487,saghul,0.333333,88,true,3,8,0,0
1,263.286487,TheAlphaNerd,0.181818,145,true,15,203,1,1
1,263.286487,TheAlphaNerd,0.2,145,true,14,200,0,0
1,263.286487,cjihrig,0,19,true,10,28,5,1
6,263.269657,Trott,625,41,true,133,197,31,1
1,263.269657,thefourtheye,0.47619,75,true,85,98,26,0
1,263.269657,neilstuartcraig,0,1,false,0,0,2,0
3,263.248337,Trott,0.634921,41,true,131,192,1,0
4,263.227242,targos,0.642857,7,true,29,97,48,1
9,263.227242,thinkingdust,0.5,2,true,2,17,19,1
1,263.227242,john-yan,0.142857,0,false,7,13,11,1
1,263.242513,hellopao,0,13,false,0,3,334,0
255,254.8037,othiym23,0,32,false,4,3,0,0
144,263.242513,iarna,0.6,19,true,5,17,901,0
123,416.65573,othiym23,0,32,false,3,2,34,0
1,263.242513,romankl,0.75,6,true,7,14,7814,0
1,263.240267,bnoordhuis,0.6875,29,true,79,127,0,1
2,263.238022,saquibkhan,0,31,true,0,1,4,0
2,263.238022,bnoordhuis,0.677419,29,true,77,124,139,1
1,263.238022,jasnell,0.2,39,true,77,488,146,0
1,263.238022,iWuzHere,0.25,5,true,5,16,11,0
32,263.238022,tflanagan,0.5,6,true,6,31,7,0
0,263.238022,rvagg,0.442308,17,true,104,592,89,0
1,263.238022,yorkie,0.75,141,true,4,16,460,1
1,263.238022,hmalphettes,0,3,false,0,0,359,0
4,263.238022,misterdjules,0.583333,20,true,20,40,6,0
2,254.8037,tflanagan,0.666667,6,true,5,9,0,0
1,263.238022,jasnell,0.208333,39,true,73,400,0,0
1,263.238022,SPGB,0,2,false,0,3,23,0
1,263.238022,iWuzHere,0.333333,5,true,4,11,63,0
2,263.240493,mccraveiro,0,77,false,0,0,4,0
9,416.65573,rvagg,0.431373,17,true,103,589,41,1
1,263.227699,misterdjules,0.636364,20,true,19,32,819,0
214,390.006087,othiym23,0,32,false,2,1,447,0
4,416.65573,misterdjules,0.7,20,true,18,31,0,0
4,390.006087,misterdjules,0.666667,20,true,17,31,2,1
2,263.227699,Trott,0.645161,41,true,130,188,1,0
1,263.227699,srl295,0.285714,15,true,10,19,1291,0
1,258.108552,aks-,0.2,1,false,6,0,9,1
2,258.108552,evanlucas,0.8,60,true,43,58,4,1
2,258.108552,bnoordhuis,0.666667,29,true,75,119,203,1
1,258.108552,indutny,0.36,17,true,53,118,50,0
15,258.108552,JungMinu,0.235294,56,true,27,24,1,0
1,258.108552,Trott,0.639344,41,true,127,183,582,1
2,258.108552,aks-,0,1,false,5,0,9,1
1,258.108552,Trott,0.65,41,true,126,181,0,0
2,258.108552,Trott,0.661017,41,true,125,179,2,0
1,258.108552,jas-,0,40,false,0,3,1895,0
3,258.108552,fredericosilva,0,9,false,0,0,94,0
1,258.108552,thinkingdust,1,2,true,1,11,8,0
1,258.108552,tomgco,0.333333,64,false,3,8,1,0
1,258.108552,tomgco,0.5,64,false,2,6,5064,0
170,258.108552,iarna,0.5,19,true,4,15,354,1
2,254.729656,jasnell,0.217391,39,true,68,360,6,0
2,258.092979,evanlucas,0.789474,60,true,41,55,69,1
1,258.084655,bnoordhuis,0.655172,29,true,71,116,60,1
3,258.084655,aks-,0,1,false,2,0,-1,0
1,258.08385,zertosh,0.5,8,true,2,12,398,1
1,258.08385,zertosh,0,8,false,1,5,8,1
1,258.08385,zertosh,0,8,false,0,3,3,0
2,258.077405,Trott,0.672414,41,true,121,178,94,0
5,258.069081,emilyaviva,0,7,false,0,0,22,1
2,258.069081,bnoordhuis,0.642857,29,true,69,106,3,1
1,258.069081,phillipj,1,2,false,1,5,1058,0
1,258.069081,john-yan,0.166667,0,false,6,7,1,0
2,258.069081,tflanagan,0.5,6,true,3,9,8,1
7,258.064919,jasnell,0.227273,39,true,65,337,78,0
1,258.064919,rodmachen,1,2,false,1,0,5,0
2,258.064919,suitupalex,0,11,false,0,0,6,1
96,254.842385,jasnell,0.238095,39,true,64,335,1,0
1,258.064919,usta,0,6,true,1,7,1,0
2,258.064919,narqo,0,37,true,0,3,23,1
1,258.064919,stefanmb,0,17,false,1,3,15,0
1,254.842385,stefanmb,0,17,false,0,3,13,0
1,258.031084,baslr,0,22,false,0,3,9871,0
1,258.031084,thinkingdust,0,2,false,0,0,35,1
3,258.031084,indutny,0.347826,17,true,50,111,4,1
2,258.013361,Trott,0.666667,41,true,117,180,44,1
1,258.013361,fernandezpablo85,0,16,false,0,0,21,0
10,257.96234,TheAlphaNerd,0.222222,145,true,13,101,5,0
4,257.96234,indutny,0.363636,17,true,49,107,743,0
1,257.966635,TheAlphaNerd,0.25,145,true,12,94,1,0
1,257.966635,birnam,0,2,false,0,3,1,0
1,257.966635,john-yan,0.2,0,false,5,7,5,0
1,257.980318,bnoordhuis,0.62963,29,true,63,104,23,1
1,257.980318,zhangrenyang,0,0,false,0,0,6,1
2,257.951177,mLuby,0,68,false,0,0,2,0
2,254.842385,ofrobots,0.416667,11,true,23,79,296,0
3,257.952648,Trott,0.678571,41,true,116,177,4,0
3,257.952648,Trott,0.672727,41,true,115,177,1,1
2,257.952648,thefourtheye,0.463415,75,true,78,97,42,1
1,257.952648,sitegui,0,1,false,0,3,28,0
2,258.248232,Trott,0.666667,41,true,112,171,4,1
1,258.248232,ifdattic,0,3,false,0,0,3,0
2,258.248232,targos,0.615385,7,true,26,84,2,1
1,258.248232,evanlucas,0.777778,60,true,39,51,9,1
1,258.243405,darobin,0,1,false,0,0,4,0
1,258.243405,john-yan,0.25,0,false,4,4,13,0
2,258.243405,trevnorris,0.133333,24,true,34,72,167,0
2,258.243405,bnoordhuis,0.615385,29,true,61,102,17,1
1,258.466399,jbergstroem,0.8,23,true,9,21,4,0
0,258.466399,iarna,0.666667,19,true,3,9,19,0
179,258.466399,evanlucas,0.764706,60,true,37,50,1,1
1,258.466399,Trott,0.679245,41,true,110,169,-1,0
2,258.466399,mhdawson,0.4,4,true,13,40,4,1
1,258.466399,silverwind,0.384615,34,true,51,47,52,0
0,260.341345,Fishrock123,0.684211,17,true,48,198,17,0
13,260.354411,iWuzHere,0.5,5,false,3,7,1395,0
1,260.354411,evanlucas,0.75,60,true,36,50,21,1
8,260.354411,targos,0.583333,7,true,24,81,83,1
1,260.354411,rvagg,0.428571,17,true,100,553,1,1
49,260.354411,ofrobots,0.454545,11,true,22,77,7,0
0,260.354411,rvagg,0.4375,17,true,99,544,789,0
1,260.354411,shigeki,1,7,true,3,14,3,0
0,260.354411,bnoordhuis,0.64,29,true,59,99,377,0
1,260.350748,mhdawson,0.444444,4,true,12,36,5,0
2,260.350748,rvagg,0.446809,17,true,98,538,1,0
6,247.163522,rvagg,0.456522,17,true,95,537,2,0
0,260.350748,rvagg,0.466667,17,true,94,536,867,0
7,260.350748,trevnorris,0.071429,24,true,32,69,0,1
1,260.350748,mhdawson,0.5,4,true,11,32,105,0
1,260.334018,iWuzHere,1,5,false,2,7,13,0
1,260.334018,TheAlphaNerd,0.142857,145,true,10,78,0,1
3,260.328919,targos,0.545455,7,true,22,79,2,1
37,260.334018,TheAlphaNerd,0,145,true,9,71,0,1
1,260.336714,mhdawson,0.571429,4,true,10,26,200,0
1,260.336714,jbergstroem,0.75,23,true,8,19,21,1
1,260.336714,john-yan,0.333333,0,false,3,2,0,0
1,260.299069,TheAlphaNerd,0,145,true,8,59,0,0
1,260.299069,trevnorris,0.076923,24,true,29,60,12,0
1,260.299069,fansworld-claudio,0,0,true,1,14,31,0
1,260.293626,domenic,1,57,false,2,0,0,0
1,260.293626,Fishrock123,0.666667,17,true,41,196,5,1
1,260.268529,Fishrock123,0.647059,17,true,39,193,49,1
3,260.268529,targos,0.5,7,true,20,80,1,1
1,260.268529,Trott,0.673077,41,true,105,167,1,1
1,260.268529,Gum-Joe,0,1,false,0,0,16,0
1,260.268529,Trott,0.686275,41,true,104,163,2,0
1,260.262341,Trott,0.68,41,true,103,159,1,1
4,260.262341,jasnell,0.25,39,true,45,261,5021,0
4,260.26297,exinfinitum,0,4,false,0,6,284,0
1,260.26297,indutny,0.380952,17,true,44,102,3,0
1,260.259875,rvagg,0.454545,17,true,93,518,48,1
1,260.259875,rvagg,0.44186,17,true,92,516,1097,1
3,260.230529,misterdjules,625,20,true,15,29,4,1
1,260.230529,thekemkid,0,62,false,0,2,423,1
2,260.230529,mscdex,0.333333,1,true,13,16,1,0
1,260.230529,pmq20,0.333333,485,true,11,17,361,0
13,260.230529,Trott,0.673469,41,true,99,155,0,1
6,260.230529,PabloSuarez,0,31,false,0,0,14,0
3,260.230529,trevnorris,0.083333,24,true,27,57,133,0
25,260.230529,micnic,0,15,true,0,2,1,0
2,260.230529,Skomski,0.1875,51,true,19,80,7064,0
1,260.230529,silverwind,0.454545,34,true,46,46,5,0
1,254.893123,hemanth,0,143,false,0,0,33,0
0,254.893123,rvagg,0.452381,17,true,91,510,315,0
1,254.893123,phillipj,0,2,false,0,2,294,1
4,254.893123,TheAlphaNerd,0,145,true,4,49,0,0
2,254.893123,Trott,0.666667,41,true,98,149,1,1
1,254.893123,ronkorving,0.25,2,true,5,17,95,0
0,254.893123,misterdjules,0.714286,20,true,13,29,0,0
1,254.88895,misterdjules,0.666667,20,true,12,25,5,1
1,254.842385,TimothyGu,0,12,true,0,3,13,1
112,254.88895,ofrobots,0.5,11,true,20,73,1,0
1,254.88895,rvagg,0.463415,17,true,90,504,322,0
4,254.88895,indutny,0.35,17,true,42,95,1,1
1,254.88895,TheAlphaNerd,0,145,true,3,47,13,0
1,254.88895,TheAlphaNerd,0,145,true,2,47,6,0
2,254.842385,jasnell,0.263158,39,true,39,237,670,0
1,254.88895,TheAlphaNerd,0,145,true,1,47,0,0
1,254.88895,Trott,0.659574,41,true,95,142,7,1
1,254.88895,calebboyd,0,41,false,0,0,2287,1
2,254.855564,rmg,0,7,false,0,2,1,0
1,254.855564,Trott,0.673913,41,true,93,140,3,0
3,254.855564,indutny,0.368421,17,true,41,90,1,0
1,254.855564,Trott,0.688889,41,true,92,136,0,0
4,254.828478,jbergstroem,0.666667,23,true,6,14,2,1
1,254.828478,Trott,0.704545,41,true,91,133,2,0
0,254.828478,Trott,0.72093,41,true,89,131,1,0
1,254.830686,romankl,0.666667,6,true,5,11,45,1
