@relation 'node-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R10,30,36,38,40,42,48,50,52,53'

@attribute files_modified numeric
@attribute asserts_per_kloc numeric
@attribute requester {eversojk,bengl,TheAlphaNerd,Fishrock123,jasnell,evanlucas,trevnorris,thlorenz,mhdawson,JacksonTian,lpinca,gareth-ellis,santigimeno,kapouer,drywolf,benjamingr,claudiorodriguez,ofrobots,tomreece,lance,bsegault,cjihrig,WebReflection,Trott,orangemocha,jbergstroem,matthewloring,thefourtheye,joaocgreis,fast0490f,FB55,rvagg,dirceu,kevinoid,mithun-daa,pittyplatsch,alexpenev-s,shigeki,svozza,watilde,phillipj,fanatid,luoziyong,fansworld-claudio,thekemkid,AndreasMadsen,whitlockjc,geek,gnash48,erg0dic,stevemao,mscdex,therewillbecode,axvm,gibm,bnoordhuis,RWOverdijk,entertainyou,othiym23,targos,princejwesley,pmuellr,omsmith,mike182uk,stefanmb,silverwind,arnav-gudibande,robertchiras,eljefedelrodeodeljefe,strawbrary,indutny,zdebyman,firedfox,billautomata,DungarMT,mcollina,zbinlin,kthelgason,vkurchatkin,ronkorving,sam-github,dnalborczyk,chrisdew,SeekTheError,kahwee,Shambhavi,estliberitas,nettofarah,pinggod,glenholmes,zkat,jray319,silentroach,kaero,Ralt,hgwood,jrit,andrewmash,mpotra,mjcuva,MrOutput,chinedufn,tristanls,dimhotepus,IgorKlopov,vaibhav93,NoahRoseLedesma,Avinash-Raj,mikeal,TriAnMan,arlolra,BridgeAR,juliepagano,braydonf,agl,ChALkeR,ncopa,imyller,iarna,a0viedo,ojss,dcposch,tflanagan,JungMinu,raineroviir,osmanager,aayn,Necromos,pra85,piepmatz,romankl,focusaurus,fdaciuk,TimothyGu,techjeffharris,lumberj,dturing,Cangit,chicoxyzzy,Qard,Jimbly,drewfish,obastemur,Chris911,felixfbecker,seokju-na,garrows,wKich,Nibbler999,kunalspathak,drjokepu,richardlau,cusspvz,pgeiss,luckduvip,MichaelTheriot,thejefflarson,exinfinitum,bryce-gibson,littledan,kohei-takata,danielsan,iWuzHere,misterdjules,zeusdeux,greenjava,zoubin,sung-su,saru95,feross,rmg,Sequoia,tomgco,daguej,barisvelioglu,richardsun29,davidvgalbraith,mafintosh,ChuckLangford,ryansobol,designfrontier,jfromaniello,bripkens,iamchenxin,jsheely,dschenkelman,nikolas,juancho1,mbarinov,setun-90,saadq,addaleax,woollybogger,Sup,ashleygwilliams,dnakamura,nicholaswyoung,chrisJohn404,Xotic750,AdriVanHoudt,skilledDeveloper,saghul,lmarkus,martinbark,gagern,yorkie,hidekiy,calvinmetcalf,joerg-krause,baloo,wurde,brycebaril,scottsb,vdemedes,Y--,jkrems,jonathanp,tangxinfa,jscissr,bsnote,gireeshpunathil,pabigot,gromnitsky,martfors,aredridel,TejasManohar,rifler,Zirak,lordjabez,srl295,yosuke-furukawa,minesworld,pmq20,jmm,DaftMonk,neilstuartcraig,thinkingdust,john-yan,hellopao,saquibkhan,hmalphettes,SPGB,mccraveiro,aks-,jas-,fredericosilva,zertosh,emilyaviva,rodmachen,suitupalex,usta,narqo,baslr,fernandezpablo85,birnam,zhangrenyang,mLuby,sitegui,ifdattic,darobin,domenic,Gum-Joe,PabloSuarez,micnic,Skomski,hemanth,calebboyd,reggi,hustxiaoc,dhodder,idoby,Martii,smith-kyle,fabiosantoscode,thorn0,dougshamoo,TooTallNate,MJefferson,pdilyard,jwueller,zyxar,brendanashworth,mareksrom,kulkarniankita,zcbenz,johannhof,sbourdelin,xiangshouding,PaulVI,brodybits,justinmchase,lfortin,mobinni,tjconcept,dgerber,mzgol,vaseker,joepie91,psharma1209,IonicaBizau,sevoma,abbr,DannyNemer,tunniclm,AhoyM,mtharrison,foliveira,daveboivin,agcolom,julianduque,viirya,akroeger1984,walkerlee,mnkhouri,charlierudolph,yoshokatana,saljam,joozek78,sambthompson,yjhjstz,jhamhader,sxa555,jasonkarns,mansona,bmeck,toddself,hertzg,socketpair,MattMS,alexrepin,skeggse,bahamas10,diversario,apechimp,jmdyck,itkoren,OleksandrChekhovskyi,wraithan,manvalls,nathan7,subzey,rlidwka,yury-s,yanxyz,martinheidegger,tellnes,3y3,monsanto,phersh,piscisaureus,Olegas,pierreinglebert,petschekr,mogadanez,sxyizhiren,dominictarr,webPapaya,m0ppers,davidtpate,skenqbx,MauriceButler,michalzagrodzki,joshgummersall,saarons,fsbatista,fhemberger,smikes,chrisdickinson,robertkowalski,mikemaccana,petkaantonov,maqnouch,ivan,enaqx,coderaiser,fastest963,ChrisYip,jomo,hoho,jekrb,standup75,danvarga,alexyursha,ajcrites,not-implemented,modeswitch,Gioyik,super-turbo,adrianblynch,tako-black,Frijol,kaspars,AlexKVal,phlco,coderhaoxin,jagoda,MayhemYDG,fengmk2,xoddong,connor4312,anio,mdarse,runeli,abbshr,Schmoopiie,fundon,laino,pesho,okuryu,blakmatrix,nkt,olov,bnb,MBullington,JCMais,SgtPooki,timoxley,nvcexploder,pmed,kenperkins,Havvy,reqshark,goto-bus-stop,shinnn,kevinmehall,emilyrose,uxp,e-jigsaw,jimmyhsu,charmander,thewazir,ceejbot,skaapgif,ryanseys,cfsghost,remixz,popomore,lllama,zerhacken,lxe,snostorm,sonewman,Demurgos,DsXack,ontouchstart,jonathanong,curtiszimmerman,mathiask88,3674823674252,seishun,a8m,pascalduez,wizicer,toastynerd,jray,sairion,qzaidi,bcbcb,drcapulet,mhart,jongyeol,pwnate,isaacs,MicTech,btd,qbit,ysmood,iamphill,RubenVerborgh,Zuckonit,mathiasbynens,haroldfredshort,chrisalley,jessecogollo,ruimarinho,fixe,crandmck,loyd,ziyunfei,caitp,Cydox,amir-s,rudi-cilibrasi,timruffles,markstos,gdi2290,teppeis,iankronquist,bajtos,rootslab,Jinkwon,algesten,srijs,alvynmcq,wizardzloy,bk2204,smcmurray,ghostbar,ahmdrefat,imjacobclark,leobalter,tkellen,kevinohara80,maraca,xjamundx,maxogden}
@attribute requester_succ_rate numeric
@attribute following numeric
@attribute main_team_member {false,true}
@attribute prior_interaction_pr_events numeric
@attribute prior_interaction_commits numeric
@attribute first_response numeric
@attribute status {0,1}

@data
0,313.61357,rvagg,0.304348,17,true,57,25,486,1
16,306.271645,evanlucas,0.235294,60,true,15,0,123,0
1,306.271645,jbergstroem,0.026316,23,false,29,0,315,0
2,304.200255,vkurchatkin,0.08,15,false,3,0,5514,0
2,306.271645,yosuke-furukawa,0,19,false,8,0,255,0
0,306.271645,Fishrock123,0.448276,17,true,44,11,835,0
1,306.247564,silverwind,0,34,true,20,1,11,0
1,306.247564,yosuke-furukawa,0,19,false,7,0,38,0
3,306.271645,yorkie,0.25,138,false,4,0,3,0
1,306.239949,yosuke-furukawa,0,19,false,6,0,83,0
1,306.239949,jbergstroem,0.027027,23,false,28,0,92,0
2,306.27041,Fishrock123,0.433333,17,true,47,11,-5549,1
20,306.239949,bnoordhuis,0.84127,29,true,166,4,367,1
3,246.109705,chrisdickinson,0.12,78,true,17,2,29783,0
2,306.239949,cjihrig,0.034483,19,true,16,4,8,0
1,306.239949,silverwind,0,34,true,20,1,1,0
3,306.271645,robertkowalski,0,43,false,1,0,1,0
2,306.239949,trevnorris,0,24,false,10,0,48,0
1,306.247564,Fishrock123,0.428571,17,true,43,11,3292,1
2,306.271645,shigeki,0,7,true,10,71,101,0
2,306.248353,mikemaccana,0,1,false,0,0,21,0
148,306.271645,othiym23,0.157895,32,true,18,0,218,0
1,306.239949,evanlucas,0.1875,60,true,12,0,0,1
2,443.242541,romankl,0,6,false,1,0,-1,0
2,246.109705,petkaantonov,0.142857,21,true,7,2,77,0
1,306.271645,yorkie,0.333333,138,false,3,0,9,0
1,443.242541,yorkie,0.5,138,false,2,0,11,0
73,443.242541,saghul,0,87,false,1,0,1,0
1,443.242541,maqnouch,0,110,false,0,0,82,0
1,443.226299,bnoordhuis,0.84,29,true,167,5,2,1
14,443.226299,bnoordhuis,0.83871,29,true,166,5,108,1
1,443.226299,thefourtheye,0,75,false,2,0,108,0
1,443.210057,thefourtheye,0,75,false,1,0,256,0
1,443.210057,shigeki,0,7,true,9,71,486,0
194,443.210057,chrisdickinson,125,78,true,18,2,8,0
2,443.242541,rvagg,0.308824,17,true,59,32,-2928,0
1,443.210057,thefourtheye,0,75,false,0,0,2,0
1,443.210057,bnoordhuis,0.837398,29,true,166,5,1,1
1,443.210057,mscdex,0.08,1,true,22,68,39,0
306,237.597474,brendanashworth,0.045455,17,true,15,3,3925,0
6,246.109705,brendanashworth,0.047619,17,false,14,0,32541,0
1,443.210057,trevnorris,0,24,false,10,0,6,0
4,443.210057,trevnorris,0,24,false,9,0,38,0
1,443.210057,rvagg,0.298507,17,true,54,27,0,1
7,306.271645,mscdex,0.083333,1,true,21,68,1218,0
1,443.210057,bnoordhuis,0.836066,29,true,161,5,1,1
1,443.238853,bnoordhuis,0.834711,29,true,158,5,11,1
1,443.238853,indutny,0.090909,17,true,42,2,4,0
1,443.238853,bnoordhuis,0.833333,29,true,155,5,22,1
3,443.238853,chrisdickinson,0.090909,78,true,16,0,432,0
1,306.271645,jbergstroem,0.027778,23,false,27,0,3,0
6,441.594796,rvagg,0.287879,17,true,50,27,7,1
4,306.271787,rlidwka,0,5,false,3,2,5,0
1,441.605515,mscdex,0.086957,1,true,21,68,-1,0
1,443.242541,ivan,0,81,false,0,0,6430,0
0,443.264053,mscdex,0.090909,1,true,20,68,-1,0
1,441.616234,silverwind,0,34,false,21,0,17,0
1,441.616234,indutny,0.092593,17,true,42,2,6,0
2,441.616234,petkaantonov,0.166667,21,true,6,2,18,0
1,443.264053,rvagg,0.292308,17,true,50,27,17,0
2,443.264053,rvagg,0.28125,17,true,49,27,5,1
0,443.242541,rvagg,0.269841,17,true,48,27,3503,1
6,443.274854,gromnitsky,0,0,false,0,0,479,0
266,437.851979,othiym23,0.111111,32,true,16,0,12,1
14,443.799348,Fishrock123,0.407407,17,true,40,11,37,1
0,306.271645,rmg,0,7,false,0,0,1538,0
1,443.264053,ChALkeR,0,3,false,0,0,0,0
3,443.210057,bnoordhuis,0.831933,29,true,154,5,4751,1
1,443.242541,Fishrock123,0.423077,17,true,39,11,7811,0
1,443.736782,indutny,0.09434,17,true,41,2,0,0
291,443.711518,othiym23,0.058824,32,true,13,0,327,1
3,306.271645,mscdex,0.095238,1,true,19,68,54,0
3,443.711518,mscdex,0.1,1,true,18,68,4,0
1,443.736782,bnoordhuis,0.830508,29,true,153,5,356,1
1,444.286052,Fishrock123,0.44,17,true,38,10,1072,0
1,444.286052,bnoordhuis,0.82906,29,true,151,5,267,1
8,444.336725,bnoordhuis,0.827586,29,true,148,5,2,1
3,444.409136,bnoordhuis,0.826087,29,true,145,5,5,1
5,444.286052,indutny,0.096154,17,true,42,2,1,0
1,444.409136,romankl,0,6,false,0,0,0,0
5,444.286052,petkaantonov,0.2,21,true,5,2,7,0
9,437.941514,Fishrock123,0.416667,17,true,37,10,33,1
13,444.286052,Fishrock123,0.434783,17,true,36,10,341,0
5,437.901944,indutny,0.098039,17,true,41,2,0,0
0,444.286052,rvagg,0.262295,17,true,47,27,364,0
3,306.239949,cjihrig,0.035714,19,true,18,4,2,0
0,444.409136,rvagg,0.266667,17,true,46,27,136,0
1,437.838014,julianduque,0,260,false,2,0,19,0
2,444.286052,silverwind,0,34,false,21,0,6,0
1,437.834448,mscdex,0.105263,1,true,17,68,1,0
2,437.834448,rvagg,0.254237,17,true,43,26,13,1
3,437.901944,trevnorris,0,24,false,8,0,0,0
23,443.271425,yosuke-furukawa,0,19,false,7,0,30,0
2,444.409136,evanlucas,0.133333,60,false,8,0,18,1
1,437.834448,enaqx,0,136,false,2,0,1,0
1,437.834448,jbergstroem,0.028571,23,false,26,0,2,0
2,443.210057,rvagg,0.258065,17,true,48,27,-3443,1
1,437.834448,evanlucas,0.071429,60,false,7,0,863,1
2,437.834448,rvagg,0.241379,17,true,40,26,11,1
6,437.901944,indutny,0.1,17,true,41,2,0,0
19,437.834448,indutny,0.081633,17,true,40,2,-1,1
2,437.901944,Olegas,0,1,false,2,0,21,0
1,437.901944,julianduque,0,260,false,1,0,1,0
3,246.109705,calvinmetcalf,0,112,false,5,0,3785,0
2,437.918246,trevnorris,0,24,false,7,0,2,0
0,306.41789,evanlucas,0.076923,60,false,6,0,20492,0
11,437.918246,indutny,0.083333,17,true,40,2,6,0
1,437.990056,JacksonTian,0,134,true,9,6,38,0
142,444.286052,othiym23,0.0625,32,true,13,0,547,0
8,444.286052,chrisdickinson,0.095238,78,true,17,0,185,0
2,437.990056,silverwind,0,34,false,21,0,6,0
1,306.271645,coderaiser,0,18,false,0,0,306,0
1,437.976314,Fishrock123,0.409091,17,true,39,9,0,1
153,437.834448,chrisdickinson,0.1,78,true,16,0,0,0
3,437.990056,evanlucas,0.083333,60,false,6,0,1009,0
1,444.286052,enaqx,0,136,false,1,0,142,0
1,437.976314,enaqx,0,136,false,0,0,174,0
0,437.976314,rvagg,0.245614,17,true,42,24,863,0
0,437.976314,rvagg,0.25,17,true,41,24,864,0
2,313.684479,fastest963,0,13,false,0,0,4,0
2,437.976314,sitegui,0,1,false,0,0,305,0
3,246.109705,JacksonTian,0,134,true,8,2,10,0
2,437.976314,ChrisYip,0,47,false,1,0,246,0
2,437.976314,ChrisYip,0,47,false,0,0,4,0
3,313.619117,monsanto,0,0,false,1,0,7,0
3,437.976314,chrisdickinson,0.052632,78,false,13,0,1,1
2,246.109705,rlidwka,0,5,false,2,2,21777,0
4,437.918246,rvagg,0.236364,17,true,39,23,0,1
1,437.918246,rvagg,0.222222,17,true,38,23,14,1
1,437.976314,yosuke-furukawa,0,19,false,8,0,5,0
2,437.976314,monsanto,0,0,false,0,0,61,0
1,242.022914,jomo,0,49,false,0,0,16,0
3,437.918246,hoho,0,0,false,1,0,1,0
2,437.918246,brendanashworth,0.05,17,false,18,0,12,0
1,437.918246,brendanashworth,0.052632,17,false,17,0,102,0
15,444.286052,indutny,0.06383,17,true,39,2,1642,1
2,437.918246,chrisdickinson,0.055556,78,false,12,0,589,0
118,437.918246,chrisdickinson,0,78,false,11,0,-1,1
2,437.918246,jbergstroem,0,23,false,27,0,45,1
4,246.109705,mscdex,0.111111,1,true,17,52,21,0
223,438.563281,chrisdickinson,0,78,false,10,0,12,0
223,438.563281,Fishrock123,0.428571,17,true,38,9,-1,0
0,437.918246,Fishrock123,0.45,17,true,37,9,89,0
1,438.522483,silverwind,0,34,false,20,0,3,0
2,437.918246,silverwind,0,34,false,20,0,25667,0
1,437.918246,jbergstroem,0,23,false,26,0,9,0
223,438.522483,othiym23,0.066667,32,true,15,0,424,0
2,438.522483,Fishrock123,0.421053,17,true,34,9,7,1
1,438.552683,JacksonTian,0,134,false,8,0,33,0
1,438.552683,JacksonTian,0,134,false,7,0,2,0
1,438.552683,JacksonTian,0,134,false,6,0,2,0
1,438.552683,JacksonTian,0,134,false,5,0,381,0
1,437.918246,JacksonTian,0,134,false,4,0,758,0
1,437.918246,piscisaureus,0.533333,3,true,22,2,1,0
1,437.918246,jbergstroem,0,23,false,25,0,960,0
1,438.575731,jbergstroem,0,23,false,24,0,9,0
1,437.918246,jekrb,0,57,false,0,0,429,0
1,438.575731,rvagg,0.226415,17,true,41,24,2,0
1,438.575731,rvagg,0.230769,17,true,40,24,1,0
1,438.575731,jbergstroem,0,23,false,23,0,27,0
3,437.918246,yosuke-furukawa,0,19,false,15,0,872,0
1204,437.982254,indutny,0.043478,17,true,40,2,3,1
1,437.918246,standup75,0,1,false,0,0,87,0
1,438.575731,danvarga,0,6,false,0,0,-1,0
1,438.575731,jbergstroem,0,23,false,24,0,50,0
0,438.575731,jbergstroem,0,23,false,23,0,27,0
1,438.575731,jbergstroem,0,23,false,22,0,37,0
1,437.982254,Olegas,0,1,false,1,0,1,0
147,438.575731,bnoordhuis,0.824561,29,true,220,5,2829,1
1,438.575731,bnoordhuis,0.823009,29,true,219,5,71,1
6,438.575731,indutny,0.044444,17,false,41,0,19,0
1,438.575731,Fishrock123,0.388889,17,true,32,6,169,1
185,434.442207,othiym23,0,32,false,13,0,143,1
115,438.575731,shigeki,0,7,true,12,66,299,0
1,438.575731,JacksonTian,0,134,false,3,0,78,0
1,434.433058,alexyursha,0,32,false,4,0,268,0
2,437.918246,Olegas,0,1,false,0,0,68,0
2,434.433058,rlidwka,0,5,false,1,0,228,0
0,434.278507,Fishrock123,0.411765,17,true,31,6,4,0
1,434.283081,silverwind,0,34,false,19,0,3,0
1,434.283081,ajcrites,0,47,false,0,0,157,0
2,434.433058,shigeki,0,7,true,11,66,22,0
1,434.283081,indutny,0.045455,17,false,40,0,17,0
2,434.283081,not-implemented,0,0,false,0,0,68,0
0,434.283081,rvagg,0.235294,17,true,50,23,6,0
0,434.283081,rvagg,0.24,17,true,49,23,9,0
0,434.283081,rvagg,0.244898,17,true,48,23,5,0
1,434.283081,JacksonTian,0,134,false,2,0,513,0
8,434.283081,brendanashworth,0.055556,17,false,16,0,30,0
12,434.283081,silverwind,0,34,false,18,0,1161,0
1,434.283081,bnoordhuis,0.821429,29,true,236,5,24,1
1,434.283081,modeswitch,0,3,false,0,0,14,0
3,438.575731,silverwind,0,34,false,17,0,6,0
1,434.251061,JacksonTian,0,134,false,1,0,180,0
2,434.251061,cjihrig,0.037037,19,true,26,3,21,0
2,434.283081,bnoordhuis,0.81982,29,true,235,5,0,1
1,434.251061,obastemur,0,3,false,0,0,26,0
1,437.918246,brendanashworth,0.058824,17,false,15,0,456,0
0,434.251061,shigeki,0,7,true,10,66,4,0
1,434.251061,Gioyik,0,0,false,2,0,10,0
1,434.251061,super-turbo,0,0,false,0,0,-1,0
3,434.251061,adrianblynch,0,21,false,0,0,3,0
1,434.251061,Gioyik,0,0,false,1,0,-1,0
2,434.251061,hoho,0,0,false,0,0,1,0
1,484.572731,tako-black,0,11,false,1,0,64,0
256,484.572731,othiym23,0,32,false,13,0,293,0
1,438.575731,jbergstroem,0,23,false,25,0,0,0
1,484.599032,jbergstroem,0,23,false,24,0,319,0
0,484.572731,tako-black,0,11,false,0,0,251,0
4,434.251061,jbergstroem,0,23,false,23,0,0,0
2,484.572731,indutny,0.046512,17,false,39,0,2,0
3,484.572731,bnoordhuis,0.818182,29,true,238,5,2,1
2,484.599032,aredridel,0,106,false,0,0,9,0
1,434.258084,Fishrock123,375,17,true,28,6,2,1
1,484.599032,jbergstroem,0,23,false,22,0,3,0
1,484.599032,Frijol,0,20,false,0,0,259,0
2,437.918246,chrisdickinson,0,78,false,14,0,44,0
1,484.599032,bnoordhuis,0.816514,29,true,233,5,13,1
2,484.599032,trevnorris,0,24,false,10,0,5,0
2,484.599032,ofrobots,0,10,false,2,0,256,0
1,437.918246,yosuke-furukawa,0,19,false,15,0,16,0
1,484.599032,kaspars,0,0,false,0,0,-1,0
4,484.599032,Gioyik,0,0,false,0,0,909,0
1,484.599032,AlexKVal,0,21,false,0,0,1269,0
1,437.918246,Fishrock123,0.4,17,true,27,6,71,0
1,484.599032,jbergstroem,0,23,false,21,0,364,0
1,484.599032,Fishrock123,0.357143,17,true,24,6,34,1
1,505.473332,bnoordhuis,0.814815,29,true,232,5,197,1
0,434.251061,brendanashworth,0.0625,17,false,15,0,128,0
2,505.473332,mscdex,0.117647,1,true,17,3,481,0
4,505.463887,bnoordhuis,0.813084,29,true,227,5,22,1
2,505.449771,petkaantonov,0.25,21,false,4,0,3,0
2,505.449771,phlco,0,2,false,0,0,-1,0
216,505.393203,othiym23,0,32,false,12,0,216,0
2,437.918246,coderhaoxin,0,55,false,0,0,290,0
1,505.393203,bnoordhuis,0.811321,29,true,222,5,2,1
1,505.312066,bnoordhuis,0.809524,29,true,219,5,2,1
1,505.312066,brendanashworth,0.066667,17,false,14,0,38,0
2,505.393203,jagoda,0,0,false,0,0,309,0
0,505.312066,Fishrock123,0.384615,17,true,23,6,0,0
1,505.312066,silverwind,0,34,false,16,0,39,0
1,505.312066,silverwind,0,34,false,15,0,10,0
2,505.307294,Fishrock123,0.416667,17,true,22,6,11,0
1,505.307294,piscisaureus,0.551724,3,true,54,0,13,0
1,505.307294,ofrobots,0,10,false,1,0,-1,0
8,437.918246,vkurchatkin,0.083333,15,true,25,0,17,0
1113,437.982254,bnoordhuis,0.807692,29,true,218,5,30,1
0,437.918246,mscdex,125,1,true,16,3,115,0
0,505.307294,mscdex,0.133333,1,true,15,3,6,0
1,505.279263,brendanashworth,0.071429,17,false,13,0,13,0
1,505.632631,piscisaureus,0.535714,3,true,51,0,190,1
1,505.661305,silverwind,0,34,false,14,0,2,0
1,505.661305,silverwind,0,34,false,13,0,23,0
0,505.661305,silverwind,0,34,false,12,0,6,0
6,505.666084,MayhemYDG,0,7,false,0,0,1,0
1,505.632631,indutny,0.047619,17,true,38,1,0,0
1,438.575731,fengmk2,0,268,false,0,0,0,0
1,505.651747,xoddong,0,5,false,0,0,4,0
2,505.996519,connor4312,0,6,false,0,0,132,0
8,506.010195,bnoordhuis,0.805825,29,true,213,5,209,1
1,505.911395,anio,0,14,false,0,0,11,0
1,505.911395,rvagg,0.229167,17,true,49,24,160,1
2,505.91618,indutny,0.04878,17,true,37,1,0,0
2,505.651747,silverwind,0,34,false,11,0,15,0
1,505.91618,mdarse,0,25,false,0,0,1004,0
3,505.911395,bnoordhuis,0.80198,29,true,208,5,508,1
2,505.987061,bnoordhuis,0.8,29,true,207,5,2162,1
1,438.575731,rvagg,0.212766,17,true,48,24,126,1
7,505.859098,jbergstroem,0,23,false,20,0,3,0
1,505.307294,mikeal,0,35,false,4,0,2,0
1,505.859098,bnoordhuis,0.79798,29,true,206,5,4,1
147,505.651747,othiym23,0,32,false,11,0,67,0
1,505.821267,indutny,0.05,17,true,36,1,0,0
626,437.918246,mscdex,0.071429,1,true,14,3,803,1
2,505.75017,cjihrig,0.038462,19,true,25,3,4,0
1,505.473332,bnoordhuis,0.795918,29,true,208,5,7313,1
2,505.778871,Fishrock123,0.363636,17,true,19,6,0,1
1,505.75017,jbergstroem,0,23,false,19,0,68,0
1,505.75017,bnoordhuis,0.793814,29,true,208,5,5,1
1,505.651747,mscdex,0.076923,1,true,13,1,77,0
3,437.918246,Fishrock123,0.4,17,true,18,6,11,0
57,505.75017,shigeki,0,7,true,9,66,5,0
1,505.75017,bnoordhuis,0.791667,29,true,205,5,170,1
1,505.75017,runeli,0,2,false,0,0,52,0
3,505.651747,chrisdickinson,0,78,false,13,0,296,0
1,505.722231,indutny,0.051282,17,true,35,1,0,0
3,484.599032,bnoordhuis,0.789474,29,true,202,5,41,1
1,505.722231,Fishrock123,0.333333,17,true,15,6,1,1
6,505.722231,rvagg,0.195652,17,true,45,23,0,1
3,505.674939,bnoordhuis,0.787234,29,true,201,5,2,1
1,505.665481,bnoordhuis,0.784946,29,true,200,5,26,1
2,505.821267,targos,0,7,false,3,0,314,0
1,505.665481,yosuke-furukawa,0,19,false,14,0,1,0
1,505.665481,bnoordhuis,0.782609,29,true,199,5,0,1
1,505.665481,petkaantonov,0.333333,21,false,3,0,6,0
3,437.918246,alexyursha,0,32,false,3,0,6,0
1,505.665481,silverwind,0,34,false,10,0,13,0
1,505.665481,jbergstroem,0,23,false,18,0,5,0
1,505.665481,bnoordhuis,0.78022,29,true,196,5,17,1
1,505.651747,alexyursha,0,32,false,2,0,168,0
1,505.665481,alexyursha,0,32,false,1,0,-1,0
7,505.665481,jbergstroem,0,23,false,17,0,0,0
1,505.742016,bnoordhuis,0.777778,29,true,193,5,23,1
1238,437.982254,indutny,0.026316,17,true,34,1,0,1
5,505.551562,cjihrig,0.04,19,true,24,3,21,0
4,505.551562,bnoordhuis,0.775281,29,true,189,5,84,1
1,505.63275,abbshr,0,59,false,0,0,63,0
6,520.060027,Schmoopiie,0,0,false,0,0,-1,0
2,511.443713,yosuke-furukawa,0,19,false,13,0,230,0
1,511.443713,indutny,0.027027,17,true,34,1,66,0
1,511.443713,indutny,0.027778,17,true,33,1,411,0
3,511.443713,cjihrig,0.041667,19,true,24,3,667,0
1,484.599032,Fishrock123,375,17,true,14,10,4076,0
3,511.471633,chrisdickinson,0,78,false,12,0,16,0
1,511.471633,chrisdickinson,0,78,false,11,0,0,0
1,505.551562,bnoordhuis,0.772727,29,true,195,5,4019,1
1,511.471633,fundon,0,709,false,1,0,-1,0
1,511.443713,Fishrock123,0.285714,17,true,11,10,32,1
1,505.722231,thlorenz,0,26,false,1,0,117,0
3,437.918246,laino,0,14,false,0,0,1446,0
153,511.443713,othiym23,0,32,false,10,0,341,0
1,505.75017,brendanashworth,0.076923,17,false,12,0,148,0
23,505.651747,piscisaureus,0.555556,3,true,50,0,178,0
5,511.443713,piscisaureus,0.576923,3,true,49,0,305,0
1,511.443713,shigeki,0,7,true,8,57,589,0
1,484.599032,pesho,0,10,false,0,0,652,0
1,511.338326,indutny,0.028571,17,true,32,1,1,0
1,511.338326,rvagg,0.2,17,true,45,20,-1,0
1,511.357963,indutny,0.029412,17,true,31,1,8,0
1,505.91618,bnoordhuis,0.770115,29,true,198,5,3136,1
0,484.599032,rvagg,0.181818,17,true,49,20,3473,1
10,511.338326,shigeki,0,7,true,7,57,825,0
3,511.357963,bnoordhuis,0.767442,29,true,195,5,85,1
1,511.358181,bnoordhuis,0.764706,29,true,193,5,15,1
1,511.33494,bnoordhuis,0.761905,29,true,190,5,140,1
1,511.33494,okuryu,0,171,false,0,0,-1,0
1,505.307294,blakmatrix,0,81,false,0,0,482,0
1,511.33494,jbergstroem,0,23,false,16,0,74,0
1,511.33494,skenqbx,0,18,false,1,0,1100,0
2,511.340068,trevnorris,0,24,false,9,0,5,0
2,511.949625,indutny,0.030303,17,true,30,1,25,0
1,511.949625,skenqbx,0,18,false,0,0,354,0
1,511.96439,indutny,0.03125,17,true,29,1,17,0
1,511.9114,Fishrock123,0.333333,17,true,10,10,0,0
4,437.918246,brendanashworth,0.083333,17,false,11,0,1252,0
1,511.9114,yorkie,1,138,false,1,0,17,0
1,511.9114,rlidwka,0,5,false,0,0,598,0
1,511.9114,brendanashworth,0.090909,17,false,10,0,7,0
1,511.9114,evanlucas,0.090909,60,false,10,0,0,0
1,511.9114,bnoordhuis,0.759036,29,true,196,5,3,1
4,511.9114,indutny,0.032258,17,true,30,1,26,0
1,511.9114,indutny,0.033333,17,true,29,1,50,0
1,511.9114,indutny,0.034483,17,true,28,1,0,0
3,511.9114,indutny,0.035714,17,true,27,1,2,0
1,511.9114,bnoordhuis,0.768293,29,true,195,5,9,0
272,511.915524,othiym23,0,32,false,9,0,362,0
