@relation 'metasploit-framework-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,38,42,45,53'

@attribute requester {wchen-r7,hdm,FireFart,jlee-r7,acammack-r7,shipcod3,dmaloney-r7,timwr,wvu-r7,bcook-r7,d0lph1n98,bpatterson-r7,gmikeska-r7,jbarnett-r7,sempervictus,talos-arch3y,RubenRocha,dmohanty-r7,LennonCMJ,joevennix,farias-r7,OJ,all3g,nstarke,nikaiw,omriher,umerov1999,jhale85446,bigendiansmalls,wwebb-r7,ghettoeinstein,pedrib,shin-sugar-yi,flowztul,rastating,kfr-ma,psychomario,Sinkmanu,chrisdcmoore,lsato-r7,darkbushido,zeroSteiner,bcoles,nopnopnoppopopret,vysec,Atul9,todb-r7,princeofdarkness76,cdoughty-r7,mubix,g0tmi1k,jhart-r7,karllll,llmora,stufus,martinvigo,pyllyukko,madmike33,elia,radekk,r3naissance,busterb,joncave,sammbertram,jww519,m0t,KINGSABRI,jlmurray,hmoore-r7,addy-sh,jvoisin,jvazquez-r7,jakxx,fraf0,tomspencer,void-in,shuckins-r7,ccatalan-r7,xistence,brandonprry,securecurebt5,espreto,jaguasch,mandreko,metacom27,danilbaz,inkrypto,mcsaban,h0ng10,b6938236,earthquake,Meatballs1,MuhammetDilmac,scriptjunkie,MSadek-r7,samvartaka,crashbrz,Jack64,kernelsmith,altjx,AlexanderSalmin,justarandomuser,mfadzilr,alexcwatt,potmdehex,jabra-,kn0,St0rn,alexlipman1,crsanders,rcvalle,madmantm,vallejocc,rwhitcroft,h00die,leoloobeek,dmaasland,dozernz,datenschrott,blincoln682F048A,cldrn,t0nyhj,Karogh,trevrosen,jharms,HugoDelval,aushack,Th3R3p0,dnkolegov,benpturner,m-1-k-3,omarix,amatus,jsherwood0,kaospunk,cliffe,after100,sgonzalez-r7,erwanlr,sejr,dfreamon,TomSellers,mbuck-r7,lanjelot,gorums,ztgrace,limhoff-r7,lightsey,sekritskwurl,anantshri,matusso,nullbind,DrDinosaur,C-P-949,FrUh,andygoblins,pyrohaz4good,adamziaja,flashspys,disenchant,Jervelund,julianvilas,ricardojba,enioh,n0b1dy,enigma0x3,FerencSpala,jacksupinu,KoreLogicSecurity,vulp1n3,wez3,bannedit,snar5,bturner-r7,guikcd,nanomebia,claudijd,jvennix-r7,IMcPwn,BorjaMerino,sgabe,eyalgr,pdeardorff-r7,jstnkndy,b00stfr3ak,dlanner,EricGershman,dmooray,rcnunez,jduck,m7x,mzet-,bushwack,pielgrzym,E-Goldstein,techpeace,metasploitminute,andrew-morris,marcwickenden,EgiX,us3r777,Jaywalker,Lesage,headlesszeke,henshin,rasta-mouse,hacksysteam,spdfire,jezzus,mschloesser-r7,addenial,tatehansen,kbronstein,webstersprodigy,julioauto,itseco,FreedomCoder,agix,parzamendi-r7,dheiland-r7,fozavci,ikkini,fmunozs,plaguna,ir0njaw,paimei,0a2940,kost,ronibachar,rains31,dcnoren,sashs,todb,henryk,joridos,grutz,Ceenix,nnam,ringt,jakoblell,ChrisTruncer,johnhsawyer,Lutzy,epinna,OsandaMalith,iquaba,veritysr,darknight007,byt3bl33d3r,stamparm,nakilon,ytisf,philophobia78,msfcd3r,PagedeGeek,luisco,midnitesnake,nodeofgithub,AnwarMohamed,chrisukgit,attackdebris,84a0deba7af552d68c80a16b20cdef32,zombie042,TecR0c,mcfakepants,mercd,inokii,bugch3ck,tkisason,jholgui,mvdevnull,dougy2,0x41414141,arnaudsoullie,Zinterax,lsanchez-r7,Th4nat0s,allfro,herself,fillfish,musalbas,jjarmoc,abes975,dchan,gigstorm,p4tchw0rk,sensepost,mmetince,7a69,phikshun,0x3fcoma,Karmanovskii,dummys,jemjensen,rick2600,sappirate,net-ninja,mcantoni,trosen-r7,silascutler,ZeroChaos,bonsaiviking,Ensopado,kyuz0,malthusianhedonist,schierlm,sagishahar,jgor,Fr330wn4g3,ribeirux,sho-luv,aczire,j0hnf,bit4bit,R3dy,pyoor,bwall,dmaciejak,grimmlin,juushya,Mekanismen,rangercha,rsmudge,dukebarman,Ahmed-Elhady-Mohamed,ethack,jubaisamurai,shoxxdj,jiuweigui,g1ldedm1n1on,nieldk,kicks4kittens,totaldowner,rbsec,morisson,mwulftange,SeawolfRN,zeknox,floyd-fuh,trustedsec,russell,denandz,yehualiu,peto01,F1gure8,JonValt,corelanc0d3r,Bruk0ut,pnegry,ChrisJohnRiley,0pc0deFR,jhonnyboy,ethicalhack3r,averagesecurityguy,booboule,FiloSottile,titanous,Kentsson,MrXors,ddouhine,'7,3696E+069',3v0lver,Winterspite,TsCl,jwpari,alexiacole,SteveJM,jamcut,rwincey,nanotechz9l,MosDefAssassin,tyll,geyslan,sgaudet,tkrpata,shellster,dzruyk,CharlieEriksen,ndavis-r7,swtornio,Ruslaideemin,PsychoSpy,icewall,somename11111,viable-hartman,ll11010,frederic,kholia,alexmaloteaux,joernchen,staaldraad,frank2,modpr0be,froschi,Jimvin,Keebie4e,zyx2k,matthiaskaiser,jtesta,cmaruti,salcho,dougsko,twinvega,tasos-r7,darkoperator,c0mpound,cbgabriel,xard4s,steponequit,picchioni,carnal0wnage,dcbz,Console,nxnrt,linuxgeek247,viris,enaqx,nmonkee,gregory-m,marthieubean,andrewkabai,djmanilaice,steeve85,ant1,dominicwang,melihsarica,RogueBit,drimgere,msidagni,integgroll,heyder,jasbro,infodox,whoisshop,L1ghtn1ng,nahualito,ettisan,tmc,gerry,jrozner,smilingraccoon,nemski,SphaZ,lmercer-r7,rogueclown,truekonrads,kacpern,charles-n2netsec,digininja,Newpid0,svnk42,jselvi,danielemartini,defendtheworld,stephenfewer,bouk,espes,gspillman-r7,zgrace,gb2,SherifEldeeb,sput-nick,t0x1c-1,luh2,nikolai-r,msware,evil-e,malerisch,erran,mephos,bpoole,donctl,zombieCraig,esmnemon,satishb3,lincoln-corelan,erran-r7,sectorix,tdtds,dalton,v10l3nt,eddiezab,robin-francois,saintpatrick,jcran,calennert,phillips321,balgan,nevdull77,raesene,LittleLightLittleFire,tdoan-r7,lcashdol,sqlifuzzer,badishi,efraintorres,mrmee,3vi1john,justincmsf,rootman,graingert,johnnykv,wvandevanter,trolldbois,mdietz94,evilwurst,wireghoul,silviupopescu,juanvazquez,TheJacksonBrownie,b0telh0,alech,Datacut,wvandevanter-r7,ohdae,deadbyte,noperand,olliwolli,minlex,mak,matugm,syndrowm,ToxicRoot,jhartftw,threatagent,ygoltsev,sohilgarg,cd1zz,argp,Baldanos,davehull,chao-mu,okami41,andurin,mHarshal,dirtyfilthy,smorrison017,mbevand-r7,mboman,snarez,XeroHawk,exarkun634,d1n,neriberto,rickyz,tecknicaltom}
@attribute requester_succ_rate numeric
@attribute main_team_member {true,false}
@attribute integrator_follows_req {false,true}
@attribute status {0,1}

@data
jhart-r7,0.964286,true,false,1
wchen-r7,0.894977,true,false,1
dmaloney-r7,0.864865,true,false,1
wchen-r7,0.894737,true,false,1
todb-r7,0.914826,true,true,1
wchen-r7,0.894495,true,false,1
jhart-r7,0.962963,true,false,1
zeroSteiner,0.863636,true,false,1
todb-r7,0.91746,true,true,1
todb-r7,0.917197,true,false,1
pielgrzym,0,false,false,1
zeroSteiner,0.860465,true,false,1
E-Goldstein,0,false,false,0
techpeace,0,true,false,1
wchen-r7,0.896552,true,false,0
wchen-r7,0.896313,true,false,1
bcook-r7,0,true,false,1
zeroSteiner,0.857143,true,false,1
dmaloney-r7,0.863014,true,false,1
wchen-r7,0.896074,true,false,1
wchen-r7,0.895833,true,false,1
metasploitminute,0,false,false,0
rcnunez,1,false,false,1
hmoore-r7,0.948718,true,false,1
Meatballs1,0.876812,true,false,1
hmoore-r7,0.948052,true,false,1
brandonprry,0.741935,true,false,1
Meatballs1,0.875912,true,false,1
Meatballs1,875,true,false,1
jvazquez-r7,0.967462,true,true,1
todb-r7,0.916933,true,false,1
jvazquez-r7,0.967391,true,false,1
wez3,1,true,false,1
FireFart,0.833333,true,false,1
wchen-r7,0.895592,true,false,1
jlee-r7,0.934524,true,false,1
FireFart,0.830769,true,false,1
FireFart,0.828125,true,false,1
FireFart,0.825397,true,false,1
todb-r7,0.916667,true,false,1
dmaloney-r7,0.861111,true,true,1
todb-r7,0.916399,true,false,1
andrew-morris,0,false,false,1
brandonprry,0.733333,true,false,1
Meatballs1,0.874074,true,false,1
marcwickenden,0,true,false,1
wchen-r7,0.897674,true,false,0
zeroSteiner,0.853659,true,false,1
todb-r7,0.916129,true,false,1
wchen-r7,0.897436,true,false,1
dmaloney-r7,0.859155,true,false,1
EgiX,0,false,false,1
FireFart,0.822581,true,false,1
limhoff-r7,0.920635,true,false,1
us3r777,0.857143,true,false,1
todb-r7,0.915858,true,false,1
wchen-r7,0.897196,true,false,1
limhoff-r7,0.919355,true,true,1
Meatballs1,0.880597,true,false,0
zeroSteiner,875,true,false,0
bcoles,0.945946,true,false,1
jvazquez-r7,0.96732,true,false,1
wchen-r7,0.896956,true,false,1
wchen-r7,0.896714,true,false,1
FireFart,0.819672,true,false,1
wchen-r7,0.896471,true,false,1
Jaywalker,0,false,false,0
wchen-r7,0.896226,true,false,1
Meatballs1,0.879699,true,true,1
jhart-r7,0.961538,true,false,1
Meatballs1,0.878788,true,false,1
todb-r7,0.915584,true,false,1
wchen-r7,0.895981,true,false,1
wchen-r7,0.898104,true,false,0
jhart-r7,0.96,true,false,1
todb-r7,0.915309,true,false,1
zeroSteiner,0.897436,true,false,0
Lesage,0,false,false,0
wchen-r7,0.897862,true,false,1
mbuck-r7,1,true,false,1
trevrosen,1,true,false,1
wchen-r7,0.897619,true,false,1
hmoore-r7,0.947368,true,false,1
limhoff-r7,0.918033,true,false,1
wchen-r7,0.897375,true,false,1
headlesszeke,0,false,false,1
todb-r7,0.915033,true,false,1
timwr,0.6,true,false,1
todb-r7,0.914754,true,false,1
wchen-r7,0.897129,true,false,1
pedrib,0.909091,true,false,1
hmoore-r7,0.946667,true,false,1
henshin,0,false,false,1
wchen-r7,0.899281,true,false,0
rasta-mouse,1,false,false,1
rasta-mouse,0,false,false,1
hmoore-r7,0.945946,true,true,1
espreto,0.555556,true,false,1
jvennix-r7,0.897436,true,false,1
hacksysteam,0,true,false,1
OJ,0.890909,true,false,1
shuckins-r7,0.909091,true,false,1
wvu-r7,0.941176,true,false,1
jvennix-r7,0.896552,true,false,1
nullbind,0.555556,true,false,1
todb-r7,0.914474,true,false,1
limhoff-r7,0.916667,true,false,1
spdfire,0,false,false,1
wchen-r7,0.899038,true,false,1
hmoore-r7,0.945205,true,true,1
hmoore-r7,0.944444,true,false,1
hmoore-r7,0.943662,true,false,1
jezzus,0,false,false,1
Meatballs1,0.877863,true,false,1
rwhitcroft,0,false,false,1
hmoore-r7,0.942857,true,true,1
mschloesser-r7,1,false,false,1
mschloesser-r7,1,false,false,1
jvennix-r7,0.895652,true,false,1
addenial,0,false,false,1
todb-r7,0.914191,true,false,1
todb-r7,0.913907,true,false,1
todb-r7,0.916944,true,false,0
tatehansen,0,false,true,1
kbronstein,0,false,false,0
jhart-r7,0.958333,true,false,1
zeroSteiner,0.894737,true,false,1
limhoff-r7,0.915254,true,true,1
nullbind,0.529412,true,false,1
wez3,0,false,false,1
mbuck-r7,1,true,false,1
jvennix-r7,0.894737,true,false,1
hmoore-r7,0.942029,true,false,1
hmoore-r7,0.941176,true,false,1
webstersprodigy,1,false,false,1
todb-r7,0.916667,true,false,1
jhart-r7,0.956522,true,false,1
wchen-r7,0.898795,true,false,1
limhoff-r7,0.913793,true,true,1
limhoff-r7,0.912281,true,true,1
limhoff-r7,0.910714,true,true,1
limhoff-r7,0.909091,true,false,1
jvazquez-r7,0.967249,true,true,1
jhart-r7,1,true,false,0
todb-r7,0.916388,true,false,1
julioauto,1,false,false,1
trevrosen,1,true,false,1
dmaloney-r7,0.857143,true,false,1
jvazquez-r7,0.967177,true,true,1
jhart-r7,1,true,false,1
trevrosen,1,true,false,1
wchen-r7,0.898551,true,false,1
wchen-r7,0.900726,true,false,0
limhoff-r7,0.907407,true,true,1
dmaloney-r7,0.855072,true,false,1
BorjaMerino,0.733333,false,false,1
jvennix-r7,0.893805,true,false,1
jvazquez-r7,0.967105,true,true,1
kernelsmith,0.708333,true,false,0
kernelsmith,0.702128,true,false,1
wvu-r7,0.940476,true,false,1
kernelsmith,0.695652,true,false,1
OJ,0.888889,true,false,1
todb-r7,0.916107,true,false,1
hmoore-r7,0.940299,true,true,1
todb-r7,0.915825,true,false,1
todb-r7,0.915541,true,false,1
hmoore-r7,0.939394,true,true,1
jhart-r7,1,true,false,1
nullbind,0.5,true,false,1
dmaloney-r7,0.852941,true,false,1
wchen-r7,0.902676,true,false,1
jhart-r7,1,true,false,1
wchen-r7,0.902439,true,false,1
itseco,1,false,false,1
julioauto,0,false,false,1
zeroSteiner,0.891892,true,true,1
pedrib,0.9,true,false,1
kernelsmith,0.711111,true,false,0
rwhitcroft,0,false,false,0
jvennix-r7,0.901786,true,false,0
wchen-r7,0.904412,true,true,1
kernelsmith,0.704545,true,false,1
FreedomCoder,0,false,false,1
wchen-r7,0.904177,true,false,1
jvazquez-r7,0.967033,true,false,1
wchen-r7,0.903941,true,false,1
todb-r7,0.918367,true,false,1
limhoff-r7,0.923077,true,true,1
nullbind,0.466667,true,false,1
limhoff-r7,0.921569,true,true,1
agix,0.666667,true,false,1
todb-r7,0.918089,true,false,1
wchen-r7,0.903704,true,false,1
todb-r7,0.917808,true,false,1
nullbind,0.428571,true,false,1
wchen-r7,0.903465,true,false,1
jhart-r7,1,true,false,1
jvazquez-r7,0.96696,true,true,1
hmoore-r7,0.938462,true,true,1
jvazquez-r7,0.966887,true,true,1
wvu-r7,0.939759,true,false,1
jvazquez-r7,0.966814,true,true,1
todb-r7,0.917526,true,true,1
jvennix-r7,0.900901,true,false,1
parzamendi-r7,1,false,false,0
jhart-r7,1,true,false,1
dheiland-r7,1,true,false,1
jvazquez-r7,0.966741,true,false,1
todb-r7,0.917241,true,false,1
bcoles,0.944444,true,false,1
kernelsmith,0.72093,true,false,0
dheiland-r7,1,true,false,1
hmoore-r7,0.9375,true,true,1
todb-r7,0.916955,true,false,1
todb-r7,0.916667,true,false,1
parzamendi-r7,1,false,false,1
jlee-r7,0.934132,true,false,1
OJ,0.903846,true,false,1
parzamendi-r7,1,false,false,1
todb-r7,0.916376,true,false,1
wchen-r7,0.903226,true,false,1
itseco,0,false,false,1
scriptjunkie,0.852941,true,false,1
zeroSteiner,0.888889,true,false,1
jvennix-r7,0.9,true,false,1
kernelsmith,0.714286,true,false,1
kernelsmith,0.707317,true,false,1
jvennix-r7,0.899083,true,false,1
fozavci,0.333333,false,false,0
fozavci,0.4,false,false,0
fozavci,0.25,false,false,1
jvazquez-r7,0.966667,true,true,1
fozavci,0,false,false,1
fozavci,0,false,false,0
timwr,0.5,true,false,1
jlee-r7,0.933735,true,true,1
wchen-r7,0.902985,true,false,1
limhoff-r7,0.92,true,false,1
jhart-r7,1,true,false,1
nstarke,0.714286,true,false,1
jlee-r7,0.933333,true,true,1
todb-r7,0.916084,true,false,1
bcoles,0.942857,true,false,1
ikkini,1,true,false,1
jvazquez-r7,0.966592,true,true,1
limhoff-r7,0.918367,true,true,1
jvazquez-r7,0.966518,true,true,1
todb-r7,0.915789,true,false,1
limhoff-r7,0.916667,true,true,1
jhart-r7,1,true,false,1
nullbind,0.384615,true,false,1
brandonprry,0.724138,true,false,1
nullbind,0.416667,true,false,0
disenchant,1,false,false,0
todb-r7,0.915493,true,false,1
zeroSteiner,0.885714,true,false,1
todb-r7,0.915194,true,false,1
limhoff-r7,0.914894,true,true,1
limhoff-r7,0.913043,true,false,1
hmoore-r7,0.936508,true,true,1
hmoore-r7,0.935484,true,true,1
todb-r7,0.914894,true,false,1
todb-r7,0.914591,true,false,1
hmoore-r7,0.934426,true,false,1
fmunozs,0,false,false,1
wvu-r7,0.939024,true,false,1
todb-r7,0.914286,true,false,1
todb-r7,0.913978,true,false,1
wvu-r7,0.938272,true,false,1
todb-r7,0.913669,true,false,1
plaguna,1,false,false,1
jvazquez-r7,0.966443,true,false,1
wvu-r7,0.9375,true,false,1
ir0njaw,0,false,false,1
martinvigo,0,true,false,1
nstarke,0.666667,true,false,1
jvazquez-r7,0.966368,true,true,1
wchen-r7,0.902743,true,false,1
wchen-r7,905,true,false,0
kn0,0.8,true,false,0
espreto,0.5,false,false,1
wchen-r7,0.904762,true,false,1
us3r777,0.833333,true,false,1
wchen-r7,0.904523,true,false,1
nstarke,0.6,true,false,1
nstarke,0.75,true,false,0
wchen-r7,0.906801,true,false,0
wchen-r7,0.906566,true,false,1
wchen-r7,0.906329,true,false,1
wchen-r7,0.906091,true,false,1
wchen-r7,0.905852,true,false,1
FireFart,0.816667,true,false,1
jhart-r7,1,true,false,1
limhoff-r7,0.911111,true,true,1
todb-r7,0.913357,true,false,1
bcoles,0.941176,true,false,1
pedrib,1,true,false,1
pedrib,1,true,false,1
wvu-r7,0.936709,true,false,1
paimei,0,false,false,0
zeroSteiner,0.882353,true,false,1
wchen-r7,0.908163,true,false,0
wchen-r7,0.907928,true,false,1
wchen-r7,0.907692,true,false,1
agix,0.642857,true,false,1
us3r777,0.8,true,false,1
nstarke,0.666667,false,false,1
jhart-r7,1,true,false,1
0a2940,0.6,true,false,1
mbuck-r7,0,true,false,1
wchen-r7,0.910026,true,false,0
FireFart,0.813559,true,false,1
jvennix-r7,0.898148,true,false,1
jvennix-r7,0.897196,true,false,1
jvennix-r7,0.896226,true,false,1
wvu-r7,0.935897,true,false,1
wvu-r7,0.935065,true,false,1
kost,0.9,true,false,0
todb-r7,0.913043,true,false,1
zeroSteiner,0.878788,true,false,1
kost,1,true,false,0
wchen-r7,0.909794,true,false,1
wchen-r7,0.909561,true,false,1
wchen-r7,0.909326,true,false,1
wvu-r7,0.934211,true,false,1
wchen-r7,0.911688,true,false,0
agix,0.615385,true,false,1
wchen-r7,0.911458,true,false,1
wchen-r7,0.911227,true,false,1
wvu-r7,0.933333,true,false,1
FireFart,0.810345,true,false,1
wvu-r7,0.932432,true,false,1
ronibachar,0,false,false,0
rains31,0,false,false,0
zeroSteiner,875,true,false,1
zeroSteiner,0.870968,true,false,1
pedrib,1,true,false,1
wvu-r7,0.931507,true,false,1
brandonprry,0.75,true,false,0
brandonprry,0.740741,true,true,1
FireFart,0.807018,true,false,1
jvazquez-r7,0.966292,true,false,1
wchen-r7,0.910995,true,false,1
nullbind,0.363636,false,false,1
jlee-r7,0.932927,true,false,1
wchen-r7,0.913386,true,false,0
rcvalle,0.909091,true,false,1
rcvalle,0.9,true,false,1
rcvalle,0.888889,true,false,1
jvazquez-r7,0.966216,true,false,1
mubix,0.8,true,false,1
wvu-r7,0.930556,true,false,1
wvu-r7,0.929577,true,false,1
jvennix-r7,0.895238,true,false,1
dcnoren,0,false,false,1
wvu-r7,0.928571,true,false,1
wchen-r7,0.913158,true,false,1
jvazquez-r7,0.96614,true,true,1
jduck,0.863636,true,false,0
jduck,0.904762,true,false,0
ronibachar,0,false,false,0
wchen-r7,0.915567,true,false,0
jvazquez-r7,0.966063,true,false,1
jvazquez-r7,0.965986,true,true,1
jvazquez-r7,0.965909,true,false,1
jvazquez-r7,0.965831,true,false,1
limhoff-r7,0.909091,true,false,1
jvennix-r7,0.894231,true,false,1
wchen-r7,0.915344,true,false,1
jabra-,0.666667,true,false,1
wchen-r7,0.915119,true,false,1
jabra-,1,true,false,0
jvennix-r7,0.893204,true,false,1
jabra-,1,true,false,1
jvennix-r7,0.892157,true,false,1
jabra-,0,false,false,1
darkbushido,1,true,false,1
jhart-r7,1,true,false,1
bcoles,0.939394,false,false,1
limhoff-r7,0.906977,true,false,1
todb-r7,0.912727,true,false,1
jvazquez-r7,0.965753,true,true,1
wchen-r7,0.914894,true,false,1
wchen-r7,0.914667,true,false,1
dmaloney-r7,0.850746,true,false,1
jvennix-r7,0.891089,true,false,1
todb-r7,0.912409,true,false,1
us3r777,0.75,true,false,1
jvazquez-r7,0.965675,true,false,1
dmaloney-r7,0.848485,true,false,1
jvazquez-r7,0.965596,true,false,1
mfadzilr,0,true,false,1
jlee-r7,0.932515,true,false,1
jvennix-r7,0.89,true,false,1
bturner-r7,0.869565,true,false,1
jvennix-r7,0.888889,true,false,1
todb-r7,0.912088,true,false,1
todb-r7,0.911765,true,false,1
jvennix-r7,0.887755,true,false,1
sashs,0,false,false,1
jlee-r7,0.932099,true,false,1
todb,0.5,false,false,1
jvazquez-r7,0.965517,true,false,1
todb-r7,0.911439,true,false,1
jlee-r7,0.931677,true,false,1
wchen-r7,0.917112,true,false,0
jvennix-r7,0.886598,true,false,1
us3r777,0.666667,true,false,1
hmoore-r7,0.933333,true,true,1
jvazquez-r7,0.965438,true,false,1
hmoore-r7,0.932203,true,false,1
jvazquez-r7,0.965358,true,false,1
todb-r7,0.911111,true,false,1
jvazquez-r7,0.965278,true,false,1
henryk,0,true,false,0
dheiland-r7,0,false,false,1
jvennix-r7,0.885417,true,false,1
hmoore-r7,0.931034,true,false,1
dmaloney-r7,0.846154,true,false,1
jvazquez-r7,0.965197,true,true,1
wchen-r7,0.91689,true,false,1
wvu-r7,0.927536,true,false,1
wchen-r7,0.916667,true,false,1
wvu-r7,0.926471,true,false,1
hmoore-r7,0.929825,true,false,1
wchen-r7,0.916442,true,false,1
wvu-r7,0.925373,true,false,1
dmaloney-r7,0.84375,true,false,1
joridos,0,false,false,0
hmoore-r7,0.946429,true,true,0
jvazquez-r7,0.965116,true,false,1
pedrib,1,true,false,1
pedrib,1,true,false,1
jvazquez-r7,0.965035,true,false,1
hmoore-r7,0.945455,true,true,1
jvazquez-r7,0.964953,true,false,1
jvennix-r7,0.884211,true,false,1
jvazquez-r7,0.964871,true,false,1
void-in,0,false,false,0
TomSellers,875,true,false,1
pedrib,1,true,false,1
pedrib,1,true,false,1
TomSellers,0.866667,true,false,1
us3r777,0.5,true,false,1
grutz,0.5,false,false,1
jvazquez-r7,0.964789,true,false,1
DrDinosaur,0,true,false,1
Ceenix,1,true,false,1
jlee-r7,0.93125,false,false,1
mandreko,0.9375,false,false,1
brandonprry,0.730769,true,false,1
limhoff-r7,0.904762,true,false,1
todb-r7,0.914498,true,false,0
wchen-r7,0.916216,true,false,1
jvennix-r7,0.882979,true,false,1
hmoore-r7,0.944444,true,false,1
kernelsmith,0.7,true,false,1
jvazquez-r7,0.964706,true,false,1
wvu-r7,0.924242,true,false,1
nnam,0,false,false,1
pedrib,1,true,false,1
b00stfr3ak,0.8,true,false,0
xistence,1,false,false,1
jvazquez-r7,0.964623,true,false,1
wchen-r7,0.915989,true,false,1
ringt,0.75,true,false,1
dmaloney-r7,0.84127,true,false,1
todb-r7,0.914179,true,false,1
jakoblell,0,false,false,1
TomSellers,0.857143,true,false,1
jvennix-r7,0.88172,true,false,1
TomSellers,0.846154,true,false,1
TomSellers,0.833333,true,false,1
jhart-r7,1,true,false,1
inkrypto,1,false,false,1
pedrib,0,false,false,1
ChrisTruncer,1,false,false,1
darkbushido,1,true,false,1
dmaloney-r7,0.852459,true,false,1
jlee-r7,0.936709,false,false,1
todb-r7,0.917603,true,false,0
johnhsawyer,0,false,false,1
OJ,0.901961,true,false,1
wchen-r7,0.915761,true,false,1
todb-r7,0.917293,true,false,1
jlee-r7,0.942308,false,false,1
dmaloney-r7,0.85,true,false,1
wchen-r7,0.915531,true,false,1
jlee-r7,0.941935,false,false,1
jvennix-r7,0.880435,true,false,1
jvazquez-r7,0.964455,true,true,1
todb-r7,0.916981,true,false,1
jlee-r7,0.941558,false,false,1
todb-r7,0.920455,true,false,0
jvennix-r7,0.879121,true,false,1
jvazquez-r7,0.964371,true,true,1
jvennix-r7,0.877778,true,false,1
hmoore-r7,0.943396,true,false,1
bcoles,0.9375,false,false,1
aushack,0.666667,false,false,0
jvennix-r7,0.876404,true,false,1
Meatballs1,0.876923,true,false,1
shuckins-r7,0.9,true,false,1
Meatballs1,0.875969,true,true,1
ChrisTruncer,1,false,false,1
KoreLogicSecurity,0.666667,false,false,1
Lutzy,0,false,false,1
todb-r7,0.920152,true,false,1
inkrypto,0,false,false,1
Meatballs1,875,true,false,1
Meatballs1,0.874016,true,false,1
jlee-r7,0.941176,false,false,1
dmaloney-r7,0.847458,true,false,1
limhoff-r7,0.902439,true,false,1
jvazquez-r7,0.964286,true,true,1
limhoff-r7,0.9,true,false,1
todb-r7,0.919847,true,false,1
todb-r7,0.91954,true,false,1
epinna,0,false,false,1
todb-r7,0.919231,true,false,1
OsandaMalith,0,false,false,0
OsandaMalith,0,false,false,0
jvazquez-r7,0.9642,true,true,1
iquaba,1,true,false,0
veritysr,0.75,false,false,1
wchen-r7,0.915301,true,false,1
wchen-r7,0.915068,true,false,1
wchen-r7,0.914835,true,false,1
iquaba,0,false,false,1
wchen-r7,0.914601,true,false,1
wchen-r7,0.914365,true,false,1
jvazquez-r7,0.964115,true,true,1
FireFart,0.803571,true,false,1
limhoff-r7,0.897436,true,false,1
darknight007,1,false,false,0
kaospunk,0.75,false,false,1
b00stfr3ak,1,false,false,0
limhoff-r7,0.894737,true,false,1
byt3bl33d3r,0,false,false,1
TomSellers,0.818182,true,false,1
TomSellers,0.9,true,false,0
limhoff-r7,0.891892,true,true,1
limhoff-r7,0.888889,true,false,1
zeroSteiner,0.866667,true,false,1
shuckins-r7,0.888889,true,false,1
todb-r7,0.918919,true,false,1
stamparm,0,false,false,1
TomSellers,0.888889,true,false,1
nakilon,0,false,false,1
hmoore-r7,0.942308,true,false,1
TomSellers,875,true,false,1
hmoore-r7,0.941176,true,false,1
limhoff-r7,0.885714,true,false,1
limhoff-r7,0.882353,true,false,1
dmaloney-r7,0.844828,true,false,1
Meatballs1,0.873016,true,true,1
jhart-r7,1,true,false,1
jlee-r7,0.940789,false,true,1
zeroSteiner,0.862069,true,false,1
darkbushido,1,false,false,1
darkbushido,1,false,false,1
jvazquez-r7,0.966427,true,false,0
limhoff-r7,0.878788,true,false,1
ytisf,0,false,false,0
jlee-r7,0.940397,false,true,1
todb-r7,0.918605,true,false,1
jvazquez-r7,0.966346,true,false,1
todb-r7,0.918288,true,false,1
todb-r7,0.917969,true,false,1
limhoff-r7,875,true,false,1
trevrosen,0,false,false,1
FireFart,0.8,true,false,1
jlee-r7,0.94,false,false,1
FireFart,0.796296,true,false,1
FireFart,0.792453,true,false,1
dmaloney-r7,0.842105,true,false,1
jlee-r7,0.946309,false,false,0
jlee-r7,0.952703,false,false,0
FireFart,0.788462,true,false,1
dmaloney-r7,0.839286,true,true,1
ChrisTruncer,0,false,false,1
