@relation 'metasploit-framework-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,38,42,45,53'

@attribute requester {wchen-r7,hdm,FireFart,jlee-r7,acammack-r7,shipcod3,dmaloney-r7,timwr,wvu-r7,bcook-r7,d0lph1n98,bpatterson-r7,gmikeska-r7,jbarnett-r7,sempervictus,talos-arch3y,RubenRocha,dmohanty-r7,LennonCMJ,joevennix,farias-r7,OJ,all3g,nstarke,nikaiw,omriher,umerov1999,jhale85446,bigendiansmalls,wwebb-r7,ghettoeinstein,pedrib,shin-sugar-yi,flowztul,rastating,kfr-ma,psychomario,Sinkmanu,chrisdcmoore,lsato-r7,darkbushido,zeroSteiner,bcoles,nopnopnoppopopret,vysec,Atul9,todb-r7,princeofdarkness76,cdoughty-r7,mubix,g0tmi1k,jhart-r7,karllll,llmora,stufus,martinvigo,pyllyukko,madmike33,elia,radekk,r3naissance,busterb,joncave,sammbertram,jww519,m0t,KINGSABRI,jlmurray,hmoore-r7,addy-sh,jvoisin,jvazquez-r7,jakxx,fraf0,tomspencer,void-in,shuckins-r7,ccatalan-r7,xistence,brandonprry,securecurebt5,espreto,jaguasch,mandreko,metacom27,danilbaz,inkrypto,mcsaban,h0ng10,b6938236,earthquake,Meatballs1,MuhammetDilmac,scriptjunkie,MSadek-r7,samvartaka,crashbrz,Jack64,kernelsmith,altjx,AlexanderSalmin,justarandomuser,mfadzilr,alexcwatt,potmdehex,jabra-,kn0,St0rn,alexlipman1,crsanders,rcvalle,madmantm,vallejocc,rwhitcroft,h00die,leoloobeek,dmaasland,dozernz,datenschrott,blincoln682F048A,cldrn,t0nyhj,Karogh,trevrosen,jharms,HugoDelval,aushack,Th3R3p0,dnkolegov,benpturner,m-1-k-3,omarix,amatus,jsherwood0,kaospunk,cliffe,after100,sgonzalez-r7,erwanlr,sejr,dfreamon,TomSellers,mbuck-r7,lanjelot,gorums,ztgrace,limhoff-r7,lightsey,sekritskwurl,anantshri,matusso,nullbind,DrDinosaur,C-P-949,FrUh,andygoblins,pyrohaz4good,adamziaja,flashspys,disenchant,Jervelund,julianvilas,ricardojba,enioh,n0b1dy,enigma0x3,FerencSpala,jacksupinu,KoreLogicSecurity,vulp1n3,wez3,bannedit,snar5,bturner-r7,guikcd,nanomebia,claudijd,jvennix-r7,IMcPwn,BorjaMerino,sgabe,eyalgr,pdeardorff-r7,jstnkndy,b00stfr3ak,dlanner,EricGershman,dmooray,rcnunez,jduck,m7x,mzet-,bushwack,pielgrzym,E-Goldstein,techpeace,metasploitminute,andrew-morris,marcwickenden,EgiX,us3r777,Jaywalker,Lesage,headlesszeke,henshin,rasta-mouse,hacksysteam,spdfire,jezzus,mschloesser-r7,addenial,tatehansen,kbronstein,webstersprodigy,julioauto,itseco,FreedomCoder,agix,parzamendi-r7,dheiland-r7,fozavci,ikkini,fmunozs,plaguna,ir0njaw,paimei,0a2940,kost,ronibachar,rains31,dcnoren,sashs,todb,henryk,joridos,grutz,Ceenix,nnam,ringt,jakoblell,ChrisTruncer,johnhsawyer,Lutzy,epinna,OsandaMalith,iquaba,veritysr,darknight007,byt3bl33d3r,stamparm,nakilon,ytisf,philophobia78,msfcd3r,PagedeGeek,luisco,midnitesnake,nodeofgithub,AnwarMohamed,chrisukgit,attackdebris,84a0deba7af552d68c80a16b20cdef32,zombie042,TecR0c,mcfakepants,mercd,inokii,bugch3ck,tkisason,jholgui,mvdevnull,dougy2,0x41414141,arnaudsoullie,Zinterax,lsanchez-r7,Th4nat0s,allfro,herself,fillfish,musalbas,jjarmoc,abes975,dchan,gigstorm,p4tchw0rk,sensepost,mmetince,7a69,phikshun,0x3fcoma,Karmanovskii,dummys,jemjensen,rick2600,sappirate,net-ninja,mcantoni,trosen-r7,silascutler,ZeroChaos,bonsaiviking,Ensopado,kyuz0,malthusianhedonist,schierlm,sagishahar,jgor,Fr330wn4g3,ribeirux,sho-luv,aczire,j0hnf,bit4bit,R3dy,pyoor,bwall,dmaciejak,grimmlin,juushya,Mekanismen,rangercha,rsmudge,dukebarman,Ahmed-Elhady-Mohamed,ethack,jubaisamurai,shoxxdj,jiuweigui,g1ldedm1n1on,nieldk,kicks4kittens,totaldowner,rbsec,morisson,mwulftange,SeawolfRN,zeknox,floyd-fuh,trustedsec,russell,denandz,yehualiu,peto01,F1gure8,JonValt,corelanc0d3r,Bruk0ut,pnegry,ChrisJohnRiley,0pc0deFR,jhonnyboy,ethicalhack3r,averagesecurityguy,booboule,FiloSottile,titanous,Kentsson,MrXors,ddouhine,'7,3696E+069',3v0lver,Winterspite,TsCl,jwpari,alexiacole,SteveJM,jamcut,rwincey,nanotechz9l,MosDefAssassin,tyll,geyslan,sgaudet,tkrpata,shellster,dzruyk,CharlieEriksen,ndavis-r7,swtornio,Ruslaideemin,PsychoSpy,icewall,somename11111,viable-hartman,ll11010,frederic,kholia,alexmaloteaux,joernchen,staaldraad,frank2,modpr0be,froschi,Jimvin,Keebie4e,zyx2k,matthiaskaiser,jtesta,cmaruti,salcho,dougsko,twinvega,tasos-r7,darkoperator,c0mpound,cbgabriel,xard4s,steponequit,picchioni,carnal0wnage,dcbz,Console,nxnrt,linuxgeek247,viris,enaqx,nmonkee,gregory-m,marthieubean,andrewkabai,djmanilaice,steeve85,ant1,dominicwang,melihsarica,RogueBit,drimgere,msidagni,integgroll,heyder,jasbro,infodox,whoisshop,L1ghtn1ng,nahualito,ettisan,tmc,gerry,jrozner,smilingraccoon,nemski,SphaZ,lmercer-r7,rogueclown,truekonrads,kacpern,charles-n2netsec,digininja,Newpid0,svnk42,jselvi,danielemartini,defendtheworld,stephenfewer,bouk,espes,gspillman-r7,zgrace,gb2,SherifEldeeb,sput-nick,t0x1c-1,luh2,nikolai-r,msware,evil-e,malerisch,erran,mephos,bpoole,donctl,zombieCraig,esmnemon,satishb3,lincoln-corelan,erran-r7,sectorix,tdtds,dalton,v10l3nt,eddiezab,robin-francois,saintpatrick,jcran,calennert,phillips321,balgan,nevdull77,raesene,LittleLightLittleFire,tdoan-r7,lcashdol,sqlifuzzer,badishi,efraintorres,mrmee,3vi1john,justincmsf,rootman,graingert,johnnykv,wvandevanter,trolldbois,mdietz94,evilwurst,wireghoul,silviupopescu,juanvazquez,TheJacksonBrownie,b0telh0,alech,Datacut,wvandevanter-r7,ohdae,deadbyte,noperand,olliwolli,minlex,mak,matugm,syndrowm,ToxicRoot,jhartftw,threatagent,ygoltsev,sohilgarg,cd1zz,argp,Baldanos,davehull,chao-mu,okami41,andurin,mHarshal,dirtyfilthy,smorrison017,mbevand-r7,mboman,snarez,XeroHawk,exarkun634,d1n,neriberto,rickyz,tecknicaltom}
@attribute requester_succ_rate numeric
@attribute main_team_member {true,false}
@attribute integrator_follows_req {false,true}
@attribute status {0,1}

@data
kernelsmith,0.692308,true,false,1
BorjaMerino,0.714286,true,false,1
Ceenix,0,false,false,1
ikkini,0,true,false,1
altjx,0,true,false,1
jhart-r7,1,true,false,1
OJ,0.9,true,false,1
darkbushido,0,false,false,1
philophobia78,1,false,false,1
KoreLogicSecurity,1,false,false,0
KoreLogicSecurity,1,false,false,1
FireFart,0.784314,true,false,1
jvazquez-r7,0.966265,true,true,1
dmaloney-r7,0.836364,true,false,1
FireFart,0.78,true,false,1
zeroSteiner,0.857143,true,true,1
limhoff-r7,0.870968,true,true,1
jlee-r7,0.952381,false,false,1
jvazquez-r7,0.966184,true,false,1
limhoff-r7,0.866667,true,true,1
Meatballs1,872,true,false,1
Meatballs1,0.870968,true,false,1
hmoore-r7,0.94,true,false,1
FireFart,0.77551,true,false,1
msfcd3r,0,false,false,0
jhart-r7,1,true,false,1
todb-r7,0.92126,true,false,1
philophobia78,1,false,false,1
todb-r7,0.920949,true,false,1
us3r777,0,false,false,1
us3r777,0,false,false,0
jvazquez-r7,0.966102,true,false,1
PagedeGeek,1,false,false,1
todb-r7,0.920635,true,false,1
zeroSteiner,0.851852,true,false,1
KoreLogicSecurity,0,false,false,1
PagedeGeek,0,false,false,1
luisco,0,false,false,1
jvazquez-r7,0.966019,true,true,1
philophobia78,1,false,false,1
jvazquez-r7,0.965937,true,true,1
jhart-r7,1,true,false,1
wchen-r7,0.914127,true,false,1
jhart-r7,1,true,false,1
jhart-r7,1,false,false,1
FireFart,0.770833,true,false,1
todb-r7,0.920319,true,false,1
philophobia78,1,false,false,1
todb-r7,0.92,true,false,1
jvazquez-r7,0.965854,true,true,1
philophobia78,0,false,false,1
midnitesnake,0.666667,false,false,1
m-1-k-3,0.814286,true,false,1
midnitesnake,0.5,false,false,1
nodeofgithub,0.5,false,false,1
jvazquez-r7,0.96577,true,false,1
nodeofgithub,1,false,false,0
jvazquez-r7,0.965686,true,false,1
todb-r7,0.919679,true,false,1
todb-r7,0.919355,true,false,1
jvennix-r7,875,true,false,1
mubix,0.79661,true,false,1
bturner-r7,0.909091,true,false,0
jvazquez-r7,0.965602,true,false,1
ringt,0.714286,false,false,1
m-1-k-3,0.811594,true,false,1
m-1-k-3,0.808824,true,false,1
AnwarMohamed,0.5,true,false,1
todb-r7,0.919028,true,false,1
todb-r7,0.918699,true,false,1
OJ,0.897959,true,false,1
jvazquez-r7,0.965517,true,false,1
m-1-k-3,0.80597,true,false,1
hmoore-r7,0.959184,true,false,0
FireFart,0.765957,true,false,1
hmoore-r7,0.958333,true,false,1
brandonprry,0.72,true,true,1
jlee-r7,0.952055,true,false,1
Meatballs1,0.869919,true,false,1
chrisukgit,0,false,false,1
FireFart,0.76087,true,false,1
brandonprry,0.708333,true,false,1
hmoore-r7,0.957447,true,false,1
hmoore-r7,0.956522,true,false,1
AnwarMohamed,0.4,true,false,1
todb-r7,0.918367,true,false,1
jvazquez-r7,0.965432,true,true,1
hmoore-r7,0.955556,true,false,1
dmaloney-r7,0.833333,true,false,1
OJ,0.895833,true,false,1
wchen-r7,0.916667,true,false,0
todb-r7,0.918033,true,false,1
jvazquez-r7,0.965347,true,true,1
attackdebris,0,false,false,0
hmoore-r7,0.954545,true,false,1
wvu-r7,0.923077,true,false,1
jvazquez-r7,0.965261,true,true,1
todb-r7,0.917695,true,true,1
hmoore-r7,0.953488,true,false,1
84a0deba7af552d68c80a16b20cdef32,0,false,false,1
zombie042,0,false,false,0
wvu-r7,0.921875,true,false,1
jvazquez-r7,0.965174,true,false,1
FireFart,0.755556,true,false,1
m-1-k-3,0.818182,false,false,0
FireFart,0.75,true,false,1
FireFart,0.767442,true,false,0
m-1-k-3,0.815385,false,false,1
jvazquez-r7,0.965087,true,false,1
todb-r7,0.917355,true,false,1
jvennix-r7,0.873563,true,false,1
Meatballs1,0.877049,true,false,0
todb-r7,0.917012,true,false,1
wvu-r7,0.920635,true,false,1
wvu-r7,0.919355,true,false,1
joncave,0,false,false,1
todb-r7,0.916667,true,false,1
jvazquez-r7,965,true,false,1
wvu-r7,0.918033,true,false,1
jhart-r7,1,false,false,1
hmoore-r7,0.952381,true,false,1
Meatballs1,0.884298,true,false,0
Meatballs1,0.883333,true,false,1
Meatballs1,0.890756,true,false,0
wvu-r7,0.916667,true,false,1
jvazquez-r7,0.964912,true,false,1
todb-r7,0.916318,true,false,1
jvazquez-r7,0.964824,true,true,1
jvazquez-r7,0.964736,true,false,1
TecR0c,1,false,false,1
Meatballs1,0.889831,true,false,1
bcoles,0.935484,false,false,1
brandonprry,0.695652,false,false,1
jhart-r7,1,false,false,1
Meatballs1,0.888889,true,false,1
jvennix-r7,0.872093,true,false,1
Meatballs1,0.887931,true,false,1
todb-r7,0.915966,true,false,1
Meatballs1,0.886957,true,false,1
todb-r7,0.915612,true,false,1
Meatballs1,0.885965,true,false,1
todb-r7,0.915254,true,false,1
jvazquez-r7,0.964646,true,false,1
jakxx,1,true,false,1
jvennix-r7,0.870588,true,false,1
todb-r7,0.914894,true,false,1
OJ,0.893617,true,false,1
Meatballs1,0.884956,true,true,1
jvennix-r7,0.869048,true,false,1
FireFart,0.761905,true,false,1
mcfakepants,0.5,false,false,0
zeroSteiner,0.846154,true,false,1
todb-r7,0.91453,true,false,1
sempervictus,0.381579,false,false,1
m-1-k-3,0.8125,false,false,1
julianvilas,1,true,false,1
jvazquez-r7,0.964557,true,false,1
todb-r7,0.914163,true,false,1
jvazquez-r7,0.964467,true,true,1
jvazquez-r7,0.964377,true,true,1
jvazquez-r7,0.964286,true,true,1
TomSellers,0.857143,true,true,1
wvu-r7,0.915254,true,false,1
jvennix-r7,0.86747,true,false,1
todb-r7,0.913793,true,false,1
jlee-r7,0.951724,true,false,1
BorjaMerino,0.692308,false,false,1
zeroSteiner,0.84,true,false,1
TomSellers,0.833333,true,false,1
FireFart,0.756098,true,false,1
TomSellers,0.8,true,false,1
Meatballs1,0.892857,true,false,0
mubix,0.807018,true,true,1
FireFart,0.75,true,false,1
m-1-k-3,0.809524,false,false,1
mercd,0,true,false,1
wchen-r7,0.916435,true,false,1
todb-r7,0.917391,true,false,1
todb-r7,0.921397,true,false,0
jvazquez-r7,0.964194,true,true,1
jvazquez-r7,0.964103,true,true,1
Meatballs1,0.891892,true,false,1
inokii,0,true,false,1
bugch3ck,0,false,false,1
jlee-r7,0.951389,true,false,1
hmoore-r7,0.95122,true,false,1
todb-r7,0.92511,true,false,1
Meatballs1,0.890909,true,false,1
Meatballs1,0.889908,true,false,1
m-1-k-3,0.806452,false,false,1
tkisason,1,false,false,1
jholgui,1,true,false,1
jvazquez-r7,0.96401,true,true,1
jlee-r7,0.951049,true,false,1
todb-r7,0.924779,true,false,1
jvazquez-r7,0.963918,true,true,1
kernelsmith,0.684211,true,false,1
mvdevnull,0,false,false,1
flowztul,0,false,false,1
wvu-r7,0.913793,true,false,1
jvazquez-r7,0.963824,true,false,1
Meatballs1,0.888889,true,false,1
todb-r7,0.928571,true,false,1
todb-r7,0.928251,true,false,1
bcoles,0.933333,false,false,1
julianvilas,1,true,false,1
jvazquez-r7,0.963731,true,true,1
kernelsmith,0.675676,false,false,1
julianvilas,1,true,false,1
TomSellers,0.75,true,false,1
wvu-r7,0.929825,true,false,0
dougy2,0,false,false,0
dougy2,0,false,false,0
FireFart,0.74359,true,false,1
agix,0.666667,true,false,0
nstarke,0.5,true,false,1
0x41414141,375,true,false,1
wvu-r7,0.928571,true,false,1
kaospunk,0.666667,false,false,1
kaospunk,1,false,false,0
mubix,0.803571,false,false,1
webstersprodigy,1,false,false,1
mschloesser-r7,0,true,false,1
julianvilas,1,false,false,1
todb-r7,0.927928,true,true,1
todb-r7,0.927602,true,false,1
arnaudsoullie,0,false,false,1
Zinterax,1,true,false,1
plaguna,0,false,false,1
xistence,1,false,false,1
claudijd,1,true,false,1
jvazquez-r7,0.966146,true,true,1
nstarke,0,false,false,1
nodeofgithub,0,false,false,1
FireFart,0.763158,true,false,0
lsanchez-r7,1,false,false,1
wvu-r7,0.927273,true,false,1
Th4nat0s,0,false,false,1
jvennix-r7,0.865854,true,false,1
TomSellers,1,true,false,1
0x41414141,0.333333,true,false,1
jvennix-r7,0.864198,true,false,1
wvu-r7,0.925926,true,false,1
allfro,0.8,false,false,0
allfro,0.75,false,false,1
herself,0,false,false,1
fillfish,1,false,false,0
todb-r7,0.927273,true,false,1
kn0,0.75,false,false,1
jlee-r7,0.950704,true,false,1
musalbas,0,true,false,0
FireFart,0.777778,true,false,1
TomSellers,1,true,false,1
bturner-r7,0.904762,true,false,1
todb-r7,0.926941,true,false,1
todb-r7,0.926606,true,false,1
todb-r7,0.926267,true,false,1
jjarmoc,1,true,false,1
jjarmoc,1,true,false,1
abes975,1,false,false,0
claudijd,1,true,false,1
jlee-r7,0.950355,true,false,1
shuckins-r7,875,true,true,1
jjarmoc,1,true,false,1
jvazquez-r7,0.966057,true,false,1
Meatballs1,0.88785,true,true,1
FireFart,0.823529,true,false,0
TomSellers,0,true,false,1
wvu-r7,0.924528,true,false,1
jvennix-r7,0.8625,true,false,1
jholgui,0,false,false,1
agix,0.636364,true,false,1
dchan,0,false,false,1
jvennix-r7,0.860759,true,false,1
rcvalle,875,false,false,1
jvennix-r7,0.858974,true,false,1
jvennix-r7,0.857143,true,false,1
jvennix-r7,0.855263,true,false,1
todb-r7,0.925926,true,false,1
dmaloney-r7,0.830189,true,false,1
todb-r7,0.925581,true,false,1
gigstorm,0,false,false,1
todb-r7,0.925234,true,false,1
todb-r7,0.924883,true,false,1
p4tchw0rk,0,false,false,1
Zinterax,0,false,false,1
wvu-r7,0.923077,true,false,1
wvu-r7,0.921569,true,false,1
todb-r7,0.924528,true,true,1
FireFart,0.818182,true,false,1
wvu-r7,0.92,true,false,1
abes975,1,false,false,1
wchen-r7,0.916201,true,false,1
FireFart,0.8125,true,false,1
sensepost,0,false,false,0
jlee-r7,0.95,true,false,1
jvennix-r7,0.853333,true,false,1
FireFart,0.806452,true,false,1
wvu-r7,0.918367,true,false,1
jvennix-r7,0.851351,true,false,1
jvazquez-r7,0.965969,true,true,1
jjarmoc,1,false,false,1
FireFart,0.8,true,false,1
mmetince,0,false,false,0
jvazquez-r7,0.965879,true,true,1
todb-r7,0.924171,true,false,1
todb-r7,0.92381,true,true,1
abes975,0,false,false,1
todb-r7,0.923445,true,false,1
todb-r7,0.923077,true,false,1
jvazquez-r7,0.965789,true,false,1
FireFart,0.793103,true,false,1
julianvilas,1,false,false,1
FireFart,0.785714,true,false,1
brandonprry,0.681818,false,true,1
7a69,0,false,false,1
jvazquez-r7,0.965699,true,false,1
todb-r7,0.922705,true,false,1
zeroSteiner,0.869565,true,false,1
FireFart,0.777778,true,false,1
Meatballs1,0.896226,true,false,0
jjarmoc,1,false,false,1
todb-r7,0.92233,true,false,1
phikshun,0,false,false,0
wchen-r7,0.915966,true,false,1
0x3fcoma,1,false,false,1
todb-r7,0.921951,true,false,1
wchen-r7,0.91573,true,false,1
jvazquez-r7,0.965608,true,true,1
m-1-k-3,0.816667,false,false,1
mcfakepants,1,false,false,0
todb-r7,0.921569,true,false,1
Karmanovskii,1,false,false,1
dummys,1,false,false,1
todb-r7,0.921182,true,false,1
FireFart,0.769231,true,false,1
FireFart,0.76,true,false,1
jvennix-r7,0.849315,true,false,1
wchen-r7,0.915493,true,false,1
dmaloney-r7,0.826923,true,false,1
brandonprry,0.666667,false,false,1
brandonprry,0.65,false,false,1
FireFart,0.782609,true,false,1
jvazquez-r7,0.965517,true,true,1
wvu-r7,0.916667,true,false,1
OJ,0.891304,true,false,1
wchen-r7,0.915254,true,false,1
wvu-r7,0.914894,true,false,1
jvennix-r7,0.847222,true,false,1
wvu-r7,0.913043,true,false,1
todb-r7,0.920792,true,false,1
jemjensen,0,false,false,0
todb-r7,0.920398,true,false,1
todb-r7,925,true,false,0
wvu-r7,0.911111,true,false,1
dmaloney-r7,0.823529,true,false,1
todb-r7,0.924623,true,false,1
rick2600,0,false,false,0
wchen-r7,0.915014,true,false,1
wchen-r7,0.914773,true,false,1
Karmanovskii,1,false,false,1
wvu-r7,0.909091,true,false,1
FireFart,0.772727,true,false,1
wchen-r7,0.91453,true,false,1
jvazquez-r7,0.965426,true,true,1
altjx,0,false,false,0
wvu-r7,0.906977,true,false,1
grutz,0,false,false,1
wchen-r7,0.914286,true,false,1
wchen-r7,0.91404,true,false,1
0x3fcoma,0,false,false,1
sappirate,0,true,false,1
m-1-k-3,0.813559,false,false,1
jvennix-r7,0.84507,true,false,1
jvennix-r7,0.842857,true,false,1
Meatballs1,0.895238,true,false,1
wchen-r7,0.913793,true,false,1
jvennix-r7,0.84058,true,false,1
wchen-r7,0.913545,true,false,1
wchen-r7,0.913295,true,false,1
rcvalle,0.857143,false,false,1
wvu-r7,0.904762,true,false,1
todb-r7,0.924242,true,false,1
todb-r7,0.923858,true,false,1
net-ninja,0,false,false,0
brandonprry,0.631579,false,true,1
mcantoni,0.666667,false,false,1
xistence,1,false,false,1
todb-r7,0.928571,true,true,0
todb-r7,0.928205,true,true,1
trosen-r7,0,false,false,1
m-1-k-3,0.824561,false,false,1
xistence,1,false,false,1
shuckins-r7,0.857143,true,false,1
wchen-r7,0.913043,true,false,1
jvazquez-r7,0.965333,true,true,1
todb-r7,0.927835,true,false,1
OJ,0.888889,true,false,1
wchen-r7,0.912791,true,false,1
bturner-r7,0.9,true,false,1
dmaloney-r7,0.82,true,true,1
jvennix-r7,0.838235,true,false,1
todb-r7,0.927461,true,false,1
silascutler,1,false,false,1
dmaloney-r7,0.836735,true,false,0
wvu-r7,0.926829,true,false,0
todb-r7,0.927083,true,false,1
FireFart,0.761905,false,false,1
xistence,1,false,false,1
xistence,1,false,false,1
xistence,1,false,false,1
xistence,1,false,false,1
ZeroChaos,1,false,false,0
FireFart,0.75,false,false,1
bonsaiviking,0.5,false,false,1
Ensopado,0,false,false,0
wvu-r7,925,true,false,1
todb-r7,0.926702,true,false,1
wchen-r7,0.912536,true,false,1
FireFart,0.736842,false,false,1
m-1-k-3,0.821429,false,false,1
brandonprry,0.611111,false,true,1
todb-r7,0.926316,true,false,1
jvennix-r7,0.835821,true,false,1
kyuz0,0,false,false,1
todb-r7,0.925926,true,false,1
jlee-r7,0.94964,true,false,1
wvu-r7,0.923077,true,false,1
jvennix-r7,0.833333,true,false,1
OJ,0.886364,true,false,1
jvennix-r7,0.830769,true,false,1
jlee-r7,0.949275,true,false,1
todb-r7,0.925532,true,true,1
todb-r7,0.925134,true,false,1
malthusianhedonist,0,false,false,0
Meatballs1,0.894231,true,false,1
schierlm,0.75,false,false,0
todb-r7,0.924731,true,false,1
0x41414141,0.25,true,false,1
jvazquez-r7,0.965241,true,true,1
jvennix-r7,0.828125,true,false,1
todb-r7,0.924324,true,false,1
wvu-r7,0.921053,true,false,1
jlee-r7,0.948905,true,false,1
OJ,0.883721,true,false,1
jlee-r7,0.948529,true,false,1
sgabe,1,false,false,1
jvennix-r7,0.825397,true,false,1
brandonprry,0.588235,false,true,1
todb-r7,0.923913,true,true,1
wchen-r7,0.912281,true,false,1
jvennix-r7,0.822581,true,false,1
limhoff-r7,0.896552,false,false,0
jvennix-r7,0.819672,true,false,1
sagishahar,1,false,false,1
Meatballs1,0.893204,true,false,1
zeroSteiner,0.9,true,false,1
sagishahar,1,false,false,1
wchen-r7,0.912023,true,false,1
jgor,0.8,false,false,1
jvazquez-r7,0.965147,true,true,1
wchen-r7,0.914706,true,false,0
m-1-k-3,0.818182,false,false,1
timwr,0.333333,false,false,1
AnwarMohamed,0.25,false,false,1
wchen-r7,0.914454,true,false,1
Fr330wn4g3,0,false,false,1
jvazquez-r7,0.965054,true,true,1
kn0,0.666667,false,false,1
jvazquez-r7,0.96496,true,false,1
jlee-r7,0.948148,true,false,1
wchen-r7,0.914201,true,false,1
bcoles,0.928571,false,false,1
xistence,1,false,false,1
dmaloney-r7,0.833333,true,true,1
OJ,0.880952,true,false,1
ribeirux,0,false,false,1
sho-luv,1,true,false,1
jvazquez-r7,0.964865,true,true,1
m-1-k-3,0.814815,false,false,1
kn0,0.5,false,false,1
jlee-r7,0.947761,true,false,1
kn0,1,false,false,0
aczire,0,false,false,1
jakxx,0,false,false,1
BorjaMerino,0.666667,true,true,1
lsanchez-r7,1,false,false,1
limhoff-r7,0.928571,false,false,0
jvazquez-r7,0.96477,true,false,1
jvazquez-r7,0.964674,true,false,1
wchen-r7,0.913947,true,false,1
jvennix-r7,0.816667,true,false,1
Fr330wn4g3,0,false,false,0
Meatballs1,0.892157,true,false,1
jlee-r7,0.954887,true,false,0
todb-r7,0.923497,true,false,1
wvu-r7,0.918919,true,false,1
m-1-k-3,0.811321,false,false,1
Meatballs1,0.891089,true,false,1
mubix,0.796296,false,true,1
OJ,0.878049,true,false,1
fillfish,0,false,false,1
j0hnf,0.5,false,false,1
bit4bit,0,false,false,1
AnwarMohamed,0.5,false,false,0
mcantoni,0.6,false,false,1
todb-r7,0.923077,true,true,1
parzamendi-r7,0,false,false,1
Karmanovskii,0,false,false,1
Meatballs1,0.89,true,false,1
R3dy,0.75,false,false,1
jvazquez-r7,0.964578,true,true,1
dmaloney-r7,0.829787,true,true,1
todb-r7,0.922652,true,true,1
jvennix-r7,0.813559,true,false,1
pyoor,0.666667,false,false,1
wchen-r7,0.91369,true,false,1
wchen-r7,0.913433,true,false,1
OJ,875,true,false,1
BorjaMerino,0.727273,true,true,0
wvu-r7,0.916667,true,false,1
jlee-r7,0.954545,true,false,1
pyoor,1,false,false,0
wchen-r7,0.913174,true,false,1
Meatballs1,0.888889,true,true,1
bwall,1,false,false,1
todb-r7,0.922222,true,true,1
sgabe,1,false,false,1
mcantoni,0.5,false,false,1
todb-r7,0.921788,true,false,1
jlee-r7,0.954198,true,false,1
espreto,0.666667,false,false,0
Meatballs1,0.896907,true,true,1
Meatballs1,0.895833,true,true,1
Meatballs1,0.894737,true,false,1
Meatballs1,0.893617,true,false,1
dmaciejak,0,false,false,1
Meatballs1,0.892473,true,false,1
grimmlin,0,false,false,1
zeroSteiner,0.894737,false,false,1
altjx,0,false,false,0
altjx,0,false,false,0
altjx,0,false,false,0
jvazquez-r7,0.964481,true,true,1
juushya,0.769231,false,false,0
dmaloney-r7,0.826087,true,true,1
jvazquez-r7,0.964384,true,true,1
juushya,0.75,false,false,1
juushya,0.727273,false,false,1
wchen-r7,0.912913,true,false,1
jvazquez-r7,0.964286,true,false,1
todb-r7,0.921348,true,false,1
jvennix-r7,0.810345,true,false,1
todb-r7,0.920904,true,false,1
bcoles,0.925926,false,false,1
Meatballs1,0.891304,true,false,1
wchen-r7,0.912651,true,false,1
jvennix-r7,0.807018,true,false,1
Meatballs1,0.89011,true,true,1
todb-r7,0.920455,true,true,1
bcoles,0.923077,false,false,1
wvu-r7,0.914286,true,false,1
todb-r7,0.92,true,false,1
Mekanismen,1,false,false,1
OJ,0.871795,true,false,1
xistence,1,false,false,1
xistence,1,false,false,1
xistence,1,false,false,1
xistence,1,false,false,1
xistence,1,false,false,1
xistence,1,false,false,1
rangercha,0,false,false,1
wchen-r7,0.912387,true,false,1
jvazquez-r7,0.964187,true,true,1
wvu-r7,0.911765,true,false,1
mcantoni,0.333333,false,false,1
wvu-r7,0.909091,true,false,1
wchen-r7,0.912121,true,false,1
wvu-r7,0.90625,true,false,1
Meatballs1,0.888889,true,false,1
Meatballs1,0.88764,true,false,1
bcoles,0.92,false,false,1
wchen-r7,0.911854,true,false,1
wvu-r7,0.903226,true,false,1
sgabe,1,false,false,1
jvazquez-r7,0.964088,true,true,1
jvennix-r7,0.803571,true,false,1
lsanchez-r7,1,false,false,1
wchen-r7,0.911585,true,false,1
wchen-r7,0.911315,true,false,1
Meatballs1,0.886364,true,false,1
Meatballs1,0.885057,true,false,1
